P1,P2,...,Pn
[4, 13, 9, 14, 6]
[0, 1, 11, 3, 8]
[5, 4, 10, 7, 6]
[11, 0, 1, 12, 5]
[14, 3, 9, 13, 11]
[0, 3, 5, 10, 11]
[4, 5, 14, 12, 0]
[5, 9, 13, 12, 8]
[14, 0, 11, 10, 8]
[1, 2, 11, 5, 0]
[4, 10, 7, 6, 14]
[5, 10, 11, 1, 14]
[0, 7, 9, 2, 4]
[4, 0, 14, 5, 9]
[4, 14, 3, 8, 9]
[12, 6, 5, 9, 1]
[4, 13, 14, 0, 11]
[10, 6, 1, 2, 12]
[13, 2, 1, 8, 12]
[6, 7, 1, 4, 2]
[0, 11, 13, 5, 10]
[7, 2, 5, 13, 10]
[0, 10, 1, 6, 3]
[5, 4, 10, 6, 2]
[11, 5, 2, 10, 4]
[14, 1, 6, 8, 9]
[12, 2, 9, 7, 1]
[0, 11, 12, 9, 2]
[9, 1, 5, 0, 6]
[9, 12, 13, 7, 4]
[1, 14, 0, 12, 8]
[3, 1, 6, 13, 12]
[9, 14, 6, 4, 8]
[14, 0, 1, 9, 12]
[8, 14, 13, 2, 6]
[4, 11, 8, 14, 0]
[0, 11, 13, 12, 3]
[7, 2, 0, 8, 11]
[2, 3, 8, 12, 6]
[5, 4, 12, 6, 13]
[8, 12, 7, 0, 2]
[3, 14, 8, 7, 1]
[9, 0, 7, 12, 11]
[12, 0, 11, 5, 14]
[10, 5, 14, 9, 8]
[4, 9, 5, 10, 6]
[8, 4, 11, 1, 6]
[12, 10, 14, 0, 6]
[10, 14, 0, 8, 3]
[5, 12, 7, 0, 14]
[8, 11, 4, 3, 5]
[12, 13, 8, 7, 6]
[6, 2, 1, 12, 11]
[6, 10, 4, 1, 12]
[6, 2, 14, 4, 0]
[14, 0, 1, 5, 7]
[3, 2, 0, 6, 4]
[11, 12, 9, 7, 3]
[10, 7, 11, 0, 4]
[1, 10, 8, 5, 4]
[11, 5, 4, 2, 14]
[13, 11, 8, 9, 4]
[0, 6, 4, 10, 8]
[10, 5, 3, 4, 7]
[12, 8, 2, 10, 11]
[3, 5, 13, 14, 10]
[3, 0, 13, 7, 2]
[11, 13, 9, 2, 6]
[4, 14, 9, 1, 11]
[3, 7, 0, 13, 4]
[10, 11, 6, 8, 4]
