P1,P2,...,Pn
[4, 6, 14, 11, 9]
[0, 4, 12, 1, 3]
[7, 12, 1, 6, 11]
[7, 4, 3, 13, 2]
[1, 2, 9, 8, 14]
[11, 7, 8, 0, 1]
[0, 13, 7, 10, 12]
[7, 0, 12, 9, 10]
[0, 5, 13, 11, 8]
[12, 0, 10, 2, 5]
[14, 3, 5, 13, 9]
[9, 7, 0, 2, 10]
[0, 2, 4, 14, 5]
[8, 3, 2, 13, 14]
[1, 9, 5, 3, 13]
[0, 13, 2, 14, 8]
[12, 1, 3, 14, 9]
[7, 0, 9, 4, 10]
[2, 6, 9, 3, 12]
[7, 2, 3, 5, 13]
[4, 12, 13, 5, 14]
[12, 14, 0, 3, 2]
[6, 0, 9, 7, 12]
[2, 6, 5, 7, 9]
[8, 3, 7, 14, 6]
[14, 8, 9, 5, 0]
[12, 8, 9, 10, 7]
[3, 11, 8, 14, 1]
[7, 5, 3, 9, 13]
[13, 9, 7, 8, 10]
[12, 7, 2, 10, 1]
[14, 12, 0, 11, 3]
[6, 11, 13, 14, 8]
[10, 5, 9, 4, 14]
[14, 9, 12, 8, 2]
[9, 13, 6, 0, 8]
[5, 11, 14, 3, 1]
[0, 6, 4, 10, 11]
[7, 11, 10, 12, 13]
[8, 2, 14, 1, 10]
[5, 9, 6, 11, 0]
[5, 7, 14, 12, 0]
[2, 0, 11, 10, 12]
[4, 1, 10, 7, 12]
[9, 5, 4, 6, 14]
[8, 2, 10, 7, 6]
[8, 4, 9, 3, 0]
[7, 0, 2, 4, 1]
[11, 4, 9, 6, 7]
[3, 9, 10, 7, 12]
[2, 1, 3, 11, 14]
[0, 3, 8, 7, 10]
[5, 1, 11, 4, 14]
[9, 13, 7, 2, 1]
[10, 5, 4, 0, 9]
[12, 6, 11, 14, 3]
[7, 6, 4, 8, 13]
[6, 7, 13, 3, 4]
[10, 13, 0, 1, 12]
[11, 12, 5, 8, 10]
[0, 11, 4, 8, 14]
[4, 5, 6, 2, 11]
[13, 3, 7, 14, 10]
[11, 1, 12, 14, 2]
[6, 9, 1, 0, 10]
[6, 11, 13, 3, 8]
[12, 0, 1, 6, 14]
[2, 3, 4, 11, 13]
[7, 5, 4, 12, 13]
[14, 5, 13, 0, 8]
[0, 5, 6, 4, 3]
[9, 4, 10, 14, 2]
[3, 8, 10, 4, 0]
[0, 3, 1, 8, 2]
[6, 5, 12, 0, 10]
[3, 8, 2, 5, 4]
[2, 7, 13, 9, 4]
[8, 3, 12, 9, 0]
[0, 14, 4, 11, 12]
[5, 14, 4, 12, 13]
[6, 2, 10, 14, 13]
[7, 14, 3, 12, 8]
[4, 5, 2, 13, 6]
[4, 14, 10, 13, 6]
[8, 12, 3, 5, 13]
[14, 5, 3, 6, 1]
[8, 3, 14, 1, 9]
[7, 4, 8, 11, 12]
[11, 12, 0, 5, 7]
[2, 1, 14, 11, 10]
[10, 13, 6, 0, 5]
[6, 7, 8, 9, 5]
[6, 2, 7, 0, 14]
[6, 12, 13, 14, 11]
[1, 13, 4, 8, 6]
[0, 9, 7, 11, 13]
[12, 8, 6, 9, 14]
[10, 9, 13, 6, 8]
[2, 0, 1, 8, 14]
[3, 12, 11, 5, 14]
[13, 12, 8, 7, 2]
[7, 2, 4, 10, 9]
[7, 13, 11, 12, 10]
[10, 13, 1, 12, 8]
[14, 0, 6, 3, 13]
[6, 8, 0, 1, 11]
[3, 9, 6, 10, 8]
[5, 2, 14, 11, 8]
[6, 0, 10, 7, 13]
[8, 5, 12, 14, 0]
[10, 3, 4, 7, 13]
[4, 2, 14, 7, 9]
[14, 9, 10, 7, 1]
[8, 11, 9, 6, 0]
[2, 3, 7, 0, 13]
[12, 7, 0, 3, 1]
[8, 11, 12, 7, 4]
[13, 9, 7, 12, 5]
[14, 11, 13, 2, 6]
[7, 13, 12, 1, 14]
[8, 3, 10, 2, 9]
[2, 8, 14, 1, 6]
[0, 6, 1, 12, 2]
[10, 9, 1, 4, 5]
[2, 13, 4, 8, 0]
[10, 2, 11, 3, 5]
[8, 2, 1, 11, 5]
[5, 11, 12, 2, 6]
[1, 8, 4, 5, 7]
[0, 10, 9, 13, 3]
[13, 14, 2, 8, 0]
[3, 6, 4, 12, 10]
[13, 0, 6, 11, 14]
[4, 2, 14, 12, 9]
[6, 4, 1, 2, 13]
[0, 6, 5, 12, 4]
[9, 11, 13, 12, 6]
[1, 8, 10, 5, 7]
[5, 8, 9, 2, 4]
[7, 11, 5, 9, 0]
[0, 6, 4, 8, 2]
[14, 11, 12, 5, 8]
[6, 9, 13, 4, 7]
[0, 4, 3, 11, 1]
[7, 1, 4, 2, 0]
[2, 6, 7, 14, 10]
[0, 7, 10, 6, 9]
[0, 2, 11, 6, 8]
[13, 6, 0, 1, 7]
[8, 10, 2, 1, 9]
[4, 7, 12, 2, 0]
[1, 2, 11, 4, 5]
[2, 8, 11, 7, 14]
[11, 13, 0, 6, 2]
[10, 5, 2, 1, 11]
[9, 2, 6, 12, 3]
[12, 9, 10, 1, 7]
[10, 14, 9, 11, 7]
[2, 3, 0, 7, 11]
[4, 0, 12, 14, 1]
[13, 4, 6, 12, 0]
[3, 13, 8, 11, 2]
[13, 5, 2, 11, 8]
[1, 14, 3, 4, 8]
[3, 2, 14, 9, 11]
[5, 10, 6, 14, 1]
[1, 3, 4, 10, 14]
[7, 3, 10, 6, 13]
[10, 12, 4, 8, 1]
[2, 14, 8, 7, 13]
[5, 11, 0, 14, 10]
[3, 0, 9, 11, 2]
[4, 9, 2, 12, 10]
[4, 12, 9, 6, 7]
[0, 12, 8, 2, 1]
[5, 10, 6, 7, 0]
[7, 8, 4, 0, 1]
[9, 12, 14, 2, 7]
[8, 2, 7, 10, 11]
[4, 7, 12, 0, 13]
[10, 4, 6, 2, 1]
[12, 1, 5, 6, 10]
[12, 9, 13, 10, 3]
[1, 7, 12, 0, 14]
[9, 2, 1, 11, 10]
[1, 12, 0, 3, 2]
[1, 3, 2, 11, 14]
[7, 11, 12, 0, 1]
[3, 11, 7, 4, 1]
[13, 12, 11, 3, 4]
[5, 8, 10, 0, 9]
[2, 9, 8, 13, 7]
[8, 12, 4, 10, 6]
[0, 10, 13, 1, 3]
[7, 6, 0, 1, 3]
[10, 3, 6, 9, 8]
[9, 5, 13, 14, 6]
[11, 10, 13, 3, 4]
[6, 8, 9, 5, 0]
[4, 5, 2, 8, 6]
[13, 8, 10, 2, 3]
[14, 8, 13, 10, 9]
[12, 4, 0, 14, 11]
[14, 9, 8, 3, 7]
[7, 8, 2, 13, 0]
[13, 14, 10, 12, 2]
[11, 1, 10, 7, 6]
[4, 7, 5, 12, 2]
[3, 10, 9, 7, 1]
[1, 0, 14, 9, 5]
[0, 6, 5, 2, 13]
[7, 10, 12, 4, 11]
[10, 2, 14, 0, 4]
[1, 10, 6, 12, 9]
[6, 1, 7, 2, 5]
