P1,P2,...,Pn
[5, 9, 8, 0]
[6, 3, 9, 8]
[11, 10, 8, 9]
[7, 10, 6, 0]
[7, 12, 8, 1]
[12, 0, 3, 1]
[7, 12, 9, 13]
[4, 13, 9, 6]
[8, 7, 3, 4]
[0, 11, 13, 8]
[3, 14, 0, 4]
[4, 1, 12, 14]
[5, 4, 13, 1]
[2, 8, 12, 0]
[7, 11, 1, 8]
[8, 9, 1, 7]
[0, 3, 6, 10]
[4, 0, 2, 10]
[3, 6, 0, 10]
[13, 0, 1, 10]
[2, 0, 13, 14]
[12, 13, 14, 0]
[14, 9, 13, 2]
[11, 6, 14, 0]
[2, 7, 9, 3]
[14, 3, 12, 8]
[14, 10, 8, 7]
[6, 2, 4, 1]
[6, 1, 2, 10]
[7, 6, 2, 11]
[12, 9, 4, 0]
[9, 7, 10, 5]
[4, 13, 10, 2]
[5, 14, 13, 1]
[1, 3, 11, 8]
[6, 9, 0, 5]
[2, 13, 5, 11]
[5, 3, 14, 1]
[3, 6, 13, 5]
[7, 5, 13, 1]
[0, 9, 3, 1]
[5, 14, 6, 7]
[11, 4, 7, 1]
[4, 14, 10, 6]
[1, 4, 8, 12]
[8, 11, 2, 3]
[7, 12, 14, 11]
[4, 0, 9, 8]
[13, 1, 5, 8]
[7, 6, 4, 8]
[2, 10, 4, 5]
[8, 1, 5, 14]
[6, 8, 13, 11]
[5, 9, 12, 8]
[9, 12, 5, 13]
[12, 7, 14, 5]
[1, 7, 4, 12]
[4, 1, 14, 8]
[7, 2, 10, 11]
[12, 5, 3, 8]
[9, 11, 3, 1]
[2, 0, 10, 1]
[3, 0, 1, 10]
[13, 3, 9, 1]
[8, 12, 13, 10]
[12, 6, 5, 7]
[10, 14, 4, 13]
[13, 12, 3, 11]
[0, 7, 6, 12]
[2, 13, 12, 7]
[11, 0, 4, 5]
[6, 9, 12, 3]
[7, 5, 11, 14]
[8, 4, 2, 3]
[11, 5, 9, 3]
[13, 4, 5, 1]
[5, 9, 7, 6]
[1, 0, 7, 10]
[6, 10, 4, 2]
[13, 4, 6, 5]
[9, 10, 7, 6]
[0, 1, 13, 10]
[11, 7, 6, 2]
[9, 14, 3, 10]
[5, 14, 3, 6]
