P1,P2,...,Pn
[6, 9, 11, 12]
[0, 13, 14, 7]
[8, 0, 4, 12]
[3, 7, 11, 14]
[2, 13, 11, 10]
[8, 14, 1, 6]
[7, 9, 11, 3]
[12, 2, 7, 13]
[3, 13, 4, 1]
[7, 9, 3, 14]
[5, 14, 6, 12]
[11, 10, 3, 7]
[13, 1, 14, 5]
[4, 11, 10, 6]
[9, 1, 0, 13]
[0, 3, 6, 9]
[7, 6, 10, 13]
[2, 14, 13, 10]
[12, 8, 7, 2]
[6, 11, 9, 2]
[1, 8, 6, 0]
[11, 2, 3, 12]
[1, 8, 5, 12]
[7, 5, 14, 8]
[9, 6, 0, 1]
[11, 7, 4, 14]
[1, 10, 6, 8]
[10, 7, 11, 2]
[7, 12, 11, 14]
[3, 0, 12, 6]
[9, 10, 6, 11]
[14, 12, 11, 2]
[2, 7, 9, 1]
[9, 13, 10, 2]
[10, 7, 0, 3]
[7, 14, 8, 5]
[3, 14, 11, 12]
[5, 13, 1, 12]
[7, 5, 10, 2]
[0, 5, 2, 3]
[11, 9, 14, 8]
[9, 7, 8, 10]
[3, 5, 12, 8]
[14, 8, 1, 12]
[12, 9, 3, 7]
[5, 9, 0, 4]
[3, 7, 2, 9]
[6, 12, 9, 3]
[11, 8, 4, 9]
[6, 3, 10, 9]
[2, 5, 7, 8]
[13, 11, 2, 10]
[11, 8, 12, 14]
[12, 9, 4, 6]
[7, 11, 3, 13]
[6, 11, 4, 10]
[8, 9, 2, 14]
[2, 4, 7, 13]
[13, 11, 6, 5]
[0, 7, 6, 2]
[4, 14, 13, 5]
[13, 14, 7, 10]
[6, 8, 12, 10]
[8, 4, 6, 13]
[12, 14, 13, 11]
[1, 6, 5, 10]
[6, 0, 2, 10]
[12, 10, 4, 2]
[0, 1, 5, 2]
[8, 5, 9, 10]
[14, 11, 10, 12]
[13, 2, 9, 0]
[0, 1, 6, 2]
[4, 2, 5, 1]
[2, 9, 1, 13]
[1, 4, 11, 5]
[9, 1, 12, 6]
[13, 9, 3, 0]
[1, 14, 4, 13]
[3, 0, 8, 12]
[12, 5, 3, 4]
[12, 2, 7, 13]
[13, 9, 12, 4]
[3, 13, 14, 11]
[8, 5, 3, 9]
[5, 7, 10, 2]
[6, 2, 0, 13]
[11, 12, 5, 4]
[11, 0, 2, 12]
[2, 11, 9, 10]
[14, 13, 10, 1]
[6, 10, 3, 8]
[1, 11, 0, 14]
[5, 13, 12, 1]
[5, 12, 7, 3]
[2, 14, 0, 8]
[7, 14, 4, 8]
[1, 12, 13, 14]
[8, 12, 2, 7]
[14, 8, 10, 13]
[13, 12, 4, 10]
[9, 11, 7, 14]
[10, 1, 5, 11]
[8, 5, 6, 3]
[13, 6, 8, 11]
[3, 0, 4, 6]
[13, 11, 9, 10]
[4, 0, 5, 11]
[14, 3, 11, 10]
[0, 5, 10, 12]
[10, 14, 5, 2]
[4, 14, 8, 1]
[3, 13, 6, 14]
[8, 12, 14, 0]
[14, 5, 10, 13]
[10, 5, 3, 4]
[3, 13, 2, 0]
[8, 10, 7, 1]
[3, 6, 4, 14]
[0, 6, 13, 14]
[4, 3, 11, 6]
[2, 14, 0, 6]
[3, 1, 12, 5]
[12, 4, 13, 7]
[14, 11, 9, 4]
[4, 6, 0, 10]
[5, 14, 3, 4]
[4, 8, 7, 6]
[3, 11, 8, 2]
[3, 0, 13, 2]
[2, 8, 13, 12]
[13, 5, 2, 11]
[5, 12, 7, 0]
[11, 8, 3, 14]
[14, 11, 5, 10]
[3, 8, 13, 0]
[12, 13, 0, 5]
[9, 4, 7, 1]
[10, 3, 11, 9]
[12, 2, 11, 13]
[5, 3, 6, 10]
[3, 7, 6, 8]
[2, 5, 10, 1]
[10, 11, 14, 13]
[13, 3, 6, 8]
[5, 3, 14, 1]
[6, 13, 2, 14]
[3, 7, 14, 6]
[2, 0, 5, 3]
[3, 5, 1, 9]
[3, 12, 8, 5]
[9, 14, 7, 3]
