P1,P2,...,Pn
[12, 13, 4, 1, 7]
[7, 9, 6, 13, 10]
[14, 2, 6, 3, 8]
[5, 9, 8, 1, 13]
[0, 11, 5, 3, 2]
[6, 7, 4, 13, 11]
[5, 0, 8, 1, 10]
[8, 14, 12, 2, 0]
[12, 10, 14, 0, 11]
[5, 6, 4, 14, 10]
[4, 2, 7, 11, 14]
[3, 4, 13, 6, 0]
[9, 11, 5, 3, 6]
[4, 0, 9, 7, 5]
[13, 2, 8, 4, 12]
[9, 7, 13, 12, 4]
[10, 14, 4, 9, 0]
[9, 4, 11, 3, 10]
[4, 12, 14, 1, 2]
[5, 0, 12, 10, 14]
[11, 14, 5, 7, 12]
[0, 8, 14, 7, 6]
[10, 7, 1, 8, 6]
[14, 7, 6, 10, 12]
[4, 8, 3, 6, 10]
[11, 9, 12, 7, 5]
[12, 7, 14, 8, 10]
[6, 5, 11, 9, 10]
[0, 14, 2, 7, 5]
[13, 2, 12, 10, 3]
[0, 13, 2, 5, 7]
[5, 3, 14, 1, 2]
[10, 2, 7, 3, 9]
[0, 1, 3, 13, 6]
[1, 11, 0, 5, 4]
[9, 1, 6, 13, 3]
[12, 10, 14, 8, 1]
[4, 14, 7, 5, 10]
[12, 0, 7, 3, 6]
[2, 3, 8, 14, 9]
[11, 5, 4, 2, 7]
[8, 5, 11, 13, 9]
[8, 6, 0, 11, 2]
[10, 9, 12, 7, 14]
[6, 10, 3, 4, 9]
[1, 7, 9, 13, 6]
[0, 7, 2, 4, 8]
[6, 2, 5, 14, 12]
[6, 13, 4, 12, 14]
[1, 5, 10, 14, 13]
[2, 12, 10, 8, 1]
[5, 1, 11, 8, 2]
