P1,P2,...,Pn
[8, 0, 11, 2]
[8, 13, 0, 7]
[8, 6, 13, 7]
[14, 13, 6, 4]
[8, 14, 5, 11]
[5, 10, 14, 1]
[10, 13, 5, 7]
[12, 1, 6, 13]
[12, 11, 8, 14]
[14, 6, 10, 11]
[4, 2, 7, 11]
[14, 0, 2, 9]
[13, 2, 14, 6]
[1, 7, 13, 0]
[13, 10, 14, 3]
[5, 0, 1, 11]
[14, 9, 11, 5]
[11, 4, 0, 10]
[0, 4, 11, 13]
[3, 2, 11, 6]
[9, 11, 3, 2]
[2, 3, 9, 0]
[9, 0, 8, 12]
[7, 14, 9, 8]
[6, 11, 13, 12]
[11, 13, 3, 10]
[10, 7, 12, 4]
[8, 1, 6, 3]
[4, 1, 3, 12]
[1, 8, 12, 3]
[1, 10, 12, 5]
[2, 5, 12, 3]
[10, 5, 0, 3]
[14, 5, 12, 2]
[4, 0, 3, 5]
[12, 3, 4, 8]
[2, 8, 9, 0]
[9, 13, 7, 8]
[7, 3, 8, 2]
[4, 11, 0, 1]
[10, 8, 9, 13]
[9, 8, 3, 1]
[9, 3, 12, 5]
[6, 0, 3, 2]
[0, 11, 8, 3]
[3, 6, 8, 0]
[1, 2, 8, 12]
[11, 8, 10, 12]
[13, 12, 11, 4]
[0, 7, 12, 11]
[0, 3, 12, 4]
[1, 12, 10, 5]
[2, 13, 7, 14]
[9, 13, 2, 7]
[7, 9, 3, 10]
[12, 9, 10, 3]
[11, 1, 0, 8]
[13, 0, 11, 4]
[13, 1, 9, 0]
[12, 0, 1, 3]
[9, 3, 12, 10]
[3, 6, 13, 7]
[4, 8, 7, 5]
[10, 13, 4, 1]
[10, 1, 5, 8]
[0, 7, 12, 8]
[7, 6, 12, 8]
[11, 5, 4, 13]
[8, 2, 5, 11]
[11, 0, 12, 14]
[6, 14, 8, 4]
[13, 8, 11, 1]
[13, 9, 14, 2]
[2, 8, 3, 13]
[5, 14, 10, 0]
[3, 2, 0, 9]
[5, 1, 13, 8]
[14, 12, 7, 4]
[2, 14, 1, 0]
[2, 5, 14, 8]
[11, 1, 9, 2]
[2, 4, 14, 12]
[13, 5, 10, 7]
[5, 12, 8, 0]
[8, 1, 12, 7]
[11, 8, 2, 1]
[0, 5, 2, 3]
[13, 5, 0, 9]
[7, 6, 2, 3]
[3, 14, 5, 11]
[11, 10, 9, 0]
[9, 14, 2, 1]
[13, 14, 1, 7]
[2, 8, 11, 1]
[0, 6, 5, 3]
[13, 1, 4, 3]
[3, 8, 14, 6]
[13, 8, 2, 12]
[1, 10, 8, 6]
[9, 8, 7, 11]
[4, 3, 11, 13]
[2, 8, 14, 4]
[13, 2, 5, 6]
[14, 5, 13, 12]
[3, 7, 0, 10]
[9, 10, 7, 4]
[6, 4, 2, 0]
[9, 14, 11, 4]
[11, 10, 12, 2]
[13, 5, 4, 0]
[1, 9, 14, 3]
[8, 4, 0, 10]
[8, 2, 10, 6]
[7, 6, 0, 8]
[0, 13, 9, 11]
[13, 7, 6, 1]
[2, 5, 9, 0]
[3, 6, 13, 7]
[5, 12, 7, 14]
[0, 6, 10, 1]
[2, 8, 9, 10]
[9, 0, 5, 3]
[6, 1, 12, 14]
[8, 7, 1, 13]
[2, 0, 14, 7]
[1, 5, 11, 12]
[13, 7, 0, 12]
[1, 13, 0, 6]
[6, 5, 11, 12]
[14, 7, 0, 3]
[11, 1, 7, 4]
[9, 4, 7, 13]
[2, 0, 8, 12]
[0, 13, 11, 2]
[1, 3, 10, 12]
[0, 7, 13, 6]
[6, 7, 12, 11]
[0, 1, 2, 5]
[14, 1, 4, 7]
[9, 8, 14, 3]
[0, 10, 6, 13]
[2, 5, 4, 13]
[5, 13, 14, 4]
[12, 11, 2, 9]
[0, 3, 11, 1]
[9, 14, 11, 5]
[14, 0, 3, 6]
[7, 1, 2, 5]
[10, 12, 1, 0]
[5, 1, 0, 13]
[14, 4, 1, 3]
[4, 2, 14, 8]
[0, 1, 8, 10]
[0, 2, 9, 5]
[7, 14, 8, 3]
[14, 11, 5, 6]
[8, 6, 9, 5]
[10, 13, 14, 1]
[14, 3, 1, 5]
[10, 4, 8, 13]
[1, 7, 12, 5]
[7, 12, 6, 0]
[9, 1, 10, 6]
[2, 5, 3, 8]
[14, 1, 7, 9]
[8, 1, 10, 11]
[3, 7, 0, 8]
[4, 8, 10, 3]
[0, 9, 5, 10]
[4, 14, 13, 6]
[11, 13, 4, 12]
[8, 9, 1, 13]
[3, 4, 12, 6]
[0, 4, 13, 1]
