P1,P2,...,Pn
[9, 7, 12, 4]
[1, 7, 8, 0]
[5, 14, 6, 0]
[0, 10, 13, 9]
[4, 10, 6, 5]
[10, 7, 8, 13]
[4, 10, 0, 12]
[11, 14, 1, 10]
[14, 3, 5, 2]
[13, 10, 3, 5]
[12, 3, 1, 9]
[7, 8, 12, 9]
[14, 2, 7, 5]
[8, 13, 6, 3]
[5, 13, 7, 8]
[4, 5, 10, 2]
[4, 0, 1, 5]
[1, 5, 2, 7]
[2, 0, 13, 9]
[11, 1, 5, 14]
[13, 10, 12, 2]
[9, 4, 14, 1]
[7, 5, 12, 6]
[11, 10, 0, 13]
[6, 0, 12, 14]
[14, 1, 8, 0]
[4, 3, 5, 12]
[10, 13, 0, 1]
[12, 1, 13, 8]
[12, 6, 10, 3]
[6, 0, 13, 7]
[9, 8, 7, 6]
[12, 1, 3, 0]
[5, 13, 14, 1]
[6, 11, 2, 4]
[3, 13, 11, 0]
[10, 12, 2, 6]
[7, 12, 0, 14]
[5, 13, 11, 14]
[7, 9, 0, 8]
[0, 1, 8, 7]
[12, 10, 11, 2]
[1, 11, 10, 8]
[9, 3, 10, 5]
[4, 11, 8, 12]
[0, 8, 12, 4]
[14, 11, 1, 13]
[13, 7, 3, 9]
[12, 8, 1, 3]
[8, 0, 12, 1]
[14, 7, 0, 8]
[2, 5, 14, 6]
[13, 3, 11, 4]
[14, 2, 12, 3]
[10, 8, 2, 0]
[3, 7, 10, 13]
[11, 7, 0, 8]
[4, 1, 8, 6]
[8, 0, 11, 13]
[12, 9, 13, 8]
[6, 7, 4, 10]
[13, 3, 8, 0]
[4, 6, 9, 2]
[2, 0, 4, 6]
[3, 5, 11, 7]
[6, 9, 12, 4]
[1, 2, 9, 5]
[12, 5, 14, 1]
[0, 10, 12, 13]
[6, 13, 14, 11]
[11, 2, 6, 0]
[12, 7, 14, 2]
[5, 14, 8, 3]
[6, 9, 4, 12]
[9, 6, 11, 13]
[13, 3, 11, 6]
[10, 1, 5, 13]
[1, 6, 12, 8]
[10, 0, 7, 1]
[14, 8, 9, 12]
[11, 4, 0, 5]
[10, 13, 1, 3]
[4, 14, 3, 8]
[11, 2, 4, 1]
[12, 5, 13, 10]
[7, 2, 11, 8]
[14, 7, 12, 5]
[11, 3, 0, 6]
[7, 3, 2, 14]
[3, 14, 11, 5]
[13, 8, 14, 12]
[6, 5, 8, 0]
[5, 6, 14, 10]
[12, 1, 8, 10]
[7, 5, 6, 12]
[1, 4, 5, 3]
[6, 14, 7, 1]
[11, 2, 1, 5]
[5, 8, 0, 7]
[11, 7, 4, 14]
[2, 5, 1, 14]
[14, 2, 12, 10]
[4, 12, 1, 2]
[3, 4, 14, 6]
[4, 3, 1, 2]
[11, 1, 13, 14]
[13, 14, 7, 2]
[3, 14, 8, 0]
[12, 0, 14, 10]
[13, 8, 9, 12]
[6, 12, 8, 7]
[0, 1, 8, 5]
[5, 6, 9, 12]
[0, 4, 11, 1]
[8, 12, 1, 9]
[4, 1, 10, 5]
[2, 6, 13, 10]
[2, 3, 0, 6]
[8, 9, 6, 13]
[6, 7, 12, 2]
[10, 6, 1, 8]
[13, 4, 1, 9]
[10, 4, 8, 6]
[13, 2, 12, 9]
[0, 11, 9, 4]
[3, 12, 8, 6]
[3, 2, 9, 10]
[2, 14, 7, 6]
[6, 14, 0, 11]
[13, 8, 1, 14]
[10, 6, 11, 1]
[3, 11, 9, 2]
[5, 9, 2, 0]
[1, 5, 11, 13]
[6, 1, 8, 3]
[13, 1, 12, 5]
