P1,P2,...,Pn
[7, 6, 3, 13]
[12, 10, 3, 14]
[10, 4, 14, 13]
[3, 10, 5, 8]
[2, 13, 8, 10]
[1, 7, 9, 12]
[1, 7, 12, 9]
[11, 13, 7, 5]
[1, 0, 9, 7]
[14, 6, 9, 0]
[14, 12, 11, 5]
[11, 2, 0, 14]
[3, 1, 2, 8]
[7, 1, 4, 3]
[12, 13, 14, 10]
[11, 12, 1, 6]
[2, 14, 10, 11]
[13, 1, 10, 8]
[2, 7, 0, 6]
[3, 12, 7, 6]
[9, 7, 6, 11]
[8, 5, 3, 6]
[12, 7, 3, 14]
[9, 4, 1, 12]
[9, 3, 4, 0]
[6, 11, 13, 5]
[10, 7, 12, 0]
[1, 5, 6, 11]
[7, 11, 10, 4]
[7, 5, 1, 12]
[4, 1, 8, 12]
[0, 4, 3, 14]
[11, 13, 10, 5]
[10, 5, 14, 3]
[4, 10, 8, 11]
[8, 11, 2, 0]
[4, 3, 5, 1]
[3, 0, 6, 14]
[0, 8, 11, 13]
[10, 0, 14, 5]
[9, 10, 12, 13]
[1, 0, 10, 5]
[2, 10, 14, 0]
[5, 4, 2, 11]
[4, 14, 9, 11]
[7, 3, 0, 14]
[1, 3, 5, 2]
[8, 0, 9, 7]
[12, 2, 10, 11]
[11, 5, 8, 1]
[8, 9, 4, 1]
[1, 12, 3, 10]
[9, 4, 14, 3]
[1, 2, 14, 3]
[11, 9, 5, 7]
[7, 5, 9, 3]
[3, 2, 11, 13]
[7, 3, 0, 2]
[11, 5, 7, 12]
[12, 5, 1, 2]
[1, 10, 14, 8]
[8, 6, 12, 3]
[0, 1, 10, 12]
[14, 5, 11, 12]
[4, 10, 6, 13]
[1, 3, 8, 4]
[7, 10, 3, 12]
[2, 13, 14, 5]
[12, 5, 3, 0]
[4, 7, 0, 1]
[0, 4, 13, 9]
[12, 9, 4, 2]
[6, 0, 7, 10]
[5, 14, 4, 0]
[3, 9, 13, 12]
[2, 9, 4, 8]
[13, 0, 3, 2]
[10, 6, 4, 13]
[9, 2, 6, 11]
[0, 6, 2, 14]
[5, 6, 8, 10]
[8, 4, 6, 13]
[2, 9, 0, 1]
[14, 0, 2, 7]
[6, 5, 12, 2]
[7, 8, 9, 1]
[7, 0, 14, 9]
[5, 8, 6, 3]
[8, 6, 12, 2]
[2, 10, 4, 5]
[7, 4, 11, 8]
[1, 10, 13, 0]
[5, 9, 14, 12]
[12, 13, 11, 10]
[10, 1, 6, 13]
[3, 0, 1, 7]
[4, 8, 7, 2]
[4, 2, 10, 12]
[7, 10, 14, 5]
[2, 1, 5, 3]
[4, 5, 0, 9]
[9, 0, 13, 6]
[13, 6, 1, 5]
[6, 0, 2, 12]
[12, 2, 11, 8]
[7, 9, 1, 8]
[5, 9, 13, 0]
[7, 11, 6, 2]
[7, 6, 10, 14]
[5, 10, 1, 3]
[13, 11, 12, 6]
[10, 7, 11, 1]
[12, 6, 5, 7]
[1, 2, 11, 5]
[1, 4, 14, 5]
[12, 2, 9, 5]
[3, 9, 11, 10]
[5, 1, 12, 6]
[12, 10, 11, 2]
[10, 11, 1, 8]
[8, 9, 11, 1]
[9, 1, 0, 10]
[4, 11, 12, 0]
[9, 11, 1, 7]
[13, 2, 11, 5]
[5, 4, 13, 3]
[14, 8, 10, 3]
[6, 12, 0, 11]
[7, 11, 1, 5]
[2, 8, 4, 1]
[14, 12, 9, 10]
[1, 5, 3, 0]
[12, 13, 2, 6]
[1, 9, 10, 11]
[0, 14, 13, 3]
[7, 6, 8, 14]
[11, 6, 9, 7]
[10, 13, 7, 8]
[14, 6, 13, 8]
[4, 7, 1, 12]
[7, 11, 0, 12]
[4, 5, 11, 6]
[12, 8, 6, 4]
[4, 8, 9, 11]
[9, 1, 3, 11]
[7, 6, 2, 3]
[5, 0, 8, 13]
[12, 7, 6, 9]
[9, 11, 6, 0]
[0, 4, 12, 13]
[0, 14, 9, 11]
[6, 7, 1, 13]
[10, 13, 1, 2]
[3, 9, 1, 2]
[8, 11, 4, 13]
[13, 2, 5, 9]
[5, 13, 14, 10]
[2, 5, 8, 3]
[3, 1, 14, 6]
[4, 8, 14, 13]
[8, 2, 13, 14]
[14, 3, 2, 1]
[10, 7, 1, 13]
[9, 8, 1, 2]
[3, 0, 10, 13]
[1, 13, 10, 3]
[11, 0, 1, 10]
[3, 7, 14, 1]
[3, 7, 10, 1]
[4, 13, 1, 3]
[2, 4, 5, 11]
[8, 1, 2, 7]
[2, 7, 14, 13]
[11, 0, 1, 9]
[0, 6, 13, 14]
[8, 3, 1, 11]
[3, 1, 5, 2]
[13, 1, 7, 8]
[11, 7, 8, 0]
[10, 5, 13, 8]
[14, 11, 0, 13]
[14, 0, 4, 12]
[7, 4, 10, 11]
[12, 7, 9, 5]
[14, 4, 3, 0]
[4, 3, 14, 0]
[2, 6, 8, 4]
[10, 8, 1, 6]
[3, 9, 1, 2]
[0, 7, 5, 14]
[13, 6, 9, 11]
[3, 7, 6, 1]
[6, 13, 1, 8]
[0, 4, 9, 6]
[3, 12, 14, 0]
[4, 5, 10, 11]
[12, 13, 0, 8]
[6, 14, 9, 10]
[6, 14, 3, 13]
[3, 12, 6, 4]
[12, 2, 6, 11]
[0, 2, 6, 8]
[1, 7, 0, 9]
[14, 2, 5, 8]
[7, 1, 11, 10]
[1, 14, 7, 8]
[8, 5, 12, 10]
[0, 12, 8, 1]
