P1,P2,...,Pn
[4, 13, 11, 14, 1]
[7, 1, 2, 11, 6]
[2, 3, 7, 8, 11]
[11, 8, 2, 12, 6]
[5, 14, 11, 1, 3]
[13, 1, 5, 10, 3]
[10, 7, 1, 12, 3]
[8, 5, 13, 2, 0]
[8, 0, 7, 6, 5]
[7, 2, 6, 13, 8]
[3, 12, 2, 11, 5]
[10, 14, 3, 9, 1]
[6, 7, 14, 1, 3]
[4, 1, 13, 12, 5]
[7, 13, 0, 9, 10]
[2, 9, 10, 1, 8]
[14, 13, 5, 1, 10]
[12, 14, 4, 13, 6]
[13, 14, 11, 1, 10]
[6, 8, 1, 12, 7]
[9, 8, 7, 13, 10]
[3, 4, 1, 2, 5]
[14, 3, 2, 13, 12]
[6, 10, 5, 1, 7]
[9, 7, 14, 3, 10]
[3, 13, 14, 6, 5]
[4, 2, 7, 9, 1]
[14, 5, 10, 6, 12]
[11, 3, 0, 13, 10]
[12, 8, 5, 13, 2]
[13, 12, 14, 7, 8]
[7, 13, 5, 8, 6]
[13, 11, 4, 7, 14]
[2, 0, 14, 11, 6]
[14, 11, 8, 3, 2]
[1, 3, 2, 14, 13]
[14, 13, 10, 9, 3]
[9, 1, 5, 14, 7]
[7, 4, 2, 11, 13]
[12, 13, 0, 11, 2]
[14, 5, 6, 12, 0]
[6, 1, 5, 9, 8]
[7, 13, 14, 9, 11]
[13, 9, 1, 6, 3]
[1, 13, 7, 10, 0]
[6, 1, 11, 13, 4]
[3, 12, 8, 4, 1]
[14, 8, 3, 13, 9]
[0, 1, 2, 8, 6]
[13, 8, 10, 7, 14]
[6, 13, 7, 10, 8]
[8, 3, 13, 11, 9]
[13, 11, 5, 6, 9]
[14, 9, 13, 5, 12]
[10, 9, 2, 14, 8]
[14, 9, 8, 11, 3]
[1, 11, 3, 0, 7]
