P1,P2,...,Pn
[14, 11, 12, 0, 3]
[2, 7, 13, 4, 10]
[8, 9, 5, 13, 1]
[11, 14, 3, 2, 10]
[4, 11, 1, 0, 6]
[6, 13, 5, 0, 3]
[14, 5, 7, 10, 12]
[14, 2, 12, 0, 8]
[8, 0, 5, 1, 13]
[8, 7, 1, 11, 4]
[9, 3, 13, 4, 12]
[5, 13, 12, 9, 7]
[13, 6, 3, 9, 12]
[12, 8, 11, 6, 5]
[1, 9, 0, 10, 6]
[13, 6, 2, 7, 4]
[9, 3, 10, 14, 0]
[0, 8, 4, 13, 10]
[9, 7, 10, 3, 2]
[13, 11, 5, 9, 2]
[10, 8, 12, 9, 0]
[6, 10, 1, 11, 14]
[0, 8, 2, 12, 3]
[11, 5, 12, 9, 3]
[1, 0, 5, 10, 13]
[11, 2, 13, 1, 10]
[9, 6, 5, 0, 10]
[9, 14, 6, 8, 7]
[14, 0, 4, 2, 9]
[6, 5, 0, 9, 8]
[2, 9, 3, 7, 0]
[12, 2, 5, 11, 4]
[10, 2, 9, 1, 0]
[6, 0, 13, 10, 3]
[14, 12, 3, 13, 1]
[3, 13, 8, 14, 10]
[12, 6, 3, 2, 14]
[14, 1, 6, 3, 10]
[3, 8, 10, 5, 1]
[11, 4, 2, 0, 7]
[11, 2, 7, 10, 12]
[0, 3, 12, 1, 5]
[0, 11, 3, 2, 13]
[0, 8, 6, 12, 5]
[3, 4, 11, 2, 8]
[9, 8, 1, 0, 7]
[13, 3, 12, 2, 5]
[11, 3, 1, 7, 13]
[3, 8, 10, 0, 11]
[1, 12, 2, 0, 7]
[10, 5, 12, 0, 13]
[7, 8, 1, 11, 3]
[7, 12, 3, 10, 1]
[7, 10, 4, 2, 3]
[14, 9, 1, 8, 3]
[7, 13, 10, 0, 2]
[2, 0, 7, 13, 4]
[7, 14, 0, 10, 3]
[2, 3, 13, 9, 8]
[14, 6, 0, 12, 10]
[5, 0, 14, 11, 6]
[11, 3, 7, 13, 12]
[6, 1, 10, 9, 2]
[7, 4, 8, 14, 0]
[1, 13, 14, 6, 10]
[2, 4, 12, 14, 6]
[13, 5, 4, 2, 8]
[13, 14, 7, 1, 8]
[0, 12, 11, 7, 14]
[2, 12, 10, 7, 3]
[5, 3, 13, 6, 2]
[2, 7, 8, 11, 10]
[8, 4, 0, 13, 2]
[6, 1, 4, 11, 10]
[9, 8, 11, 1, 3]
[7, 12, 0, 11, 9]
[13, 2, 9, 12, 3]
[0, 3, 11, 5, 8]
[8, 3, 13, 1, 5]
[14, 3, 6, 7, 10]
[0, 14, 5, 1, 13]
[1, 13, 6, 14, 5]
[2, 8, 1, 11, 4]
[0, 1, 5, 14, 4]
[9, 3, 4, 10, 13]
[13, 14, 10, 1, 7]
[10, 8, 6, 1, 4]
[5, 6, 13, 4, 7]
[9, 11, 12, 6, 7]
[9, 4, 13, 11, 1]
[9, 0, 4, 12, 7]
[12, 5, 3, 14, 10]
[7, 8, 5, 10, 3]
[0, 1, 3, 9, 12]
[6, 3, 4, 2, 8]
[5, 13, 14, 11, 7]
[0, 3, 2, 6, 9]
[3, 2, 4, 7, 11]
[12, 3, 4, 1, 10]
[7, 10, 1, 8, 11]
[12, 1, 14, 6, 5]
[10, 9, 3, 11, 12]
[2, 0, 11, 5, 12]
[14, 12, 4, 5, 8]
[5, 0, 13, 4, 6]
[14, 2, 8, 1, 6]
[8, 0, 6, 14, 1]
[13, 2, 9, 10, 7]
[3, 6, 10, 14, 1]
[1, 0, 13, 10, 2]
[2, 11, 5, 12, 14]
[11, 13, 14, 12, 4]
[7, 9, 2, 1, 13]
[8, 11, 10, 9, 6]
[7, 5, 3, 11, 2]
[13, 4, 14, 9, 8]
[12, 7, 8, 14, 5]
[11, 9, 0, 4, 3]
[0, 2, 6, 11, 3]
[2, 0, 14, 13, 10]
[3, 11, 9, 12, 7]
[1, 14, 7, 12, 5]
[13, 12, 3, 2, 0]
[9, 0, 10, 14, 12]
[14, 12, 10, 8, 13]
[0, 3, 11, 14, 7]
[10, 2, 0, 12, 4]
[3, 2, 5, 14, 7]
[10, 3, 5, 14, 1]
[2, 14, 7, 9, 3]
[3, 10, 14, 6, 12]
[10, 1, 8, 0, 9]
[13, 11, 7, 2, 4]
[3, 8, 10, 9, 6]
[10, 7, 8, 5, 9]
[5, 6, 1, 7, 13]
[5, 2, 11, 4, 10]
[10, 2, 8, 7, 14]
[9, 12, 2, 4, 11]
[9, 1, 2, 8, 12]
[9, 13, 12, 11, 6]
[1, 5, 4, 0, 6]
[8, 4, 13, 6, 10]
[13, 11, 4, 3, 12]
[4, 10, 6, 0, 7]
[3, 1, 14, 9, 12]
[7, 14, 4, 5, 10]
[12, 10, 6, 8, 13]
[9, 12, 13, 14, 3]
[5, 13, 4, 12, 7]
[6, 2, 5, 4, 12]
[3, 0, 13, 10, 11]
[14, 13, 2, 0, 8]
[10, 3, 8, 5, 9]
[8, 5, 3, 1, 14]
[0, 13, 11, 2, 8]
[13, 8, 2, 10, 4]
[9, 4, 6, 2, 13]
[5, 1, 14, 2, 12]
[2, 9, 12, 7, 13]
[13, 1, 7, 5, 10]
[5, 14, 8, 13, 11]
[8, 3, 14, 13, 6]
[6, 7, 10, 1, 3]
[1, 4, 12, 10, 13]
[4, 3, 11, 14, 8]
[8, 7, 10, 3, 12]
[6, 2, 7, 10, 13]
[10, 13, 2, 1, 6]
[12, 10, 6, 8, 9]
[8, 6, 12, 9, 14]
[12, 0, 5, 8, 10]
[10, 13, 14, 6, 3]
[3, 11, 1, 12, 13]
[10, 13, 3, 7, 9]
[4, 2, 9, 10, 0]
[11, 0, 12, 1, 7]
[6, 10, 2, 1, 9]
[4, 2, 3, 5, 11]
[4, 7, 14, 1, 9]
