P1,P2,...,Pn
[8, 9, 4, 13]
[5, 7, 2, 6]
[4, 5, 0, 10]
[0, 2, 9, 3]
[12, 10, 1, 5]
[6, 9, 1, 0]
[10, 1, 0, 8]
[12, 10, 7, 3]
[14, 0, 13, 10]
[8, 10, 1, 0]
[11, 9, 2, 4]
[6, 8, 0, 3]
[14, 1, 10, 7]
[11, 14, 0, 8]
[12, 8, 5, 2]
[5, 13, 11, 8]
[3, 5, 9, 4]
[1, 4, 2, 0]
[11, 1, 4, 9]
[8, 5, 13, 3]
[8, 3, 9, 10]
[9, 4, 11, 5]
[6, 8, 14, 12]
[3, 1, 0, 11]
[4, 14, 9, 7]
[7, 14, 10, 8]
[3, 12, 7, 10]
[1, 3, 6, 0]
[3, 4, 11, 10]
[13, 12, 8, 6]
[8, 14, 7, 2]
[10, 12, 14, 4]
[2, 5, 14, 0]
[11, 1, 5, 3]
[14, 0, 4, 9]
[2, 1, 13, 3]
[2, 4, 0, 3]
[0, 2, 12, 4]
[13, 6, 1, 0]
[5, 8, 3, 1]
[0, 4, 14, 9]
[9, 0, 5, 11]
[7, 12, 10, 2]
[9, 1, 5, 3]
[14, 11, 1, 9]
[12, 13, 6, 11]
[7, 1, 2, 3]
[4, 13, 11, 0]
[9, 2, 12, 4]
[0, 7, 4, 11]
[6, 14, 0, 1]
[9, 10, 2, 5]
[0, 3, 9, 4]
[10, 3, 5, 11]
[13, 14, 5, 10]
[8, 1, 6, 9]
[7, 10, 9, 13]
[14, 8, 12, 0]
[2, 5, 12, 4]
[3, 2, 10, 5]
[11, 3, 1, 14]
[10, 13, 6, 3]
[4, 5, 6, 0]
[8, 0, 2, 14]
[9, 6, 7, 8]
[1, 6, 3, 12]
[14, 0, 12, 10]
[4, 1, 12, 7]
[11, 7, 14, 3]
[7, 6, 8, 1]
[5, 11, 14, 0]
[14, 9, 11, 4]
[10, 12, 4, 14]
[8, 5, 10, 4]
[8, 0, 4, 1]
[4, 8, 0, 1]
[0, 3, 13, 1]
[10, 0, 11, 14]
[4, 7, 13, 8]
[10, 2, 4, 12]
[13, 10, 9, 6]
[10, 2, 13, 5]
[12, 14, 10, 7]
[7, 10, 14, 4]
[9, 12, 1, 13]
[5, 11, 12, 6]
[2, 13, 4, 10]
[1, 13, 8, 3]
[13, 5, 2, 12]
[13, 5, 3, 6]
[0, 5, 9, 4]
[12, 6, 11, 1]
[0, 6, 5, 8]
[14, 0, 6, 9]
[12, 13, 7, 4]
[4, 5, 9, 0]
[0, 12, 2, 14]
[4, 10, 8, 5]
[12, 5, 13, 7]
[7, 9, 3, 10]
[3, 10, 2, 7]
[7, 4, 2, 1]
[1, 10, 12, 14]
[9, 10, 7, 1]
[13, 0, 6, 1]
[1, 7, 5, 3]
[14, 11, 7, 9]
[5, 14, 1, 10]
[6, 7, 0, 3]
[8, 9, 10, 0]
[3, 11, 9, 14]
[13, 8, 1, 2]
[4, 10, 7, 9]
[14, 0, 12, 8]
[14, 0, 6, 10]
[5, 4, 12, 1]
