P1,P2,...,Pn
[11, 7, 13, 5, 1]
[8, 11, 0, 2, 6]
[8, 13, 5, 12, 14]
[8, 12, 14, 5, 11]
[14, 7, 10, 5, 13]
[3, 7, 11, 13, 12]
[6, 7, 13, 10, 4]
[9, 2, 12, 14, 4]
[1, 0, 5, 14, 3]
[4, 5, 13, 2, 11]
[11, 5, 14, 1, 13]
[0, 5, 7, 12, 10]
[9, 1, 0, 12, 8]
[2, 12, 11, 6, 14]
[2, 12, 8, 10, 9]
[1, 3, 14, 11, 10]
[1, 9, 5, 2, 7]
[13, 7, 5, 8, 10]
[11, 3, 13, 2, 8]
[8, 6, 2, 10, 3]
[2, 4, 8, 1, 10]
[7, 0, 8, 12, 2]
[1, 7, 9, 12, 0]
[13, 3, 6, 12, 10]
[14, 7, 13, 5, 4]
[13, 0, 12, 10, 3]
[13, 4, 3, 14, 2]
[5, 11, 14, 3, 1]
[1, 7, 5, 3, 14]
[5, 10, 13, 3, 1]
[13, 9, 5, 8, 2]
[3, 1, 8, 12, 0]
[10, 2, 12, 8, 0]
[7, 2, 6, 12, 4]
[7, 6, 9, 2, 5]
[11, 3, 4, 2, 9]
[3, 11, 12, 9, 8]
[5, 12, 6, 2, 1]
[13, 5, 6, 11, 1]
[0, 6, 9, 11, 2]
[7, 0, 4, 6, 2]
[8, 11, 10, 0, 3]
[3, 12, 4, 10, 2]
[11, 14, 1, 7, 4]
[10, 9, 2, 0, 14]
[12, 1, 4, 9, 0]
[9, 3, 0, 10, 11]
[12, 10, 11, 1, 5]
[13, 11, 8, 10, 6]
[7, 2, 10, 13, 9]
[8, 1, 7, 10, 3]
[10, 6, 12, 8, 5]
[13, 8, 7, 4, 5]
[7, 11, 0, 3, 8]
[5, 2, 6, 7, 12]
[10, 11, 3, 14, 0]
[3, 10, 4, 14, 1]
[9, 11, 14, 10, 13]
[2, 10, 8, 6, 13]
[7, 13, 4, 10, 2]
[13, 4, 14, 0, 1]
[12, 0, 9, 4, 14]
[13, 14, 10, 3, 12]
[9, 0, 7, 13, 2]
[0, 7, 8, 9, 11]
[2, 12, 10, 8, 14]
[5, 9, 1, 2, 11]
[12, 11, 5, 2, 6]
[14, 8, 0, 13, 1]
[2, 13, 11, 12, 6]
[7, 1, 5, 14, 13]
[12, 10, 0, 1, 9]
[12, 1, 8, 2, 14]
[14, 7, 6, 2, 5]
[14, 9, 6, 13, 8]
[0, 13, 12, 8, 11]
[0, 14, 9, 8, 1]
[9, 1, 0, 3, 5]
[1, 2, 6, 9, 13]
[3, 4, 0, 7, 9]
[0, 12, 10, 9, 4]
[1, 2, 4, 11, 8]
[1, 12, 11, 2, 4]
[0, 11, 2, 9, 4]
[13, 6, 0, 5, 7]
[9, 2, 8, 4, 5]
[13, 0, 3, 14, 5]
[14, 6, 9, 5, 3]
[10, 5, 2, 8, 9]
[7, 12, 2, 11, 9]
[8, 6, 12, 1, 2]
[11, 10, 3, 2, 14]
[4, 8, 0, 3, 12]
[10, 14, 13, 4, 9]
[3, 10, 1, 6, 13]
[2, 7, 5, 4, 10]
[0, 2, 8, 13, 14]
[4, 8, 1, 5, 11]
[10, 13, 4, 14, 2]
[13, 2, 0, 14, 11]
[5, 12, 14, 11, 0]
[5, 4, 10, 9, 8]
[3, 10, 14, 5, 9]
[7, 4, 10, 14, 3]
[14, 4, 6, 3, 7]
[11, 1, 7, 12, 4]
[5, 3, 13, 7, 0]
[11, 13, 8, 6, 2]
[1, 8, 7, 6, 12]
[10, 9, 11, 5, 8]
[9, 0, 2, 5, 7]
[7, 0, 3, 2, 4]
[11, 9, 1, 8, 3]
[4, 1, 5, 10, 3]
[13, 3, 10, 14, 6]
[5, 12, 11, 7, 4]
[8, 12, 1, 0, 9]
[2, 7, 12, 5, 10]
[11, 3, 5, 7, 10]
[8, 9, 10, 11, 5]
[4, 11, 3, 5, 7]
[14, 2, 4, 5, 0]
[10, 6, 13, 7, 8]
[13, 10, 0, 14, 9]
[10, 14, 1, 7, 12]
[10, 8, 7, 12, 13]
[11, 5, 7, 0, 12]
[1, 14, 10, 6, 9]
[6, 5, 8, 0, 9]
[9, 11, 12, 8, 3]
[3, 6, 11, 7, 1]
[5, 2, 13, 9, 3]
[0, 1, 9, 11, 6]
[3, 13, 1, 5, 0]
[13, 5, 3, 9, 0]
[4, 6, 8, 7, 5]
[4, 6, 11, 14, 3]
[9, 4, 13, 11, 5]
[10, 14, 2, 12, 7]
[5, 4, 6, 14, 12]
[7, 1, 4, 14, 6]
[2, 3, 10, 6, 4]
[0, 9, 1, 5, 13]
[0, 3, 4, 9, 13]
[9, 13, 8, 0, 11]
[7, 2, 6, 8, 5]
[9, 4, 1, 0, 3]
[13, 11, 14, 3, 4]
[8, 10, 2, 1, 12]
[10, 2, 8, 4, 3]
[3, 14, 1, 10, 2]
[11, 3, 5, 4, 9]
[1, 13, 6, 4, 11]
[14, 1, 13, 3, 2]
[7, 11, 4, 8, 2]
[10, 0, 7, 8, 13]
[7, 14, 8, 11, 13]
[0, 5, 1, 9, 12]
[2, 0, 14, 12, 11]
[12, 9, 4, 2, 14]
[7, 10, 2, 6, 14]
[4, 6, 1, 12, 11]
[0, 4, 5, 2, 1]
[2, 13, 12, 11, 10]
[2, 1, 6, 12, 7]
[11, 14, 2, 9, 4]
[14, 12, 4, 2, 1]
[4, 7, 11, 8, 10]
[2, 0, 7, 14, 6]
[9, 0, 2, 5, 11]
[13, 6, 5, 7, 8]
[4, 10, 3, 6, 9]
[12, 0, 2, 14, 7]
[9, 2, 5, 4, 0]
[1, 0, 9, 8, 4]
[12, 1, 11, 7, 14]
[10, 14, 9, 6, 11]
[9, 4, 0, 10, 1]
[11, 4, 1, 8, 3]
[1, 4, 10, 8, 7]
[9, 14, 11, 2, 0]
[14, 11, 3, 8, 9]
[13, 14, 6, 3, 10]
[8, 2, 9, 7, 11]
[5, 11, 12, 14, 8]
[4, 1, 10, 14, 8]
[7, 0, 4, 14, 5]
[2, 8, 5, 7, 13]
[0, 9, 4, 7, 8]
[1, 3, 10, 9, 5]
[13, 5, 10, 3, 1]
[6, 2, 13, 3, 11]
[1, 13, 0, 10, 4]
[0, 7, 10, 12, 14]
[2, 9, 0, 3, 7]
[2, 6, 9, 4, 7]
[7, 14, 12, 10, 6]
[1, 0, 3, 13, 9]
[10, 4, 1, 9, 14]
[4, 14, 7, 0, 13]
[4, 13, 2, 7, 12]
[6, 1, 5, 2, 11]
[6, 8, 0, 10, 3]
[4, 12, 3, 6, 0]
[12, 10, 5, 14, 0]
[3, 8, 5, 6, 12]
[8, 11, 14, 0, 10]
[2, 5, 4, 0, 8]
[5, 4, 10, 2, 9]
[3, 4, 0, 8, 2]
[14, 3, 7, 4, 6]
[12, 4, 3, 11, 13]
[2, 5, 14, 3, 8]
[14, 5, 7, 9, 12]
[4, 6, 8, 13, 7]
[5, 1, 9, 2, 10]
[10, 3, 6, 7, 9]
[5, 14, 7, 0, 13]
[13, 2, 9, 11, 12]
[9, 10, 1, 5, 2]
[7, 1, 11, 2, 3]
[0, 14, 1, 8, 11]
[7, 4, 14, 8, 6]
[9, 11, 0, 14, 8]
[12, 13, 10, 8, 3]
[10, 14, 9, 4, 5]
[3, 11, 6, 14, 9]
[3, 2, 10, 6, 1]
[14, 1, 2, 3, 7]
[7, 3, 8, 2, 12]
