P1,P2,...,Pn
[11, 1, 0, 5]
[6, 12, 8, 3]
[11, 4, 12, 10]
[4, 1, 12, 9]
[13, 11, 12, 10]
[14, 9, 5, 8]
[4, 1, 12, 5]
[9, 6, 13, 4]
[13, 9, 11, 0]
[11, 5, 9, 7]
[0, 5, 12, 3]
[5, 7, 3, 9]
[7, 4, 12, 9]
[6, 2, 10, 1]
[0, 13, 7, 11]
[10, 13, 14, 6]
[1, 13, 10, 0]
[8, 5, 0, 6]
[0, 8, 2, 11]
[14, 13, 5, 8]
[7, 14, 5, 9]
[11, 13, 7, 4]
[3, 13, 8, 11]
[2, 3, 0, 9]
[10, 11, 1, 7]
[14, 1, 6, 13]
[6, 12, 9, 1]
[5, 13, 1, 8]
[14, 0, 6, 11]
[12, 10, 5, 4]
[13, 1, 0, 5]
[10, 2, 12, 5]
[8, 3, 5, 7]
[0, 10, 8, 12]
[11, 6, 9, 4]
[2, 11, 13, 3]
[5, 9, 10, 8]
[2, 6, 4, 13]
[12, 6, 1, 9]
[8, 13, 10, 6]
[10, 4, 14, 2]
[14, 8, 0, 11]
[10, 8, 4, 6]
[7, 10, 9, 4]
[0, 1, 6, 14]
[3, 10, 9, 5]
[1, 11, 7, 2]
[11, 0, 5, 10]
[12, 9, 7, 4]
[2, 10, 4, 12]
[14, 11, 3, 10]
[1, 5, 7, 2]
[10, 3, 0, 14]
[9, 14, 4, 8]
[4, 10, 7, 5]
[11, 3, 5, 2]
[1, 13, 12, 5]
[1, 4, 12, 2]
[7, 2, 9, 11]
[8, 1, 3, 11]
[0, 12, 1, 7]
[1, 12, 6, 8]
[0, 2, 7, 11]
[10, 6, 3, 14]
[3, 13, 12, 14]
[0, 6, 7, 2]
[4, 8, 2, 7]
[2, 14, 3, 0]
[8, 13, 0, 10]
[7, 4, 0, 5]
[14, 4, 8, 2]
[7, 9, 8, 14]
[0, 2, 5, 13]
[5, 8, 9, 3]
[1, 10, 13, 0]
[6, 5, 1, 2]
[5, 8, 12, 13]
[8, 7, 3, 10]
[11, 6, 7, 5]
[8, 5, 3, 6]
[13, 0, 9, 10]
[7, 1, 10, 0]
[11, 14, 9, 7]
[0, 14, 7, 8]
[4, 1, 8, 13]
[13, 10, 5, 8]
[2, 14, 10, 5]
[8, 11, 9, 1]
[1, 14, 10, 5]
[3, 2, 9, 7]
[14, 0, 13, 5]
[12, 5, 0, 7]
[4, 3, 12, 9]
[0, 7, 10, 4]
[2, 9, 4, 7]
[11, 5, 9, 14]
[6, 1, 7, 10]
[5, 3, 12, 2]
[12, 14, 0, 10]
[14, 7, 12, 10]
[0, 12, 5, 11]
[14, 0, 3, 6]
[3, 6, 8, 4]
[3, 13, 14, 10]
[6, 10, 13, 9]
[2, 0, 3, 14]
[13, 2, 14, 7]
[5, 6, 1, 13]
[4, 3, 10, 8]
[9, 4, 6, 13]
[6, 5, 10, 3]
[13, 10, 2, 3]
[1, 0, 3, 8]
[11, 4, 10, 9]
[8, 12, 7, 6]
[9, 11, 8, 13]
[3, 4, 2, 5]
[10, 14, 0, 8]
[0, 8, 1, 2]
[6, 0, 3, 14]
[2, 8, 10, 12]
[0, 14, 11, 10]
[9, 14, 12, 5]
[9, 12, 5, 10]
[13, 0, 1, 9]
[9, 4, 11, 14]
[6, 7, 13, 2]
[6, 0, 1, 3]
[8, 1, 10, 14]
[10, 5, 3, 0]
[0, 9, 12, 5]
[13, 6, 14, 9]
[14, 2, 11, 12]
[11, 8, 0, 14]
[5, 11, 9, 10]
[7, 4, 5, 1]
[6, 10, 4, 9]
[13, 6, 7, 11]
[10, 1, 6, 12]
[12, 0, 6, 8]
[8, 7, 12, 5]
[12, 7, 3, 1]
[9, 6, 4, 11]
[14, 13, 5, 8]
[6, 10, 14, 12]
