P1,P2,...,Pn
[11, 14, 0, 1]
[4, 5, 13, 6]
[8, 7, 4, 13]
[6, 9, 11, 5]
[3, 11, 0, 8]
[4, 0, 6, 3]
[13, 8, 1, 6]
[14, 3, 7, 12]
[13, 8, 12, 7]
[6, 7, 10, 9]
[1, 13, 10, 3]
[13, 2, 5, 12]
[3, 2, 9, 1]
[6, 14, 12, 0]
[1, 5, 2, 10]
[2, 3, 13, 4]
[12, 2, 3, 10]
[2, 8, 14, 5]
[0, 13, 3, 8]
[10, 8, 2, 9]
[3, 10, 1, 5]
[12, 8, 4, 0]
[0, 14, 7, 13]
[7, 11, 12, 6]
[0, 3, 12, 7]
[11, 6, 3, 8]
[7, 1, 11, 8]
[0, 12, 9, 3]
[8, 7, 9, 5]
[9, 7, 3, 8]
[2, 1, 4, 13]
[3, 10, 6, 1]
[8, 9, 0, 14]
[9, 5, 13, 11]
[8, 12, 10, 0]
[13, 12, 6, 9]
[3, 10, 2, 1]
[12, 9, 5, 8]
[4, 6, 2, 7]
[5, 0, 6, 2]
[1, 2, 7, 5]
[0, 5, 9, 13]
[4, 10, 14, 0]
[9, 13, 6, 1]
[5, 12, 3, 14]
[10, 9, 3, 2]
[12, 5, 9, 6]
[9, 6, 4, 8]
[13, 2, 3, 11]
[5, 2, 10, 9]
[4, 3, 8, 6]
[0, 7, 4, 8]
[14, 0, 4, 13]
[4, 9, 11, 13]
[6, 9, 7, 0]
[4, 7, 2, 12]
[5, 2, 3, 12]
[1, 2, 5, 12]
[12, 4, 6, 2]
[4, 11, 10, 12]
[4, 2, 10, 5]
[6, 10, 0, 13]
[1, 13, 14, 5]
[5, 1, 3, 7]
[8, 10, 13, 12]
[6, 2, 3, 11]
[7, 9, 14, 1]
[4, 11, 13, 12]
[14, 0, 10, 8]
[12, 13, 10, 6]
[4, 10, 3, 1]
[7, 4, 1, 12]
[11, 0, 1, 3]
[6, 12, 13, 8]
[11, 9, 5, 12]
[13, 14, 8, 6]
[3, 9, 2, 7]
[5, 3, 13, 8]
[5, 0, 6, 11]
[6, 11, 0, 5]
[0, 14, 3, 13]
[11, 4, 8, 1]
[4, 12, 9, 11]
[6, 10, 14, 1]
[5, 8, 11, 7]
[0, 12, 5, 11]
[7, 5, 1, 6]
[3, 13, 8, 1]
[9, 2, 1, 4]
[13, 5, 2, 4]
[9, 3, 8, 1]
[13, 0, 5, 4]
[10, 13, 0, 11]
[10, 1, 8, 5]
[7, 5, 14, 8]
[4, 10, 12, 9]
[13, 6, 2, 3]
[8, 5, 13, 0]
[2, 14, 6, 9]
[5, 8, 0, 2]
[7, 1, 0, 13]
[9, 14, 0, 2]
[0, 1, 10, 14]
[3, 0, 11, 6]
[8, 13, 12, 5]
[9, 0, 4, 8]
[14, 10, 9, 11]
[5, 14, 0, 7]
[10, 3, 4, 11]
[13, 12, 1, 5]
[4, 10, 13, 5]
[9, 1, 5, 2]
[3, 13, 12, 1]
[11, 0, 3, 7]
