P1,P2,...,Pn
[4, 11, 12, 1, 7]
[12, 3, 13, 5, 6]
[2, 6, 3, 12, 1]
[2, 9, 7, 1, 0]
[11, 12, 13, 4, 5]
[1, 6, 12, 7, 11]
[12, 9, 3, 11, 10]
[5, 11, 14, 7, 13]
[2, 11, 8, 14, 1]
[13, 0, 5, 12, 6]
[2, 4, 3, 9, 5]
[13, 6, 0, 4, 8]
[4, 3, 1, 14, 0]
[12, 2, 1, 8, 4]
[14, 4, 2, 8, 1]
[1, 5, 10, 9, 14]
[8, 11, 3, 12, 9]
[13, 6, 9, 7, 14]
[6, 10, 11, 0, 13]
[4, 14, 12, 6, 2]
[11, 10, 8, 13, 3]
[2, 3, 7, 10, 1]
[12, 5, 13, 9, 6]
[3, 14, 7, 4, 13]
[14, 7, 0, 1, 13]
[5, 11, 7, 3, 2]
[0, 5, 11, 4, 14]
[3, 6, 4, 11, 9]
[0, 5, 2, 8, 9]
[7, 6, 5, 2, 11]
[7, 8, 4, 13, 2]
[4, 10, 12, 13, 6]
[5, 14, 12, 2, 13]
[7, 2, 13, 6, 11]
[0, 13, 4, 9, 12]
[11, 9, 6, 8, 12]
[3, 5, 12, 11, 0]
[6, 10, 9, 0, 1]
[4, 10, 12, 6, 11]
[1, 10, 5, 11, 7]
[12, 1, 11, 0, 6]
[3, 8, 7, 14, 11]
[9, 14, 10, 3, 5]
[0, 6, 11, 3, 13]
[14, 7, 6, 1, 9]
[11, 3, 9, 0, 1]
[12, 10, 4, 8, 9]
[11, 3, 0, 12, 4]
[7, 10, 1, 5, 8]
[2, 10, 4, 13, 1]
[7, 8, 1, 0, 9]
[4, 12, 7, 6, 9]
[9, 4, 5, 7, 2]
[2, 8, 6, 1, 5]
[4, 7, 8, 1, 11]
[13, 9, 3, 4, 12]
[14, 4, 12, 8, 2]
[7, 5, 2, 14, 3]
[13, 2, 11, 10, 0]
[13, 7, 1, 10, 5]
[10, 12, 9, 13, 0]
[11, 8, 9, 0, 7]
[9, 12, 11, 0, 13]
[1, 5, 3, 8, 14]
[2, 0, 10, 9, 14]
[2, 6, 10, 12, 5]
[1, 3, 2, 6, 7]
[5, 6, 7, 3, 9]
[4, 13, 6, 8, 11]
[12, 7, 13, 3, 1]
[3, 14, 8, 4, 7]
[1, 10, 12, 7, 0]
[9, 10, 5, 2, 12]
[6, 10, 12, 7, 8]
[3, 5, 11, 7, 10]
[10, 9, 3, 1, 13]
[10, 13, 0, 1, 12]
[2, 13, 10, 6, 12]
[5, 2, 4, 12, 11]
[12, 10, 13, 5, 14]
[0, 5, 2, 6, 13]
[8, 1, 13, 5, 12]
[6, 0, 2, 7, 13]
[14, 13, 2, 6, 4]
[0, 8, 7, 11, 13]
[4, 8, 6, 1, 13]
[6, 4, 0, 14, 7]
[7, 11, 1, 13, 14]
[2, 14, 5, 13, 8]
[10, 4, 12, 6, 8]
[8, 12, 9, 6, 7]
[2, 5, 0, 6, 8]
[14, 10, 3, 13, 4]
[5, 10, 12, 9, 4]
[3, 2, 13, 4, 8]
[4, 0, 13, 8, 11]
[11, 10, 9, 14, 5]
[8, 13, 3, 1, 10]
[7, 14, 1, 0, 2]
[8, 12, 4, 1, 2]
[5, 13, 9, 2, 11]
[8, 12, 6, 4, 1]
[1, 5, 4, 6, 3]
[14, 5, 6, 13, 0]
[3, 8, 12, 7, 13]
[11, 10, 12, 1, 2]
[4, 3, 9, 0, 5]
[2, 7, 0, 12, 6]
[10, 4, 7, 13, 8]
[10, 2, 8, 0, 1]
[14, 2, 1, 4, 7]
[14, 12, 6, 13, 5]
[10, 14, 1, 8, 12]
[4, 7, 5, 2, 8]
[6, 9, 4, 3, 5]
[2, 13, 9, 3, 10]
[14, 13, 0, 10, 12]
[2, 7, 12, 3, 11]
[11, 7, 6, 10, 3]
[10, 12, 5, 13, 6]
[10, 6, 3, 1, 9]
[14, 10, 7, 11, 5]
[5, 7, 9, 8, 12]
[4, 0, 5, 7, 13]
[9, 7, 14, 1, 4]
[5, 0, 2, 4, 10]
[12, 7, 10, 14, 0]
[14, 9, 11, 4, 8]
[7, 13, 10, 1, 9]
