P1,P2,...,Pn
[7, 8, 3, 10]
[2, 12, 4, 3]
[5, 7, 1, 11]
[8, 3, 7, 0]
[1, 8, 3, 6]
[8, 6, 10, 5]
[11, 7, 6, 13]
[4, 3, 14, 9]
[11, 2, 6, 0]
[6, 14, 7, 9]
[11, 12, 3, 0]
[3, 7, 4, 14]
[6, 12, 7, 11]
[8, 6, 12, 4]
[0, 11, 9, 13]
[5, 1, 10, 3]
[4, 12, 8, 13]
[10, 6, 2, 14]
[9, 5, 3, 14]
[12, 10, 11, 5]
[7, 3, 0, 8]
[7, 6, 0, 12]
[13, 4, 2, 6]
[13, 14, 1, 5]
[0, 10, 8, 12]
[4, 9, 7, 2]
[9, 8, 11, 12]
[6, 1, 0, 7]
[5, 13, 2, 10]
[1, 0, 3, 14]
[11, 12, 3, 7]
[9, 7, 0, 12]
[13, 3, 14, 1]
[10, 5, 3, 13]
[11, 13, 9, 5]
[5, 4, 14, 1]
[8, 3, 10, 13]
[8, 13, 3, 5]
[5, 8, 3, 2]
[11, 12, 0, 13]
[6, 13, 8, 14]
[12, 13, 11, 9]
[13, 10, 6, 9]
[10, 12, 7, 14]
[11, 3, 14, 0]
[5, 8, 0, 4]
[11, 8, 1, 13]
[1, 6, 10, 13]
[8, 13, 11, 3]
[8, 4, 14, 7]
[10, 4, 7, 9]
[7, 5, 12, 8]
[0, 1, 9, 6]
[13, 7, 6, 9]
[11, 5, 12, 0]
[9, 5, 10, 13]
[7, 3, 9, 12]
[13, 11, 4, 8]
[8, 0, 3, 5]
[7, 9, 1, 13]
[14, 13, 12, 0]
[3, 1, 12, 7]
[14, 0, 2, 13]
[9, 7, 1, 2]
[12, 14, 8, 13]
[11, 14, 2, 4]
[5, 7, 10, 1]
[10, 2, 1, 9]
[12, 1, 5, 8]
[11, 1, 6, 12]
[9, 6, 10, 8]
[1, 8, 7, 13]
[3, 10, 7, 11]
[8, 2, 13, 9]
[11, 6, 3, 5]
[5, 12, 9, 2]
[3, 11, 2, 9]
[11, 3, 4, 12]
[13, 8, 4, 2]
[5, 8, 14, 11]
[1, 6, 5, 3]
[10, 0, 9, 13]
[7, 12, 3, 2]
[4, 11, 1, 8]
[10, 7, 3, 4]
[4, 13, 3, 5]
[5, 9, 11, 3]
[6, 1, 11, 9]
[9, 13, 7, 4]
[4, 13, 1, 3]
[4, 7, 14, 12]
[5, 14, 2, 10]
[14, 5, 8, 12]
[6, 4, 11, 14]
[4, 6, 1, 13]
[2, 3, 5, 0]
[5, 2, 14, 8]
[11, 8, 4, 12]
[12, 5, 11, 8]
[6, 0, 14, 3]
[14, 1, 3, 12]
[5, 13, 12, 10]
[3, 4, 7, 14]
[11, 14, 1, 12]
[4, 11, 5, 7]
[6, 14, 10, 2]
[3, 6, 13, 5]
[5, 2, 6, 12]
[3, 7, 2, 5]
[12, 1, 7, 3]
[5, 3, 1, 7]
[0, 6, 7, 8]
[14, 4, 2, 3]
[13, 8, 2, 0]
[8, 5, 7, 11]
[3, 11, 8, 13]
[1, 2, 11, 3]
[10, 3, 8, 12]
[4, 12, 1, 13]
[2, 14, 3, 8]
[6, 9, 0, 1]
[0, 14, 13, 4]
[14, 5, 10, 1]
[7, 1, 2, 12]
[8, 9, 6, 1]
[6, 14, 10, 7]
[4, 7, 1, 5]
[1, 7, 0, 12]
[2, 11, 14, 6]
[13, 8, 10, 12]
[9, 0, 1, 14]
[0, 4, 3, 6]
