P1,P2,...,Pn
[5, 12, 8, 6]
[12, 10, 14, 7]
[6, 12, 5, 11]
[5, 7, 1, 11]
[4, 9, 8, 6]
[2, 3, 7, 13]
[11, 8, 2, 7]
[0, 4, 1, 5]
[5, 13, 9, 1]
[4, 3, 12, 6]
[6, 12, 11, 0]
[5, 6, 10, 4]
[14, 5, 1, 13]
[8, 7, 1, 0]
[11, 5, 14, 1]
[11, 7, 5, 2]
[14, 10, 0, 11]
[1, 11, 10, 7]
[8, 11, 3, 10]
[0, 10, 1, 12]
[1, 4, 8, 3]
[10, 8, 6, 0]
[14, 6, 4, 13]
[2, 4, 12, 14]
[13, 8, 11, 6]
[9, 5, 2, 0]
[8, 1, 2, 4]
[3, 10, 7, 11]
[10, 1, 13, 7]
[9, 11, 8, 2]
[10, 1, 5, 9]
[6, 0, 13, 12]
[1, 2, 12, 14]
[10, 4, 12, 5]
[8, 13, 5, 14]
[11, 4, 0, 2]
[0, 5, 3, 13]
[5, 13, 11, 3]
[0, 5, 1, 10]
[6, 7, 3, 11]
[14, 6, 2, 8]
[14, 0, 4, 7]
[7, 5, 11, 12]
[1, 8, 5, 7]
[6, 8, 2, 4]
[0, 4, 1, 10]
[4, 9, 11, 0]
[14, 11, 12, 2]
[14, 0, 10, 2]
[12, 10, 5, 6]
[6, 7, 8, 9]
[11, 9, 1, 14]
[5, 13, 14, 12]
[14, 1, 12, 2]
[8, 6, 0, 11]
[14, 5, 9, 11]
[6, 14, 8, 5]
[13, 6, 1, 8]
[11, 10, 1, 2]
[6, 12, 10, 14]
[0, 2, 13, 12]
[0, 6, 2, 5]
[3, 13, 9, 6]
[12, 10, 11, 4]
[13, 6, 9, 8]
[1, 14, 8, 4]
[14, 11, 10, 0]
[14, 5, 6, 13]
[3, 14, 8, 9]
[14, 2, 0, 12]
[10, 13, 12, 1]
[4, 14, 10, 1]
[13, 3, 1, 4]
[4, 10, 0, 12]
[1, 11, 6, 2]
[14, 2, 12, 4]
[3, 10, 8, 1]
[2, 9, 14, 1]
[8, 6, 0, 12]
[6, 0, 13, 5]
[4, 11, 14, 7]
[5, 14, 0, 9]
[1, 8, 0, 7]
[13, 5, 14, 12]
[0, 9, 8, 3]
[0, 4, 13, 5]
[3, 1, 12, 11]
[12, 10, 8, 7]
[14, 4, 5, 3]
[9, 12, 5, 7]
[0, 7, 12, 9]
[6, 10, 0, 3]
[1, 14, 2, 4]
[8, 2, 11, 10]
[6, 14, 5, 9]
[12, 5, 3, 7]
[7, 5, 14, 10]
[3, 0, 11, 9]
[1, 0, 3, 6]
[7, 10, 9, 5]
[10, 11, 7, 4]
[13, 10, 3, 4]
[11, 0, 5, 8]
[10, 5, 14, 2]
[14, 0, 1, 6]
[13, 12, 4, 1]
[4, 9, 0, 2]
[3, 6, 11, 2]
[14, 9, 5, 12]
[0, 12, 4, 10]
[8, 12, 14, 1]
[8, 12, 10, 7]
