P1,P2,...,Pn
[7, 0, 11, 5, 9]
[10, 14, 3, 12, 5]
[3, 5, 8, 14, 13]
[11, 9, 2, 13, 5]
[14, 12, 7, 1, 10]
[4, 11, 10, 5, 13]
[14, 2, 4, 8, 9]
[10, 3, 4, 12, 5]
[11, 10, 3, 13, 5]
[8, 0, 12, 14, 1]
[10, 2, 6, 14, 12]
[6, 7, 0, 12, 10]
[8, 6, 9, 1, 14]
[6, 4, 5, 7, 13]
[6, 4, 5, 11, 10]
[0, 5, 8, 6, 1]
[9, 2, 8, 13, 4]
[8, 14, 7, 1, 9]
[12, 13, 4, 2, 8]
[4, 13, 5, 10, 12]
[12, 3, 2, 1, 8]
[10, 0, 3, 7, 8]
[8, 11, 4, 3, 10]
[9, 0, 3, 4, 1]
[14, 12, 9, 3, 2]
[14, 0, 6, 8, 7]
[5, 14, 12, 13, 8]
[5, 3, 14, 12, 7]
[13, 14, 1, 6, 9]
[12, 2, 11, 13, 0]
[7, 6, 11, 2, 9]
[0, 3, 12, 4, 8]
[5, 12, 1, 11, 10]
[11, 9, 2, 5, 6]
[3, 10, 14, 11, 6]
[9, 7, 10, 1, 0]
[3, 14, 10, 2, 8]
[5, 8, 6, 13, 11]
[3, 10, 2, 14, 9]
[10, 9, 0, 5, 6]
[8, 2, 5, 0, 9]
[14, 5, 4, 1, 3]
[2, 9, 11, 7, 10]
[11, 1, 12, 14, 9]
[11, 8, 1, 7, 2]
[0, 14, 3, 1, 11]
[8, 0, 4, 5, 9]
[10, 14, 13, 0, 8]
[6, 13, 7, 2, 11]
[4, 6, 2, 13, 8]
[2, 10, 3, 14, 7]
[3, 10, 4, 0, 9]
[2, 9, 0, 3, 13]
[7, 10, 5, 4, 12]
[10, 12, 5, 6, 13]
[7, 9, 2, 5, 10]
[13, 6, 12, 5, 3]
[13, 5, 9, 6, 4]
[5, 9, 6, 1, 10]
[4, 11, 2, 0, 10]
[7, 6, 5, 11, 12]
[8, 1, 12, 5, 0]
[0, 8, 10, 6, 5]
[0, 10, 14, 1, 13]
[1, 2, 3, 8, 7]
[8, 10, 0, 9, 4]
[0, 2, 3, 8, 5]
[9, 6, 10, 5, 4]
[3, 7, 14, 12, 9]
[0, 6, 3, 7, 13]
[8, 2, 10, 5, 1]
[11, 12, 3, 2, 6]
[0, 2, 9, 4, 3]
[12, 0, 10, 5, 7]
[3, 2, 14, 11, 0]
[6, 8, 5, 3, 4]
[3, 2, 1, 5, 7]
[12, 7, 14, 6, 2]
[2, 11, 13, 4, 12]
[2, 0, 9, 6, 4]
[9, 13, 11, 12, 7]
[1, 4, 2, 7, 13]
[2, 10, 0, 6, 3]
[5, 0, 13, 12, 10]
[8, 4, 13, 10, 0]
[6, 4, 0, 11, 9]
[14, 12, 11, 1, 7]
[10, 13, 5, 9, 12]
[4, 6, 5, 14, 12]
[12, 1, 3, 6, 4]
[5, 8, 14, 2, 9]
[13, 14, 4, 9, 5]
[4, 9, 0, 14, 7]
[6, 14, 3, 2, 4]
[0, 11, 5, 8, 10]
[6, 9, 7, 3, 0]
[14, 5, 4, 3, 9]
[6, 11, 0, 8, 10]
[10, 3, 2, 11, 8]
[9, 4, 3, 5, 6]
[13, 1, 4, 12, 7]
[2, 1, 12, 8, 7]
[3, 10, 1, 9, 8]
[5, 10, 9, 0, 13]
[7, 10, 11, 6, 2]
[5, 2, 12, 7, 14]
[0, 9, 8, 12, 2]
[13, 7, 2, 6, 5]
