P1,P2,...,Pn
[4, 7, 5, 8]
[6, 1, 9, 0]
[13, 14, 6, 1]
[3, 5, 14, 11]
[13, 10, 4, 0]
[0, 1, 12, 11]
[10, 4, 7, 6]
[5, 12, 9, 14]
[1, 8, 13, 0]
[8, 1, 0, 6]
[5, 1, 9, 12]
[6, 11, 7, 8]
[1, 13, 6, 14]
[9, 7, 5, 12]
[5, 6, 14, 8]
[10, 2, 8, 3]
[13, 5, 3, 10]
[1, 8, 4, 0]
[2, 11, 7, 3]
[4, 2, 13, 6]
[5, 7, 12, 0]
[4, 6, 11, 1]
[13, 10, 7, 14]
[13, 11, 2, 5]
[10, 1, 6, 14]
[9, 1, 6, 12]
[2, 14, 13, 11]
[5, 10, 14, 6]
[4, 14, 12, 6]
[0, 4, 1, 9]
[4, 11, 0, 8]
[11, 12, 4, 10]
[12, 13, 7, 0]
[2, 7, 5, 1]
[2, 8, 6, 10]
[5, 12, 10, 11]
[7, 10, 2, 13]
[10, 1, 12, 13]
[13, 8, 11, 0]
[9, 10, 0, 6]
[4, 10, 8, 1]
[7, 9, 11, 6]
[3, 11, 6, 0]
[13, 11, 14, 6]
[3, 10, 13, 7]
[7, 13, 14, 4]
[10, 2, 8, 14]
[6, 8, 2, 0]
[5, 3, 7, 12]
[8, 13, 7, 5]
[14, 4, 11, 7]
[12, 13, 0, 2]
[1, 3, 14, 13]
[10, 6, 8, 2]
[14, 9, 7, 1]
[11, 0, 7, 14]
[2, 13, 7, 9]
[5, 11, 6, 10]
[10, 0, 5, 4]
[9, 7, 3, 4]
[2, 6, 12, 8]
[0, 7, 8, 10]
[8, 13, 14, 3]
[1, 9, 10, 14]
[0, 3, 14, 1]
[13, 6, 5, 14]
[8, 10, 4, 3]
[11, 14, 6, 3]
[11, 9, 2, 14]
[5, 4, 1, 0]
[5, 8, 14, 9]
[7, 8, 9, 11]
[9, 11, 5, 3]
[4, 14, 6, 12]
[11, 2, 7, 5]
[4, 14, 10, 5]
[12, 3, 11, 2]
[11, 8, 13, 4]
[12, 5, 9, 3]
[4, 11, 13, 3]
[1, 10, 9, 5]
[13, 0, 12, 9]
[7, 6, 0, 9]
[9, 5, 4, 2]
[10, 4, 1, 14]
[1, 4, 2, 9]
[9, 13, 14, 1]
[12, 14, 7, 4]
[0, 9, 1, 3]
[0, 4, 5, 8]
[0, 11, 3, 4]
[14, 12, 6, 0]
[3, 2, 11, 4]
[3, 7, 12, 13]
[9, 2, 10, 8]
[0, 8, 6, 2]
[3, 6, 4, 2]
[12, 14, 10, 1]
[11, 3, 8, 2]
[6, 14, 1, 12]
[10, 11, 2, 5]
[6, 4, 3, 8]
[3, 10, 7, 13]
[2, 13, 8, 0]
[8, 5, 1, 6]
[12, 9, 3, 4]
[7, 0, 12, 2]
[10, 8, 3, 2]
[13, 0, 9, 7]
[9, 2, 8, 5]
[6, 9, 8, 7]
[6, 9, 7, 2]
[11, 9, 2, 5]
[11, 14, 2, 9]
[12, 0, 13, 10]
[12, 14, 10, 1]
[10, 3, 12, 5]
[9, 1, 8, 14]
[13, 9, 3, 10]
[9, 13, 11, 6]
[8, 6, 14, 12]
[4, 13, 12, 7]
[2, 1, 3, 7]
[10, 4, 2, 3]
[4, 13, 11, 7]
[10, 0, 12, 14]
[0, 2, 8, 3]
[5, 8, 3, 6]
[2, 7, 12, 13]
[2, 13, 3, 9]
[6, 10, 8, 11]
[5, 0, 9, 11]
[11, 4, 8, 12]
[10, 6, 12, 0]
[10, 4, 12, 13]
[6, 14, 9, 2]
[10, 13, 14, 6]
[8, 9, 13, 3]
[0, 7, 4, 13]
[11, 10, 8, 12]
[13, 4, 10, 2]
[8, 12, 6, 4]
[9, 12, 11, 14]
[14, 9, 13, 11]
[12, 0, 8, 10]
[6, 2, 10, 12]
[1, 6, 11, 10]
[13, 11, 9, 5]
[5, 11, 9, 0]
[2, 12, 9, 7]
[10, 4, 2, 0]
[7, 3, 14, 8]
[6, 7, 10, 13]
[1, 7, 14, 13]
[12, 2, 1, 9]
[0, 2, 14, 5]
[2, 3, 1, 12]
[10, 14, 12, 9]
[7, 10, 14, 8]
[5, 7, 14, 11]
[12, 10, 5, 6]
[2, 0, 14, 10]
[10, 14, 6, 5]
[12, 0, 7, 4]
[6, 1, 0, 10]
[12, 1, 10, 4]
[3, 11, 0, 8]
[3, 13, 11, 12]
[1, 3, 9, 6]
[6, 5, 12, 7]
[2, 1, 6, 9]
[8, 7, 11, 12]
[7, 9, 14, 13]
[1, 0, 8, 3]
[9, 13, 11, 14]
[0, 9, 5, 1]
[5, 9, 14, 1]
[5, 7, 3, 4]
[5, 0, 11, 1]
[11, 9, 1, 12]
[1, 10, 3, 8]
[12, 3, 1, 8]
[2, 9, 6, 12]
[12, 5, 0, 13]
[9, 13, 4, 0]
[8, 13, 1, 11]
[10, 8, 13, 12]
[1, 0, 14, 9]
[4, 5, 8, 13]
[6, 5, 1, 12]
[7, 4, 0, 13]
[10, 6, 7, 13]
[11, 5, 6, 14]
[6, 14, 10, 0]
[6, 0, 8, 5]
[12, 6, 0, 10]
[14, 3, 13, 5]
[0, 10, 6, 9]
[8, 1, 11, 12]
[4, 2, 10, 9]
[9, 14, 8, 7]
[10, 14, 4, 8]
[7, 11, 12, 10]
[10, 11, 12, 6]
[7, 14, 0, 13]
[5, 13, 6, 11]
[2, 9, 11, 13]
