P1,P2,...,Pn
[8, 6, 4, 3]
[6, 12, 8, 10]
[11, 14, 6, 9]
[1, 6, 13, 0]
[11, 4, 14, 5]
[5, 14, 6, 10]
[4, 10, 5, 2]
[14, 11, 2, 7]
[13, 10, 12, 3]
[3, 5, 2, 4]
[6, 9, 5, 3]
[9, 14, 5, 13]
[9, 3, 11, 0]
[9, 2, 7, 4]
[0, 5, 1, 10]
[6, 3, 8, 0]
[12, 13, 14, 0]
[11, 14, 13, 12]
[7, 14, 9, 10]
[13, 0, 7, 8]
[1, 6, 13, 3]
[13, 8, 1, 14]
[0, 14, 11, 12]
[14, 4, 1, 7]
[3, 10, 8, 14]
[9, 10, 0, 4]
[2, 5, 11, 4]
[2, 3, 11, 4]
[2, 11, 8, 5]
[2, 7, 11, 9]
[2, 0, 14, 5]
[6, 5, 11, 3]
[14, 3, 0, 8]
[2, 1, 6, 14]
[14, 7, 9, 13]
[4, 8, 13, 2]
[3, 7, 1, 13]
[10, 9, 0, 3]
[8, 5, 1, 3]
[9, 8, 3, 7]
[6, 5, 0, 7]
[4, 2, 8, 3]
[2, 8, 11, 4]
[4, 1, 11, 9]
[4, 5, 11, 7]
[5, 13, 14, 6]
[0, 3, 12, 2]
[2, 9, 12, 5]
[4, 8, 11, 5]
[3, 6, 2, 12]
[9, 0, 3, 14]
[10, 3, 5, 12]
[12, 0, 14, 6]
[0, 11, 1, 9]
[13, 14, 4, 1]
[9, 8, 13, 10]
[5, 7, 13, 12]
[9, 10, 13, 6]
[2, 11, 12, 5]
[8, 3, 2, 13]
[2, 11, 7, 8]
[5, 7, 8, 13]
[1, 11, 13, 10]
[9, 2, 3, 0]
[0, 7, 14, 8]
[4, 9, 7, 10]
[9, 3, 7, 12]
[1, 0, 10, 5]
[13, 7, 12, 14]
[10, 13, 1, 4]
[5, 8, 0, 3]
[0, 13, 7, 5]
[0, 3, 10, 13]
[0, 9, 3, 7]
[14, 11, 13, 12]
[10, 13, 1, 12]
[2, 11, 7, 8]
[8, 13, 12, 3]
[12, 11, 7, 4]
[9, 4, 11, 0]
[0, 10, 9, 1]
[6, 12, 0, 14]
[4, 0, 1, 12]
[0, 3, 2, 1]
[3, 13, 12, 7]
[1, 11, 8, 13]
[7, 1, 14, 8]
[12, 0, 11, 6]
[4, 2, 8, 10]
[13, 12, 10, 0]
[2, 0, 8, 13]
[10, 6, 9, 3]
[14, 8, 12, 5]
[2, 4, 3, 0]
[7, 2, 9, 4]
[3, 13, 9, 8]
[3, 14, 8, 9]
[14, 0, 8, 6]
[14, 2, 13, 5]
[12, 9, 3, 14]
[7, 3, 11, 2]
[0, 10, 7, 2]
[14, 1, 4, 11]
[14, 4, 10, 5]
[10, 8, 11, 5]
[10, 4, 0, 7]
[11, 1, 6, 7]
[9, 12, 2, 11]
[8, 12, 0, 5]
[9, 13, 11, 5]
[12, 3, 11, 1]
[8, 4, 10, 1]
[6, 4, 7, 2]
[11, 1, 8, 2]
[5, 4, 9, 11]
[3, 1, 9, 8]
[14, 5, 7, 12]
[4, 2, 10, 1]
[11, 4, 5, 13]
[13, 14, 3, 6]
[6, 13, 7, 1]
[12, 7, 8, 10]
[10, 0, 4, 3]
[6, 1, 13, 3]
[0, 12, 14, 10]
[5, 4, 6, 9]
[12, 4, 10, 1]
[10, 11, 14, 4]
[7, 5, 6, 4]
[10, 8, 0, 9]
[14, 2, 9, 11]
[1, 11, 5, 3]
[10, 12, 8, 4]
[0, 1, 3, 6]
[8, 11, 3, 5]
[6, 3, 11, 0]
[13, 5, 8, 3]
[3, 6, 9, 13]
[5, 4, 13, 10]
[1, 3, 4, 12]
[4, 14, 5, 1]
[10, 6, 2, 8]
[13, 9, 11, 14]
[12, 6, 11, 3]
[3, 11, 10, 14]
[10, 7, 11, 9]
[5, 12, 10, 6]
[7, 3, 11, 8]
