P1,P2,...,Pn
[14, 2, 9, 11, 3]
[7, 1, 5, 10, 9]
[6, 1, 4, 11, 3]
[3, 4, 12, 6, 2]
[7, 5, 4, 14, 10]
[2, 10, 7, 1, 11]
[5, 7, 0, 2, 9]
[9, 7, 14, 12, 11]
[2, 1, 6, 9, 8]
[10, 8, 3, 2, 5]
[11, 10, 14, 3, 12]
[1, 11, 10, 8, 7]
[5, 13, 2, 12, 4]
[10, 13, 9, 11, 5]
[4, 8, 7, 11, 3]
[2, 1, 8, 0, 13]
[13, 3, 7, 14, 4]
[13, 9, 6, 0, 2]
[0, 3, 10, 4, 11]
[1, 13, 14, 12, 8]
[13, 7, 10, 4, 5]
[7, 10, 2, 11, 0]
[0, 10, 1, 11, 3]
[3, 11, 4, 13, 8]
[8, 3, 6, 1, 7]
[12, 6, 11, 7, 10]
[11, 0, 14, 13, 8]
[9, 7, 13, 0, 8]
[7, 13, 9, 5, 10]
[4, 2, 9, 6, 8]
[0, 2, 8, 10, 1]
[9, 13, 6, 3, 5]
[2, 6, 8, 11, 4]
[3, 2, 11, 6, 5]
[0, 7, 12, 1, 2]
[4, 12, 14, 6, 3]
[10, 14, 12, 4, 9]
[13, 11, 6, 14, 2]
[12, 10, 2, 5, 11]
[6, 12, 3, 13, 4]
[8, 13, 6, 14, 9]
[1, 6, 5, 0, 4]
[11, 3, 2, 12, 10]
[9, 2, 11, 3, 7]
[2, 14, 1, 7, 0]
[2, 14, 6, 12, 5]
[6, 0, 4, 10, 7]
[8, 0, 1, 11, 5]
[14, 11, 8, 10, 5]
[1, 14, 7, 10, 6]
[3, 12, 7, 0, 10]
[11, 10, 7, 6, 12]
[14, 12, 7, 8, 1]
[10, 14, 13, 5, 12]
[7, 9, 11, 4, 2]
[12, 0, 2, 3, 7]
[8, 5, 6, 2, 9]
[7, 5, 6, 4, 8]
[10, 11, 7, 12, 4]
[8, 6, 7, 5, 12]
[10, 5, 3, 2, 0]
[3, 9, 7, 13, 1]
[3, 4, 13, 11, 2]
[14, 2, 4, 0, 10]
[7, 0, 10, 11, 3]
[11, 14, 8, 9, 13]
[3, 10, 6, 13, 11]
[4, 3, 2, 7, 12]
[2, 12, 5, 7, 4]
[7, 9, 2, 10, 3]
[4, 0, 8, 7, 14]
[11, 0, 9, 4, 2]
[12, 13, 0, 9, 7]
[3, 1, 12, 0, 11]
[1, 4, 0, 7, 14]
[14, 5, 8, 1, 13]
[11, 7, 2, 14, 4]
[13, 7, 3, 11, 1]
[3, 9, 10, 13, 4]
[9, 0, 3, 8, 10]
[11, 2, 14, 1, 4]
[1, 4, 0, 2, 14]
[9, 13, 8, 12, 3]
