P1,P2,...,Pn
[13, 8, 6, 7]
[12, 1, 11, 7]
[6, 3, 7, 9]
[12, 4, 1, 9]
[0, 1, 5, 6]
[10, 5, 2, 4]
[2, 13, 9, 4]
[1, 5, 11, 9]
[14, 1, 3, 6]
[3, 13, 1, 10]
[5, 7, 0, 4]
[0, 8, 9, 11]
[12, 1, 13, 9]
[1, 0, 10, 4]
[12, 5, 11, 4]
[12, 8, 13, 7]
[5, 9, 0, 1]
[1, 12, 13, 4]
[9, 8, 3, 2]
[7, 6, 1, 9]
[2, 8, 14, 9]
[5, 2, 11, 8]
[7, 0, 9, 1]
[12, 13, 3, 7]
[1, 14, 7, 13]
[12, 0, 9, 7]
[10, 5, 13, 8]
[0, 3, 10, 12]
[10, 5, 12, 14]
[12, 13, 2, 6]
[10, 11, 12, 7]
[5, 10, 14, 6]
[8, 3, 4, 1]
[3, 6, 14, 11]
[10, 4, 3, 13]
[2, 3, 0, 4]
[5, 7, 10, 1]
[14, 4, 2, 3]
[10, 11, 6, 4]
[5, 9, 8, 13]
[12, 1, 8, 5]
[6, 9, 7, 5]
[2, 12, 9, 0]
[2, 5, 0, 1]
[1, 14, 5, 7]
[8, 14, 13, 12]
[11, 0, 9, 14]
[0, 2, 3, 14]
[12, 0, 10, 2]
[1, 13, 4, 11]
[3, 5, 8, 13]
[9, 7, 1, 13]
[3, 5, 13, 2]
[8, 5, 11, 9]
[14, 8, 12, 4]
[5, 1, 2, 12]
[5, 11, 8, 1]
[10, 9, 8, 2]
[4, 12, 0, 3]
[1, 12, 9, 5]
[3, 12, 0, 9]
[4, 1, 0, 14]
[6, 8, 4, 13]
[11, 8, 4, 2]
[12, 6, 10, 2]
[12, 0, 7, 8]
[1, 7, 8, 11]
[1, 8, 11, 9]
[4, 7, 11, 9]
[4, 5, 13, 14]
[10, 13, 7, 6]
[5, 14, 1, 10]
[13, 8, 6, 7]
[0, 12, 8, 4]
[9, 14, 7, 12]
[11, 1, 13, 12]
[13, 7, 3, 10]
[14, 0, 10, 8]
[4, 0, 9, 12]
[14, 0, 9, 11]
[14, 5, 12, 1]
[14, 3, 10, 1]
[2, 13, 3, 10]
[8, 9, 1, 10]
[3, 13, 4, 12]
[2, 6, 8, 1]
[7, 14, 5, 6]
[4, 14, 5, 10]
[13, 14, 10, 9]
[8, 11, 12, 14]
[1, 12, 3, 13]
[14, 9, 3, 7]
[13, 10, 14, 5]
[1, 11, 8, 13]
[8, 5, 3, 7]
[3, 5, 10, 7]
[1, 13, 3, 11]
[2, 5, 14, 0]
[7, 8, 1, 11]
[7, 13, 5, 2]
[0, 6, 13, 4]
[9, 0, 8, 6]
[3, 1, 5, 10]
[13, 12, 4, 7]
[9, 6, 7, 5]
[8, 6, 2, 5]
[14, 12, 8, 11]
[0, 2, 9, 13]
[10, 2, 7, 5]
[3, 12, 14, 13]
[5, 4, 13, 6]
[5, 2, 8, 3]
[7, 11, 4, 3]
[11, 6, 7, 10]
[10, 4, 9, 13]
[14, 11, 6, 10]
[0, 12, 14, 2]
[12, 9, 10, 6]
[11, 13, 0, 5]
[6, 9, 11, 1]
[11, 0, 6, 3]
[8, 5, 12, 0]
[11, 13, 10, 9]
[0, 7, 6, 5]
[13, 10, 14, 5]
[3, 12, 14, 2]
[1, 13, 7, 6]
[7, 11, 4, 6]
[11, 1, 14, 13]
[2, 0, 6, 1]
[13, 8, 1, 4]
[2, 4, 9, 1]
[13, 10, 12, 1]
[7, 1, 6, 14]
[2, 4, 6, 1]
[0, 8, 12, 6]
[14, 3, 2, 5]
[8, 11, 3, 14]
[13, 4, 3, 6]
[0, 5, 10, 14]
[13, 10, 14, 12]
