P1,P2,...,Pn
[14, 1, 12, 10, 6]
[8, 10, 5, 12, 4]
[5, 4, 3, 1, 11]
[6, 7, 14, 10, 13]
[9, 12, 10, 1, 5]
[0, 6, 13, 12, 14]
[12, 13, 2, 7, 1]
[13, 8, 0, 5, 4]
[11, 9, 0, 8, 7]
[3, 5, 7, 10, 12]
[0, 12, 7, 3, 1]
[11, 13, 12, 3, 5]
[3, 7, 4, 9, 13]
[12, 8, 9, 3, 0]
[12, 5, 13, 9, 11]
[7, 12, 5, 10, 2]
[11, 9, 1, 6, 14]
[6, 8, 11, 4, 1]
[1, 6, 8, 10, 2]
[6, 13, 1, 12, 3]
[1, 4, 7, 14, 12]
[11, 13, 3, 5, 4]
[2, 11, 3, 13, 1]
[11, 0, 13, 9, 8]
[5, 10, 12, 2, 13]
[14, 7, 0, 6, 4]
[8, 1, 11, 2, 6]
[4, 1, 0, 9, 6]
[8, 0, 3, 4, 11]
[3, 12, 8, 0, 14]
[5, 1, 2, 9, 12]
[3, 1, 13, 10, 9]
[1, 7, 14, 10, 6]
[11, 0, 1, 10, 4]
[5, 14, 3, 1, 12]
[7, 9, 2, 8, 6]
[11, 4, 2, 7, 6]
[11, 3, 1, 10, 4]
[13, 14, 9, 2, 8]
[1, 6, 2, 13, 4]
[4, 8, 9, 13, 14]
[2, 3, 8, 1, 11]
[10, 4, 8, 11, 9]
[6, 11, 0, 1, 8]
[13, 14, 11, 12, 6]
[2, 11, 0, 5, 3]
[5, 10, 4, 1, 8]
[11, 9, 12, 10, 7]
[0, 10, 5, 14, 2]
[8, 12, 1, 9, 7]
[3, 12, 0, 4, 5]
[14, 3, 6, 13, 5]
[12, 4, 1, 8, 13]
[0, 2, 3, 10, 14]
[6, 2, 11, 1, 0]
[5, 13, 8, 11, 2]
[12, 1, 5, 10, 14]
[0, 11, 2, 7, 1]
[0, 10, 12, 13, 5]
[1, 4, 11, 9, 13]
[12, 5, 10, 13, 2]
[11, 12, 1, 10, 14]
[7, 10, 4, 6, 8]
[12, 3, 1, 10, 9]
[12, 0, 3, 14, 13]
[2, 7, 12, 8, 5]
[5, 13, 3, 1, 4]
[13, 2, 11, 5, 0]
[14, 3, 12, 9, 8]
[1, 0, 2, 11, 5]
[1, 2, 10, 7, 8]
[11, 12, 7, 9, 6]
[9, 13, 1, 4, 8]
[3, 11, 13, 2, 14]
[11, 0, 14, 5, 7]
[5, 3, 13, 4, 12]
[14, 13, 3, 11, 1]
[0, 6, 8, 4, 5]
[12, 8, 7, 6, 14]
[8, 2, 1, 12, 9]
[1, 5, 10, 3, 12]
[5, 3, 0, 9, 7]
[10, 6, 4, 7, 0]
[12, 1, 11, 6, 5]
[8, 6, 14, 11, 2]
[3, 12, 7, 14, 4]
[5, 3, 0, 7, 8]
[7, 14, 9, 5, 0]
[12, 13, 5, 11, 2]
[6, 9, 10, 7, 5]
[0, 9, 11, 10, 14]
[1, 6, 8, 2, 4]
[3, 10, 5, 6, 14]
[0, 14, 6, 5, 9]
[12, 3, 5, 7, 6]
[12, 14, 9, 8, 1]
[10, 6, 3, 14, 13]
[12, 1, 5, 6, 13]
[2, 6, 14, 11, 8]
[13, 4, 6, 12, 7]
[0, 9, 6, 8, 11]
[9, 6, 0, 7, 8]
[8, 12, 7, 2, 3]
[13, 12, 3, 5, 7]
[0, 12, 4, 9, 13]
[1, 8, 11, 0, 10]
[13, 10, 14, 7, 0]
[5, 13, 9, 8, 2]
[2, 13, 5, 12, 3]
[13, 4, 11, 3, 1]
[3, 10, 5, 8, 7]
[10, 0, 9, 2, 8]
[12, 4, 11, 3, 9]
[4, 11, 3, 12, 7]
[14, 12, 3, 7, 2]
[9, 13, 14, 8, 10]
[10, 9, 5, 0, 3]
[12, 8, 10, 13, 7]
[11, 5, 12, 9, 8]
[0, 5, 9, 11, 1]
[3, 6, 12, 2, 13]
[10, 9, 4, 14, 8]
[10, 12, 2, 0, 1]
[6, 9, 1, 0, 12]
[3, 0, 11, 12, 5]
[5, 4, 6, 10, 0]
[12, 8, 14, 6, 1]
[10, 14, 7, 4, 9]
[9, 13, 10, 14, 0]
[3, 13, 10, 14, 6]
[1, 0, 9, 10, 12]
[5, 3, 13, 2, 14]
[14, 11, 2, 5, 3]
[11, 13, 7, 2, 3]
[7, 11, 10, 14, 5]
[11, 13, 0, 6, 1]
[0, 3, 9, 7, 8]
[13, 5, 6, 7, 1]
[8, 10, 14, 2, 13]
[3, 1, 10, 6, 14]
[8, 3, 11, 7, 4]
[6, 2, 11, 9, 5]
[7, 2, 13, 10, 11]
[14, 9, 6, 0, 13]
[3, 8, 0, 14, 5]
[8, 4, 1, 2, 6]
[5, 6, 13, 3, 4]
[3, 8, 11, 7, 4]
[8, 0, 4, 3, 10]
[12, 1, 14, 9, 8]
[9, 0, 1, 5, 12]
[10, 1, 4, 11, 9]
[5, 14, 11, 2, 7]
[0, 10, 13, 12, 5]
[14, 10, 4, 13, 2]
[1, 14, 3, 6, 8]
[3, 7, 12, 10, 6]
[12, 10, 1, 14, 9]
[4, 13, 11, 2, 5]
[1, 0, 13, 4, 10]
[13, 6, 12, 8, 3]
[1, 10, 6, 12, 2]
[3, 14, 6, 2, 11]
[12, 13, 3, 11, 2]
[13, 5, 6, 14, 1]
[2, 9, 4, 14, 8]
[7, 3, 5, 1, 9]
[2, 10, 5, 8, 3]
[7, 6, 1, 5, 2]
[3, 12, 14, 13, 5]
[13, 6, 1, 3, 11]
[0, 2, 3, 11, 5]
[8, 9, 6, 11, 4]
[4, 10, 2, 8, 3]
[8, 2, 1, 7, 3]
[8, 11, 7, 1, 12]
[7, 8, 11, 6, 13]
[1, 6, 14, 9, 8]
[12, 0, 13, 3, 8]
[9, 7, 0, 1, 12]
[0, 9, 10, 12, 6]
[14, 4, 12, 8, 3]
[6, 12, 10, 7, 3]
[4, 13, 2, 12, 14]
[2, 13, 5, 10, 14]
[11, 12, 2, 9, 8]
[12, 8, 13, 7, 4]
[4, 12, 9, 10, 3]
[13, 10, 8, 1, 12]
[4, 12, 0, 5, 14]
[9, 8, 2, 1, 10]
[2, 7, 5, 14, 12]
[14, 9, 8, 2, 12]
[3, 8, 10, 14, 0]
[4, 12, 0, 9, 10]
[11, 1, 6, 9, 7]
[11, 12, 14, 8, 1]
[3, 4, 10, 6, 1]
[0, 6, 14, 10, 13]
[8, 3, 12, 10, 0]
[8, 10, 14, 4, 3]
[4, 14, 6, 0, 12]
[6, 9, 3, 10, 7]
[7, 1, 11, 14, 12]
[10, 12, 14, 7, 9]
[4, 7, 0, 9, 2]
[11, 0, 7, 3, 9]
[6, 7, 10, 12, 11]
[14, 0, 4, 10, 11]
[2, 11, 12, 6, 10]
[0, 13, 10, 5, 6]
[10, 9, 2, 12, 4]
[10, 1, 12, 5, 9]
[6, 1, 14, 0, 13]
[6, 10, 2, 4, 14]
[0, 13, 10, 6, 7]
[2, 10, 11, 8, 1]
[2, 13, 14, 9, 1]
[13, 2, 3, 11, 4]
[11, 8, 2, 5, 12]
[14, 10, 4, 9, 3]
[5, 7, 8, 10, 0]
[13, 2, 4, 10, 6]
[1, 6, 3, 11, 5]
[4, 14, 10, 7, 0]
[8, 10, 13, 11, 5]
[4, 11, 10, 0, 14]
[4, 3, 10, 7, 9]
[3, 5, 12, 4, 2]
[14, 11, 3, 8, 13]
[10, 2, 13, 12, 0]
[10, 8, 13, 0, 14]
[12, 7, 2, 8, 11]
[4, 2, 7, 1, 8]
[8, 14, 9, 6, 13]
[9, 0, 12, 11, 2]
