P1,P2,...,Pn
[4, 6, 12, 0, 14]
[4, 5, 8, 9, 14]
[2, 5, 1, 11, 12]
[13, 10, 3, 4, 14]
[4, 10, 0, 3, 7]
[7, 10, 14, 12, 4]
[10, 5, 13, 11, 3]
[9, 0, 5, 1, 8]
[7, 5, 1, 4, 14]
[2, 10, 3, 0, 9]
[5, 10, 13, 4, 11]
[14, 13, 3, 5, 10]
[0, 2, 1, 4, 14]
[7, 5, 11, 14, 4]
[4, 11, 10, 6, 14]
[1, 2, 12, 11, 13]
[1, 8, 9, 3, 7]
[5, 0, 2, 4, 14]
[5, 2, 10, 14, 6]
[11, 6, 9, 8, 5]
[10, 8, 5, 13, 2]
[12, 8, 9, 3, 4]
[3, 11, 12, 1, 9]
[9, 1, 2, 0, 3]
[3, 5, 12, 2, 0]
[4, 8, 12, 10, 1]
[5, 7, 1, 2, 13]
[4, 12, 6, 7, 0]
[9, 14, 11, 3, 6]
[6, 4, 5, 7, 0]
[5, 13, 12, 3, 8]
[0, 14, 8, 6, 10]
[6, 3, 14, 2, 1]
[14, 5, 2, 3, 0]
[5, 2, 4, 0, 3]
[11, 10, 7, 12, 1]
[13, 1, 5, 2, 14]
[10, 9, 2, 3, 12]
[2, 10, 8, 6, 9]
[9, 8, 13, 10, 3]
[6, 11, 14, 5, 2]
[6, 13, 3, 11, 7]
[7, 10, 2, 14, 5]
[12, 1, 2, 8, 7]
[4, 9, 10, 0, 2]
[11, 1, 6, 9, 13]
[1, 12, 2, 9, 3]
[14, 11, 12, 7, 1]
[12, 5, 2, 8, 0]
[14, 11, 13, 9, 4]
[3, 6, 8, 2, 11]
[14, 5, 12, 9, 6]
[5, 14, 1, 2, 3]
[5, 6, 10, 14, 9]
[8, 12, 5, 11, 6]
[10, 8, 0, 5, 9]
[11, 1, 4, 0, 8]
[10, 3, 12, 2, 8]
[0, 12, 14, 11, 3]
[3, 11, 5, 2, 7]
[4, 0, 7, 5, 2]
[6, 13, 11, 9, 2]
[1, 11, 14, 2, 10]
[14, 3, 7, 4, 1]
[13, 8, 6, 5, 0]
[10, 14, 6, 2, 11]
[10, 5, 4, 7, 14]
[2, 1, 9, 13, 0]
[10, 7, 3, 2, 1]
[14, 8, 3, 5, 12]
[1, 12, 10, 9, 14]
[9, 5, 7, 11, 6]
[0, 1, 4, 3, 8]
[14, 13, 0, 4, 3]
[6, 2, 8, 0, 3]
[5, 9, 2, 14, 6]
[12, 0, 3, 5, 7]
[7, 13, 4, 12, 9]
[6, 8, 7, 1, 4]
[13, 4, 6, 12, 3]
[13, 4, 8, 2, 1]
[2, 11, 13, 1, 8]
[12, 8, 7, 9, 11]
[8, 6, 4, 1, 5]
[0, 6, 5, 13, 1]
[11, 14, 5, 8, 3]
[12, 5, 1, 0, 7]
[1, 4, 12, 13, 3]
[3, 10, 11, 1, 6]
[9, 10, 8, 0, 12]
[9, 11, 13, 6, 8]
[7, 8, 3, 9, 4]
[5, 7, 13, 3, 14]
[2, 8, 3, 4, 10]
[2, 8, 1, 9, 10]
[6, 7, 14, 13, 11]
[6, 12, 2, 9, 13]
[14, 12, 13, 7, 3]
[11, 6, 7, 0, 4]
[7, 6, 4, 5, 3]
[12, 10, 6, 7, 0]
[8, 2, 14, 5, 11]
[7, 11, 13, 3, 6]
[1, 11, 2, 9, 8]
[1, 5, 3, 8, 6]
[2, 3, 11, 4, 13]
[5, 12, 1, 6, 9]
[0, 12, 4, 10, 13]
[13, 6, 11, 9, 5]
[2, 11, 14, 1, 7]
[4, 2, 9, 3, 11]
[11, 6, 4, 7, 12]
[10, 2, 0, 1, 14]
[12, 14, 7, 6, 2]
[2, 8, 7, 9, 10]
[8, 1, 12, 9, 7]
[6, 7, 2, 9, 11]
