P1,P2,...,Pn
[14, 5, 12, 11]
[11, 12, 5, 8]
[8, 4, 5, 9]
[1, 4, 5, 2]
[8, 13, 10, 9]
[1, 4, 9, 13]
[3, 11, 2, 12]
[12, 7, 5, 0]
[8, 9, 11, 3]
[9, 8, 10, 13]
[6, 4, 5, 11]
[3, 8, 2, 6]
[6, 7, 9, 4]
[2, 12, 6, 8]
[8, 13, 12, 6]
[0, 5, 11, 9]
[5, 1, 7, 14]
[9, 6, 2, 0]
[2, 1, 9, 3]
[8, 0, 5, 2]
[12, 10, 2, 14]
[12, 8, 9, 6]
[0, 6, 4, 3]
[12, 6, 0, 14]
[3, 12, 9, 2]
[8, 1, 6, 3]
[12, 2, 0, 7]
[1, 9, 13, 2]
[8, 2, 11, 13]
[5, 1, 10, 0]
[13, 2, 10, 1]
[14, 4, 6, 9]
[6, 2, 13, 3]
[1, 3, 9, 5]
[1, 6, 5, 10]
[0, 9, 13, 4]
[10, 4, 8, 5]
[12, 13, 9, 6]
[13, 8, 5, 14]
[13, 4, 5, 8]
[5, 9, 2, 1]
[10, 4, 9, 8]
[3, 12, 11, 4]
[6, 2, 10, 8]
[8, 4, 11, 3]
[14, 12, 7, 6]
[7, 8, 2, 14]
[12, 11, 14, 7]
[3, 10, 4, 0]
[11, 1, 3, 14]
[1, 3, 8, 14]
[12, 11, 0, 9]
[4, 13, 0, 10]
[1, 2, 4, 3]
[9, 2, 10, 11]
[6, 3, 5, 8]
[14, 12, 1, 11]
[14, 10, 5, 7]
[8, 3, 9, 1]
[6, 0, 14, 2]
[3, 5, 6, 2]
[11, 0, 2, 10]
[6, 10, 8, 2]
[0, 14, 3, 9]
[4, 10, 8, 5]
[5, 13, 11, 0]
[0, 9, 10, 2]
[8, 2, 1, 3]
[8, 1, 6, 9]
[0, 5, 2, 7]
[7, 1, 13, 0]
[8, 6, 12, 13]
[1, 11, 5, 4]
[0, 5, 4, 7]
[6, 10, 4, 2]
[13, 2, 12, 8]
[13, 5, 14, 10]
[9, 2, 8, 10]
[1, 4, 12, 11]
[2, 12, 14, 0]
[7, 13, 11, 2]
[7, 4, 11, 12]
[14, 13, 3, 4]
[14, 0, 5, 2]
[10, 14, 13, 5]
[8, 5, 7, 6]
[11, 14, 8, 2]
[7, 5, 4, 6]
[2, 6, 3, 8]
[11, 2, 0, 7]
[14, 8, 1, 2]
[10, 3, 4, 1]
[9, 12, 8, 6]
[0, 10, 1, 7]
[7, 6, 10, 8]
