P1,P2,...,Pn
[2, 1, 0, 11]
[5, 12, 3, 10]
[1, 3, 6, 12]
[3, 4, 13, 1]
[8, 4, 3, 5]
[13, 6, 11, 1]
[6, 14, 2, 5]
[0, 9, 7, 6]
[7, 11, 13, 4]
[10, 8, 0, 7]
[12, 6, 8, 4]
[0, 8, 13, 2]
[4, 10, 3, 14]
[14, 10, 13, 2]
[1, 5, 0, 3]
[6, 8, 11, 2]
[5, 11, 0, 1]
[2, 12, 13, 11]
[12, 5, 6, 11]
[11, 2, 6, 5]
[4, 7, 2, 8]
[9, 7, 12, 2]
[12, 6, 8, 9]
[1, 2, 8, 7]
[13, 11, 10, 1]
[2, 1, 13, 9]
[4, 0, 10, 5]
[5, 10, 11, 3]
[2, 13, 10, 0]
[14, 8, 5, 11]
[2, 9, 14, 8]
[5, 6, 12, 10]
[13, 12, 2, 9]
[10, 8, 13, 9]
[2, 10, 7, 6]
[11, 9, 13, 5]
[0, 13, 9, 7]
[1, 7, 10, 2]
[1, 3, 10, 7]
[9, 13, 7, 12]
[9, 13, 7, 6]
[8, 11, 14, 0]
[2, 0, 10, 5]
[1, 12, 5, 9]
[14, 6, 11, 0]
[8, 11, 14, 4]
[5, 12, 3, 9]
[6, 8, 3, 5]
[5, 3, 14, 6]
[5, 10, 11, 13]
[7, 11, 8, 13]
[5, 9, 4, 12]
[14, 0, 12, 10]
[6, 1, 4, 12]
[13, 4, 1, 11]
[10, 7, 0, 13]
[6, 14, 8, 2]
[11, 5, 10, 2]
[14, 13, 4, 10]
[5, 0, 14, 4]
[12, 11, 5, 9]
[13, 5, 7, 12]
[12, 3, 0, 2]
[14, 1, 0, 9]
[13, 0, 2, 6]
[12, 13, 7, 10]
[5, 6, 11, 13]
[8, 10, 12, 2]
[12, 9, 11, 2]
[4, 13, 14, 9]
[10, 14, 6, 8]
[3, 12, 4, 0]
[4, 14, 9, 12]
[12, 1, 11, 14]
[3, 13, 7, 0]
[11, 10, 0, 13]
[9, 13, 10, 8]
[5, 0, 8, 7]
[3, 11, 9, 7]
[6, 14, 8, 5]
[0, 12, 4, 7]
[8, 2, 0, 10]
[5, 6, 14, 7]
[1, 13, 3, 6]
[3, 2, 6, 9]
[13, 1, 3, 7]
[5, 11, 6, 0]
[8, 11, 6, 12]
[2, 7, 14, 0]
[12, 13, 1, 5]
[13, 14, 11, 1]
[3, 13, 14, 6]
[8, 10, 5, 13]
[1, 12, 5, 6]
[9, 13, 3, 12]
[8, 1, 3, 14]
[12, 9, 14, 6]
[4, 9, 8, 11]
[3, 14, 13, 8]
[5, 1, 9, 4]
[8, 14, 0, 12]
[5, 3, 1, 2]
[3, 12, 11, 9]
[8, 12, 10, 9]
[5, 8, 1, 11]
[1, 13, 3, 12]
[14, 2, 12, 5]
[11, 7, 4, 10]
[3, 12, 14, 4]
[3, 1, 9, 12]
[12, 13, 10, 6]
[9, 3, 13, 12]
[7, 3, 10, 11]
[8, 0, 7, 11]
[4, 8, 10, 2]
[13, 12, 2, 6]
[9, 12, 14, 1]
[11, 3, 9, 4]
[9, 5, 0, 12]
[3, 5, 0, 8]
[11, 14, 10, 0]
[9, 1, 5, 2]
[5, 14, 10, 12]
[8, 10, 5, 14]
[0, 12, 1, 2]
[1, 5, 0, 8]
[4, 12, 6, 0]
[13, 10, 12, 14]
[2, 0, 10, 11]
[2, 13, 5, 9]
[2, 4, 8, 0]
[9, 7, 5, 11]
[3, 11, 2, 4]
[5, 8, 2, 10]
[5, 1, 10, 6]
[10, 14, 12, 7]
[3, 9, 7, 1]
[13, 1, 5, 2]
[3, 2, 0, 14]
[12, 9, 5, 7]
[13, 10, 5, 6]
[8, 1, 14, 6]
[4, 6, 3, 7]
[12, 2, 9, 13]
[14, 7, 12, 4]
[7, 10, 3, 14]
[3, 8, 6, 11]
[5, 11, 8, 9]
[6, 2, 13, 9]
[7, 4, 8, 11]
[7, 6, 13, 2]
[3, 5, 13, 14]
[1, 9, 2, 6]
[12, 13, 6, 9]
[10, 9, 13, 14]
[2, 11, 12, 9]
[10, 0, 5, 9]
[0, 7, 13, 2]
[3, 7, 0, 6]
[0, 13, 12, 9]
[7, 0, 11, 12]
[11, 12, 14, 9]
[2, 14, 13, 6]
[13, 12, 8, 9]
[3, 11, 14, 13]
[11, 14, 12, 2]
[8, 5, 13, 14]
[5, 13, 11, 6]
[12, 1, 3, 6]
[0, 10, 5, 2]
[1, 6, 13, 2]
[3, 10, 9, 12]
[3, 14, 9, 8]
[6, 3, 8, 10]
[5, 12, 14, 6]
[10, 4, 6, 11]
[8, 6, 3, 9]
[4, 7, 6, 12]
[7, 2, 14, 11]
[9, 8, 14, 3]
[11, 6, 14, 7]
[1, 4, 11, 3]
[12, 13, 2, 9]
[14, 7, 0, 3]
[13, 9, 8, 4]
[9, 4, 6, 8]
[6, 9, 4, 5]
[10, 3, 14, 4]
[14, 4, 12, 0]
[12, 9, 7, 14]
[14, 9, 3, 1]
[6, 0, 14, 4]
[14, 12, 5, 13]
[6, 14, 12, 11]
[5, 3, 13, 8]
[2, 1, 6, 11]
[0, 13, 4, 6]
[4, 14, 2, 8]
[4, 10, 1, 6]
[14, 2, 5, 3]
[8, 6, 1, 3]
[6, 10, 7, 5]
[3, 11, 9, 5]
[3, 7, 14, 4]
[10, 1, 5, 6]
[7, 9, 13, 14]
[2, 4, 1, 12]
[13, 5, 11, 1]
[11, 6, 5, 9]
[0, 6, 12, 7]
[10, 0, 7, 4]
[4, 6, 2, 13]
[7, 11, 1, 4]
[4, 7, 0, 8]
[3, 4, 10, 7]
[13, 4, 10, 0]
[13, 5, 10, 2]
[10, 8, 6, 2]
[7, 8, 2, 10]
[1, 2, 4, 0]
[2, 6, 1, 0]
[14, 10, 11, 0]
[5, 10, 12, 9]
[9, 11, 2, 1]
[4, 10, 14, 9]
[6, 4, 1, 10]
[3, 9, 0, 2]
[5, 8, 4, 9]
[1, 2, 10, 13]
[7, 14, 2, 12]
[8, 11, 2, 10]
[0, 10, 5, 1]
[9, 14, 3, 12]
[3, 14, 4, 5]
[14, 2, 4, 9]
[2, 8, 0, 9]
[11, 4, 9, 10]
[11, 8, 12, 14]
[8, 12, 11, 14]
[4, 9, 1, 14]
[0, 13, 7, 8]
[6, 14, 0, 2]
[1, 0, 13, 11]
[6, 4, 12, 1]
[13, 12, 5, 2]
[14, 0, 13, 12]
[0, 10, 4, 13]
[10, 14, 6, 4]
[11, 3, 10, 6]
[4, 5, 0, 3]
[12, 7, 11, 1]
[8, 1, 2, 4]
[0, 1, 3, 11]
[3, 2, 13, 6]
[1, 3, 5, 7]
[5, 4, 12, 2]
[8, 14, 12, 0]
[0, 6, 10, 1]
[11, 7, 2, 4]
[0, 13, 10, 11]
[0, 6, 1, 11]
[0, 10, 9, 13]
[1, 7, 5, 14]
[9, 13, 4, 5]
[5, 14, 12, 7]
[9, 11, 8, 7]
[9, 2, 14, 1]
[13, 5, 6, 3]
[13, 11, 7, 3]
[3, 9, 10, 13]
[6, 2, 9, 0]
[7, 5, 14, 9]
[4, 11, 13, 12]
[8, 0, 13, 9]
[11, 10, 14, 13]
[5, 10, 8, 9]
[12, 7, 8, 13]
[3, 4, 12, 9]
[8, 4, 14, 12]
[3, 9, 7, 11]
[7, 4, 8, 1]
[6, 9, 14, 8]
[1, 4, 11, 14]
[2, 1, 0, 9]
[10, 14, 5, 11]
[6, 10, 14, 0]
[3, 9, 2, 6]
[10, 1, 2, 3]
[14, 10, 5, 1]
[11, 12, 7, 4]
[4, 2, 10, 3]
[10, 0, 7, 13]
[13, 7, 12, 10]
[12, 13, 9, 14]
[8, 9, 13, 2]
[14, 8, 5, 9]
[13, 2, 14, 0]
[13, 9, 3, 12]
[12, 2, 8, 11]
[11, 8, 0, 7]
[9, 11, 13, 2]
[10, 2, 13, 0]
[14, 4, 5, 8]
[14, 11, 9, 12]
[9, 2, 6, 1]
