P1,P2,...,Pn
[11, 5, 10, 2, 6]
[12, 7, 8, 0, 5]
[13, 4, 7, 11, 6]
[0, 5, 10, 9, 2]
[7, 6, 2, 1, 8]
[13, 9, 12, 10, 3]
[0, 2, 10, 13, 5]
[3, 10, 5, 7, 11]
[7, 13, 1, 6, 11]
[3, 8, 4, 2, 5]
[6, 4, 13, 14, 0]
[3, 1, 11, 7, 9]
[7, 5, 4, 13, 1]
[9, 7, 11, 14, 8]
[2, 14, 8, 13, 4]
[3, 5, 4, 14, 10]
[1, 13, 3, 12, 10]
[14, 11, 7, 8, 5]
[2, 10, 5, 3, 13]
[0, 8, 12, 4, 3]
[13, 0, 9, 14, 7]
[11, 13, 10, 14, 7]
[10, 5, 4, 12, 7]
[1, 5, 4, 10, 14]
[8, 4, 7, 0, 11]
[8, 3, 2, 13, 6]
[11, 13, 2, 0, 4]
[11, 3, 9, 5, 6]
[13, 0, 8, 2, 10]
[0, 13, 4, 10, 9]
[10, 13, 0, 6, 1]
[11, 14, 6, 5, 10]
[6, 9, 11, 14, 1]
[0, 6, 3, 9, 12]
[10, 9, 0, 11, 14]
[10, 4, 1, 12, 3]
[4, 10, 2, 12, 9]
[13, 10, 0, 7, 3]
[12, 5, 7, 10, 8]
[13, 14, 9, 11, 10]
[0, 3, 11, 6, 4]
[4, 11, 8, 2, 9]
[10, 4, 6, 7, 1]
[9, 7, 4, 2, 11]
[6, 12, 11, 7, 8]
[4, 13, 11, 0, 9]
[10, 0, 2, 13, 14]
[11, 2, 3, 1, 14]
[13, 1, 14, 3, 0]
[4, 12, 3, 2, 10]
[11, 3, 6, 10, 14]
[13, 7, 0, 1, 9]
[4, 14, 12, 8, 0]
[2, 13, 7, 10, 8]
[6, 4, 9, 5, 13]
[6, 0, 12, 7, 9]
[3, 13, 0, 7, 2]
[6, 2, 7, 10, 5]
[4, 11, 6, 13, 12]
[0, 14, 8, 9, 6]
[14, 4, 13, 8, 12]
[10, 6, 7, 0, 14]
[0, 6, 4, 12, 3]
[6, 3, 14, 7, 12]
[1, 11, 8, 10, 9]
[12, 14, 13, 5, 2]
[7, 3, 11, 1, 2]
[14, 9, 2, 1, 10]
[1, 3, 4, 0, 8]
[9, 12, 3, 1, 14]
[10, 2, 13, 7, 8]
[6, 13, 11, 5, 2]
[14, 8, 3, 5, 12]
[9, 0, 2, 8, 14]
[2, 0, 12, 3, 5]
[4, 13, 5, 3, 9]
[1, 9, 5, 0, 2]
[1, 3, 13, 10, 14]
[8, 9, 3, 6, 11]
[8, 10, 14, 13, 3]
[7, 5, 2, 11, 4]
[7, 4, 0, 12, 2]
[12, 6, 4, 13, 3]
[13, 10, 8, 12, 9]
[5, 0, 7, 11, 6]
[1, 3, 9, 11, 7]
[1, 11, 4, 12, 6]
[14, 9, 12, 13, 3]
[12, 2, 5, 4, 11]
[11, 10, 9, 2, 0]
[8, 9, 14, 11, 6]
[6, 11, 5, 3, 4]
[11, 7, 8, 9, 13]
[11, 10, 9, 1, 0]
[9, 11, 8, 0, 3]
[7, 13, 4, 14, 5]
[13, 12, 5, 14, 8]
[1, 14, 0, 5, 2]
[12, 13, 9, 3, 10]
[13, 0, 4, 10, 11]
[14, 3, 13, 0, 9]
[3, 8, 1, 2, 0]
[5, 7, 9, 13, 2]
[2, 11, 0, 3, 14]
[3, 1, 7, 9, 4]
[0, 4, 7, 9, 11]
[14, 6, 3, 12, 11]
[9, 3, 12, 2, 8]
[10, 9, 3, 4, 13]
[13, 6, 12, 0, 11]
[1, 7, 12, 3, 2]
[14, 13, 7, 5, 10]
[3, 7, 0, 5, 9]
[4, 13, 2, 3, 6]
[12, 8, 3, 11, 0]
[13, 10, 1, 4, 2]
[5, 0, 14, 7, 11]
[14, 1, 9, 8, 13]
[8, 3, 1, 5, 0]
[7, 11, 2, 9, 6]
[13, 0, 8, 2, 10]
[4, 2, 8, 6, 7]
[0, 11, 4, 7, 13]
[13, 12, 5, 14, 3]
[2, 7, 12, 8, 10]
[13, 9, 6, 2, 14]
