P1,P2,...,Pn
[7, 8, 6, 9]
[3, 6, 1, 10]
[13, 10, 3, 6]
[11, 13, 7, 3]
[2, 14, 6, 8]
[11, 14, 10, 4]
[2, 7, 14, 13]
[1, 3, 5, 10]
[14, 0, 12, 6]
[0, 1, 14, 2]
[10, 11, 2, 0]
[0, 3, 4, 10]
[6, 1, 11, 8]
[13, 14, 5, 9]
[14, 6, 9, 2]
[4, 2, 10, 8]
[1, 5, 3, 13]
[0, 10, 11, 6]
[14, 7, 1, 4]
[8, 11, 1, 10]
[8, 3, 9, 10]
[3, 4, 9, 0]
[3, 4, 9, 12]
[14, 1, 3, 9]
[6, 7, 2, 4]
[12, 6, 11, 9]
[14, 13, 7, 12]
[1, 8, 14, 9]
[10, 2, 7, 4]
[14, 7, 9, 11]
[14, 10, 0, 3]
[14, 12, 6, 1]
[0, 10, 14, 3]
[0, 2, 5, 8]
[7, 4, 6, 0]
[6, 13, 7, 5]
[10, 12, 2, 5]
[9, 6, 4, 0]
[0, 2, 11, 6]
[14, 5, 10, 7]
[11, 6, 9, 1]
[10, 11, 7, 12]
[5, 13, 8, 12]
[6, 8, 4, 13]
[1, 3, 0, 2]
[8, 0, 9, 13]
[8, 7, 1, 2]
[14, 0, 10, 5]
[3, 13, 1, 11]
[13, 0, 14, 11]
[9, 11, 12, 5]
[2, 0, 3, 14]
[7, 14, 5, 12]
[9, 2, 5, 1]
[8, 1, 11, 9]
[14, 8, 7, 13]
[0, 4, 11, 7]
[7, 3, 8, 13]
[13, 5, 11, 1]
[5, 6, 0, 10]
[3, 12, 2, 9]
[1, 9, 8, 5]
[1, 10, 2, 13]
[7, 13, 9, 8]
[13, 8, 2, 7]
[11, 14, 10, 3]
[6, 2, 3, 12]
[13, 4, 6, 5]
[8, 12, 2, 9]
[14, 13, 8, 5]
[10, 9, 1, 11]
[3, 4, 1, 6]
[11, 10, 6, 14]
[7, 3, 10, 2]
[7, 2, 4, 13]
[1, 10, 13, 9]
[1, 8, 4, 2]
[4, 10, 12, 2]
[4, 11, 5, 6]
[13, 2, 12, 0]
[3, 0, 8, 13]
[11, 5, 6, 7]
[13, 9, 11, 8]
[3, 0, 4, 8]
[6, 11, 3, 10]
[10, 0, 5, 11]
[2, 5, 4, 11]
[4, 3, 7, 13]
[8, 4, 3, 1]
[0, 14, 9, 10]
[6, 11, 10, 0]
[14, 10, 4, 1]
[11, 12, 6, 1]
[7, 10, 6, 9]
[13, 9, 11, 3]
[10, 6, 3, 9]
[4, 3, 8, 13]
[8, 11, 1, 0]
[14, 12, 0, 3]
[3, 12, 9, 13]
[11, 1, 8, 2]
[11, 10, 12, 7]
[11, 2, 6, 4]
[1, 7, 11, 14]
[6, 2, 13, 8]
[1, 4, 6, 9]
[3, 1, 10, 11]
[6, 8, 4, 3]
[14, 0, 12, 6]
[4, 13, 2, 7]
[5, 9, 7, 10]
[2, 8, 5, 0]
[0, 7, 3, 13]
[3, 0, 1, 11]
[1, 3, 2, 0]
[13, 11, 9, 4]
[5, 2, 12, 9]
[3, 0, 9, 2]
[10, 13, 0, 2]
[7, 12, 9, 10]
[2, 10, 3, 11]
[0, 5, 4, 13]
[8, 6, 3, 9]
[8, 2, 5, 10]
[13, 5, 9, 2]
[6, 1, 8, 2]
[1, 14, 4, 3]
[12, 8, 2, 1]
[9, 12, 3, 8]
[10, 5, 3, 7]
[13, 3, 5, 8]
[1, 3, 4, 0]
[0, 6, 8, 2]
[1, 11, 12, 2]
[6, 0, 7, 2]
[5, 1, 6, 10]
[7, 1, 9, 8]
[2, 12, 9, 3]
[4, 14, 11, 5]
[10, 5, 0, 8]
[14, 10, 1, 13]
[13, 10, 2, 12]
[9, 1, 7, 13]
[8, 3, 2, 4]
[6, 14, 3, 2]
[4, 10, 6, 12]
[13, 12, 14, 4]
[11, 13, 5, 1]
[7, 10, 11, 14]
[12, 13, 4, 11]
[5, 7, 0, 8]
[0, 5, 9, 14]
[6, 11, 10, 13]
[9, 6, 8, 1]
[14, 2, 5, 9]
[14, 3, 8, 4]
[7, 6, 10, 11]
[7, 3, 5, 2]
[7, 0, 10, 8]
[6, 3, 5, 4]
[7, 10, 4, 8]
[0, 1, 9, 11]
[8, 5, 11, 4]
[5, 2, 14, 11]
[3, 8, 13, 10]
[11, 3, 0, 13]
[8, 11, 3, 12]
[2, 7, 11, 13]
[2, 0, 5, 12]
[0, 3, 10, 6]
[13, 8, 6, 3]
[4, 10, 7, 3]
[0, 7, 1, 3]
[3, 10, 13, 14]
[10, 4, 5, 13]
[0, 5, 1, 11]
[3, 5, 2, 7]
[8, 10, 7, 13]
[12, 8, 14, 11]
[7, 5, 11, 14]
[12, 9, 2, 6]
[10, 2, 11, 6]
[5, 6, 12, 7]
[4, 9, 6, 10]
[8, 0, 2, 5]
[11, 6, 8, 7]
[11, 2, 4, 7]
[2, 11, 5, 4]
[3, 0, 13, 2]
[12, 13, 8, 4]
[8, 13, 0, 12]
[4, 9, 0, 11]
[13, 11, 9, 5]
[8, 4, 0, 3]
[4, 8, 13, 14]
[11, 9, 7, 14]
[10, 4, 1, 11]
[7, 4, 9, 10]
[0, 9, 6, 8]
[6, 4, 3, 11]
[11, 6, 0, 2]
