P1,P2,...,Pn
[12, 5, 14, 1]
[7, 0, 1, 11]
[8, 6, 9, 2]
[5, 11, 1, 0]
[11, 0, 9, 1]
[7, 4, 13, 12]
[8, 9, 1, 12]
[13, 14, 8, 12]
[13, 14, 11, 5]
[1, 2, 5, 13]
[12, 5, 13, 0]
[5, 1, 7, 10]
[13, 9, 4, 8]
[2, 1, 4, 10]
[2, 14, 11, 7]
[7, 4, 8, 3]
[10, 13, 12, 11]
[9, 3, 10, 12]
[4, 12, 13, 1]
[7, 5, 3, 8]
[4, 8, 2, 13]
[4, 0, 10, 13]
[14, 5, 7, 0]
[8, 4, 3, 5]
[10, 2, 5, 0]
[10, 9, 0, 2]
[11, 7, 0, 4]
[4, 14, 11, 6]
[10, 4, 6, 2]
[3, 11, 0, 9]
[11, 2, 10, 14]
[9, 5, 8, 14]
[2, 7, 6, 5]
[2, 14, 8, 6]
[5, 11, 13, 3]
[11, 13, 9, 7]
[6, 4, 0, 14]
[10, 9, 7, 4]
[6, 9, 5, 7]
[8, 7, 14, 6]
[4, 0, 10, 14]
[6, 2, 10, 4]
[10, 5, 13, 8]
[0, 11, 1, 12]
[3, 12, 11, 6]
[10, 14, 2, 9]
[11, 10, 6, 5]
[7, 4, 11, 5]
[1, 5, 0, 6]
[1, 4, 9, 5]
[3, 7, 9, 13]
[12, 6, 14, 10]
[5, 0, 7, 12]
[1, 11, 2, 10]
[13, 8, 3, 12]
[11, 8, 7, 14]
[6, 9, 1, 5]
[6, 7, 9, 2]
[3, 6, 13, 7]
[7, 5, 3, 2]
[0, 13, 8, 9]
[12, 11, 7, 6]
[7, 1, 13, 5]
[12, 10, 6, 2]
[10, 9, 13, 3]
[9, 14, 1, 11]
[12, 5, 6, 1]
[12, 6, 14, 13]
[12, 1, 14, 2]
[3, 9, 11, 10]
[0, 5, 9, 6]
[5, 1, 12, 13]
[11, 2, 1, 13]
[7, 11, 5, 12]
[2, 3, 7, 0]
[3, 12, 4, 10]
[8, 14, 4, 9]
[13, 3, 9, 6]
[9, 8, 7, 11]
[7, 12, 14, 10]
[6, 0, 3, 8]
[7, 10, 12, 11]
[3, 4, 10, 12]
[11, 3, 13, 1]
[2, 9, 0, 12]
[8, 14, 7, 4]
[14, 3, 8, 12]
[4, 12, 8, 11]
[12, 0, 3, 4]
[11, 5, 1, 10]
[6, 4, 9, 13]
[14, 13, 2, 1]
[14, 4, 1, 9]
[5, 10, 13, 14]
[1, 13, 9, 2]
[9, 4, 1, 10]
[8, 11, 12, 6]
[13, 8, 2, 5]
[0, 7, 2, 1]
[0, 7, 11, 12]
[3, 13, 5, 7]
[6, 1, 12, 4]
[11, 7, 10, 9]
[1, 6, 2, 8]
[6, 5, 14, 7]
[9, 3, 11, 5]
[13, 12, 3, 1]
[13, 0, 5, 1]
[10, 5, 1, 13]
[7, 10, 5, 13]
[9, 7, 0, 6]
[7, 12, 1, 8]
[13, 1, 7, 4]
[13, 9, 3, 7]
[9, 6, 1, 14]
[5, 14, 11, 2]
[6, 9, 4, 14]
[0, 12, 2, 5]
[13, 1, 9, 0]
[10, 2, 13, 0]
[10, 1, 2, 8]
[9, 10, 5, 0]
[10, 11, 5, 4]
[8, 5, 1, 10]
[6, 5, 14, 11]
[7, 0, 11, 9]
[0, 11, 7, 2]
[9, 10, 2, 6]
[1, 13, 11, 2]
[9, 13, 1, 12]
[2, 1, 14, 4]
[0, 7, 2, 14]
[11, 0, 10, 1]
[6, 3, 13, 12]
[6, 12, 5, 9]
[1, 14, 9, 2]
[5, 3, 6, 12]
[14, 12, 6, 11]
[0, 8, 12, 7]
[8, 9, 6, 10]
[12, 13, 2, 0]
[2, 11, 0, 9]
[3, 8, 9, 0]
[14, 7, 9, 2]
[8, 3, 0, 12]
[12, 5, 14, 7]
[6, 8, 1, 4]
[13, 9, 3, 12]
[1, 9, 4, 13]
[1, 5, 14, 10]
[8, 0, 14, 3]
[10, 12, 0, 13]
[3, 10, 0, 6]
[9, 11, 6, 0]
[10, 6, 14, 1]
[8, 1, 5, 2]
[8, 10, 9, 0]
[13, 10, 1, 14]
[2, 10, 12, 0]
[10, 6, 0, 4]
[7, 4, 6, 3]
[3, 4, 13, 11]
[2, 4, 10, 11]
[12, 6, 7, 0]
[12, 0, 2, 13]
[4, 0, 6, 13]
[13, 7, 12, 4]
[1, 12, 2, 9]
[9, 2, 3, 8]
[13, 9, 14, 5]
[9, 1, 7, 8]
[6, 13, 2, 12]
[9, 12, 1, 2]
[12, 14, 11, 9]
[8, 4, 12, 2]
[8, 11, 12, 6]
[8, 6, 7, 5]
[13, 6, 1, 3]
[8, 4, 6, 2]
[2, 3, 13, 11]
[12, 0, 8, 7]
[14, 3, 13, 6]
[2, 1, 10, 11]
[12, 0, 6, 9]
[5, 0, 11, 7]
[2, 7, 11, 4]
[7, 5, 2, 14]
[11, 5, 7, 9]
[8, 14, 5, 7]
[6, 1, 4, 14]
[9, 11, 7, 5]
[5, 8, 4, 1]
[9, 14, 6, 8]
[7, 5, 12, 8]
[4, 14, 2, 6]
[14, 6, 7, 1]
[7, 11, 4, 6]
[8, 10, 13, 5]
[13, 4, 1, 10]
[2, 6, 8, 0]
[5, 11, 14, 4]
[8, 9, 2, 4]
[8, 10, 12, 2]
[12, 9, 11, 5]
[9, 4, 12, 10]
[9, 3, 11, 5]
[3, 6, 10, 8]
[14, 1, 3, 9]
[7, 8, 10, 14]
[0, 5, 8, 13]
[2, 10, 13, 4]
[4, 13, 8, 11]
[11, 14, 3, 5]
