P1,P2,...,Pn
[14, 3, 11, 9, 6]
[3, 11, 7, 0, 1]
[3, 5, 6, 13, 0]
[14, 1, 4, 10, 0]
[6, 2, 5, 13, 7]
[13, 12, 3, 9, 1]
[10, 0, 4, 13, 2]
[4, 7, 13, 8, 3]
[3, 13, 2, 5, 6]
[7, 14, 8, 12, 0]
[12, 7, 11, 0, 4]
[11, 14, 5, 1, 0]
[2, 13, 11, 14, 10]
[14, 6, 5, 4, 3]
[13, 11, 0, 4, 7]
[7, 0, 8, 14, 10]
[1, 13, 5, 14, 9]
[10, 0, 14, 3, 9]
[7, 5, 6, 12, 10]
[5, 13, 9, 3, 1]
[12, 10, 1, 3, 0]
[3, 12, 6, 8, 13]
[0, 10, 14, 7, 9]
[7, 11, 6, 10, 1]
[14, 10, 1, 4, 5]
[7, 4, 1, 6, 11]
[8, 7, 2, 13, 14]
[10, 11, 7, 1, 3]
[1, 6, 8, 9, 11]
[12, 2, 11, 1, 4]
[4, 1, 5, 0, 12]
[3, 5, 8, 11, 1]
[8, 0, 4, 13, 2]
[8, 5, 1, 7, 14]
[4, 10, 8, 9, 12]
[12, 6, 7, 4, 0]
[4, 0, 1, 11, 12]
[4, 13, 2, 3, 8]
[11, 6, 7, 3, 1]
[4, 13, 10, 8, 9]
[10, 0, 2, 5, 12]
[2, 8, 3, 14, 12]
[0, 1, 13, 6, 10]
[1, 13, 10, 6, 9]
[13, 11, 0, 5, 3]
[4, 3, 12, 14, 5]
[14, 0, 13, 6, 9]
[3, 13, 1, 8, 12]
[3, 2, 4, 0, 13]
[5, 0, 10, 8, 3]
[0, 10, 12, 1, 8]
[10, 6, 12, 5, 13]
[1, 6, 11, 7, 9]
[0, 9, 3, 11, 4]
[4, 2, 14, 7, 12]
[4, 10, 1, 6, 5]
[0, 13, 8, 5, 2]
[3, 2, 14, 12, 11]
[2, 14, 4, 10, 7]
[8, 14, 0, 7, 5]
[6, 2, 8, 4, 1]
[12, 4, 6, 1, 5]
[13, 7, 6, 9, 11]
[12, 7, 9, 4, 2]
[8, 14, 7, 9, 3]
[7, 14, 13, 4, 8]
[7, 8, 12, 3, 4]
[7, 3, 14, 0, 1]
[7, 2, 1, 14, 9]
[14, 13, 9, 8, 3]
[1, 7, 6, 14, 0]
[9, 5, 3, 1, 4]
[5, 8, 2, 3, 11]
[9, 12, 14, 8, 7]
[14, 0, 8, 11, 5]
[7, 11, 10, 13, 5]
[3, 10, 11, 2, 6]
[13, 7, 4, 9, 12]
[12, 4, 3, 7, 10]
[8, 4, 7, 5, 14]
[1, 13, 6, 8, 9]
[5, 1, 10, 3, 9]
[13, 12, 1, 8, 0]
[12, 9, 14, 2, 6]
[5, 12, 4, 6, 0]
[14, 4, 1, 7, 11]
[12, 4, 9, 3, 0]
[9, 7, 12, 1, 5]
[12, 8, 5, 9, 1]
[5, 6, 1, 0, 14]
[14, 10, 0, 8, 9]
[8, 1, 10, 11, 6]
[14, 8, 11, 0, 4]
[1, 10, 9, 8, 14]
[5, 12, 2, 4, 14]
[9, 3, 14, 11, 0]
[11, 0, 1, 5, 2]
[4, 7, 13, 3, 2]
[0, 11, 7, 9, 2]
[1, 0, 9, 12, 3]
[5, 7, 9, 4, 10]
[7, 10, 6, 1, 4]
[6, 12, 0, 11, 1]
[5, 2, 6, 4, 13]
[9, 13, 10, 14, 0]
[5, 3, 14, 13, 11]
[10, 7, 1, 12, 13]
[12, 2, 5, 13, 8]
[9, 12, 7, 2, 11]
[13, 5, 6, 11, 2]
[5, 0, 11, 4, 2]
[10, 3, 14, 0, 7]
[14, 9, 7, 3, 5]
[9, 4, 10, 11, 0]
[9, 7, 13, 4, 11]
[7, 1, 2, 10, 14]
[5, 10, 11, 0, 4]
[6, 10, 9, 5, 11]
[9, 7, 3, 11, 2]
[9, 5, 0, 10, 14]
[8, 14, 9, 2, 6]
[4, 9, 7, 13, 2]
[13, 12, 3, 10, 9]
[10, 11, 0, 3, 1]
[12, 13, 14, 3, 7]
[14, 7, 2, 6, 4]
[5, 11, 8, 1, 2]
[9, 11, 6, 5, 2]
