P1,P2,...,Pn
[9, 6, 0, 10, 13]
[13, 10, 12, 4, 7]
[2, 13, 1, 5, 14]
[0, 9, 5, 2, 1]
[13, 2, 10, 4, 1]
[11, 8, 5, 2, 6]
[13, 12, 11, 5, 6]
[12, 11, 7, 4, 8]
[9, 14, 13, 3, 6]
[9, 2, 0, 3, 7]
[4, 14, 13, 1, 3]
[7, 13, 11, 8, 3]
[10, 6, 2, 0, 4]
[5, 10, 12, 13, 7]
[7, 6, 13, 2, 11]
[7, 13, 1, 4, 9]
[11, 1, 5, 6, 13]
[10, 0, 6, 5, 4]
[2, 12, 0, 7, 4]
[11, 10, 0, 1, 6]
[10, 3, 5, 1, 12]
[13, 6, 2, 8, 5]
[1, 10, 3, 13, 14]
[9, 12, 6, 13, 5]
[0, 2, 5, 11, 1]
[13, 6, 0, 7, 8]
[6, 8, 2, 14, 0]
[1, 10, 14, 12, 5]
[1, 6, 4, 2, 8]
[4, 5, 13, 8, 1]
[2, 7, 9, 6, 8]
[1, 5, 3, 0, 6]
[2, 11, 1, 0, 13]
[8, 9, 10, 5, 6]
[0, 1, 14, 9, 12]
[1, 2, 10, 6, 11]
[1, 14, 10, 7, 9]
[7, 6, 5, 10, 14]
[2, 3, 10, 1, 0]
[10, 0, 9, 6, 2]
[1, 5, 0, 11, 6]
[6, 3, 4, 12, 11]
[9, 14, 12, 13, 10]
[6, 14, 10, 7, 4]
[0, 10, 2, 6, 13]
[4, 12, 13, 3, 8]
[2, 4, 8, 14, 7]
[14, 7, 3, 1, 11]
[7, 9, 3, 8, 13]
[0, 13, 9, 5, 8]
[9, 6, 1, 7, 12]
[12, 3, 0, 4, 9]
[8, 14, 5, 11, 13]
[11, 6, 8, 5, 1]
[5, 6, 11, 0, 1]
[10, 14, 12, 4, 7]
[4, 2, 8, 6, 12]
[0, 6, 1, 11, 5]
[13, 12, 1, 3, 5]
[8, 2, 4, 12, 5]
[0, 4, 5, 8, 2]
[4, 8, 7, 2, 6]
[14, 13, 0, 9, 10]
[5, 3, 12, 9, 6]
[12, 0, 1, 11, 5]
[10, 1, 4, 3, 7]
[0, 12, 2, 5, 10]
[14, 1, 11, 0, 10]
[2, 5, 6, 1, 8]
[7, 8, 14, 2, 10]
[5, 6, 9, 4, 3]
[0, 14, 8, 5, 7]
[9, 5, 1, 4, 11]
[13, 12, 10, 14, 8]
[5, 13, 0, 2, 4]
[12, 13, 7, 9, 5]
[13, 6, 8, 9, 4]
[7, 9, 8, 12, 13]
[3, 11, 4, 9, 10]
[7, 0, 1, 12, 9]
[11, 12, 7, 3, 0]
[10, 14, 3, 13, 7]
[9, 13, 1, 4, 8]
[2, 8, 14, 12, 10]
[11, 7, 12, 10, 13]
[2, 4, 3, 14, 8]
[7, 4, 13, 2, 14]
[7, 4, 2, 3, 12]
[2, 1, 14, 10, 11]
[12, 11, 3, 7, 14]
[11, 5, 9, 7, 3]
[2, 13, 0, 6, 8]
[2, 3, 12, 8, 0]
[6, 0, 7, 11, 13]
[6, 4, 11, 10, 0]
[10, 1, 8, 0, 5]
[14, 3, 7, 12, 9]
[3, 0, 11, 13, 1]
[7, 8, 10, 12, 13]
