P1,P2,...,Pn
[6, 12, 1, 9, 7]
[10, 6, 1, 7, 8]
[9, 12, 6, 3, 13]
[4, 8, 7, 13, 1]
[1, 3, 10, 0, 13]
[7, 2, 11, 13, 10]
[5, 13, 10, 4, 3]
[1, 0, 6, 7, 3]
[0, 5, 10, 13, 7]
[12, 9, 14, 6, 5]
[2, 5, 6, 7, 13]
[4, 10, 5, 7, 12]
[5, 10, 8, 6, 2]
[12, 1, 6, 8, 14]
[4, 1, 0, 14, 2]
[1, 0, 13, 12, 10]
[13, 6, 11, 10, 0]
[0, 10, 13, 1, 2]
[2, 4, 3, 9, 13]
[6, 11, 1, 8, 12]
[12, 7, 11, 8, 2]
[6, 0, 13, 3, 11]
[4, 6, 3, 2, 7]
[14, 5, 13, 11, 8]
[1, 3, 4, 12, 6]
[6, 5, 9, 10, 2]
[1, 10, 0, 7, 13]
[9, 11, 8, 7, 3]
[7, 9, 10, 4, 1]
[14, 9, 4, 5, 0]
[1, 8, 6, 2, 10]
[8, 14, 4, 1, 5]
[5, 7, 8, 0, 10]
[6, 5, 11, 7, 8]
[4, 8, 3, 14, 10]
[0, 11, 13, 1, 3]
[9, 7, 2, 10, 14]
[1, 10, 7, 13, 11]
[6, 3, 5, 7, 8]
[8, 14, 7, 4, 2]
[0, 8, 10, 7, 13]
[1, 13, 14, 3, 7]
[2, 9, 7, 11, 13]
[11, 12, 3, 5, 4]
[8, 4, 11, 3, 7]
[2, 12, 8, 5, 14]
[1, 3, 13, 10, 12]
[0, 10, 6, 4, 13]
[7, 2, 0, 8, 14]
[1, 4, 3, 5, 8]
[5, 4, 11, 1, 9]
[5, 10, 11, 0, 2]
[8, 3, 6, 14, 7]
[2, 13, 5, 0, 3]
[10, 3, 2, 7, 0]
[10, 14, 3, 2, 7]
[0, 2, 4, 11, 3]
[1, 0, 11, 5, 4]
[8, 0, 4, 5, 10]
[7, 8, 1, 12, 2]
[2, 6, 10, 3, 1]
[3, 10, 2, 8, 7]
[7, 6, 11, 13, 8]
[7, 8, 2, 13, 3]
[2, 12, 14, 1, 5]
[4, 11, 3, 14, 1]
[4, 14, 1, 5, 9]
[4, 7, 6, 10, 9]
[14, 5, 10, 1, 6]
[10, 12, 8, 11, 7]
[4, 13, 12, 7, 0]
[14, 9, 3, 11, 4]
[14, 10, 8, 5, 11]
[2, 9, 8, 7, 3]
[5, 0, 4, 13, 9]
[1, 12, 13, 14, 0]
[2, 3, 0, 1, 4]
[2, 1, 6, 10, 3]
[0, 9, 11, 5, 10]
[11, 14, 8, 2, 3]
[4, 14, 3, 12, 11]
[1, 11, 6, 5, 14]
[14, 2, 12, 7, 5]
[12, 6, 10, 5, 3]
[6, 14, 5, 7, 9]
[5, 12, 11, 2, 9]
[12, 9, 1, 2, 5]
[5, 1, 13, 4, 7]
[14, 11, 5, 4, 10]
[6, 12, 14, 1, 8]
[7, 1, 4, 5, 8]
[4, 2, 8, 3, 6]
[1, 9, 3, 12, 0]
[9, 13, 5, 10, 12]
[9, 5, 13, 8, 4]
[12, 8, 4, 14, 10]
[10, 13, 14, 6, 12]
[1, 5, 7, 3, 6]
[10, 13, 0, 7, 11]
[12, 2, 5, 10, 13]
[5, 13, 10, 4, 9]
[1, 10, 13, 5, 14]
[7, 13, 14, 1, 5]
