P1,P2,...,Pn
[0, 9, 5, 6, 14]
[6, 12, 11, 2, 8]
[14, 6, 0, 7, 11]
[0, 2, 11, 3, 14]
[12, 11, 2, 5, 14]
[12, 1, 5, 2, 3]
[6, 13, 11, 0, 12]
[12, 8, 10, 14, 13]
[3, 2, 12, 14, 4]
[4, 6, 3, 0, 14]
[8, 12, 10, 6, 5]
[12, 0, 10, 2, 13]
[14, 11, 3, 0, 13]
[14, 3, 4, 0, 10]
[9, 0, 14, 13, 1]
[9, 10, 11, 13, 3]
[7, 14, 10, 9, 1]
[5, 0, 12, 8, 3]
[12, 0, 11, 13, 9]
[9, 10, 12, 5, 3]
[3, 6, 0, 11, 5]
[1, 0, 3, 12, 8]
[4, 10, 3, 11, 0]
[6, 1, 7, 2, 11]
[1, 8, 9, 12, 2]
[9, 5, 3, 13, 2]
[13, 0, 12, 4, 8]
[3, 0, 2, 7, 9]
[11, 1, 0, 9, 8]
[3, 1, 13, 9, 7]
[8, 14, 5, 6, 11]
[4, 13, 10, 7, 12]
[0, 6, 1, 3, 11]
[3, 5, 9, 12, 8]
[4, 12, 14, 10, 5]
[10, 13, 11, 14, 5]
[11, 4, 7, 8, 6]
[9, 1, 5, 12, 4]
[3, 2, 8, 12, 9]
[10, 5, 13, 7, 3]
[13, 0, 6, 10, 7]
[12, 3, 1, 13, 4]
[12, 0, 10, 7, 13]
[2, 11, 4, 3, 10]
[6, 8, 9, 7, 0]
[9, 3, 14, 2, 5]
[5, 6, 8, 1, 12]
[4, 5, 0, 10, 12]
[10, 14, 0, 6, 8]
[14, 11, 1, 10, 2]
[2, 1, 11, 3, 5]
[11, 10, 9, 0, 2]
[11, 1, 9, 5, 14]
[9, 5, 1, 2, 4]
[13, 3, 1, 8, 14]
[0, 1, 9, 12, 7]
[13, 2, 10, 5, 7]
[9, 8, 0, 2, 6]
[5, 12, 6, 13, 11]
[6, 8, 13, 4, 3]
[8, 12, 9, 2, 5]
[5, 4, 13, 6, 2]
[0, 11, 1, 2, 12]
[8, 13, 10, 12, 3]
[4, 7, 8, 3, 13]
[4, 5, 12, 11, 10]
[11, 12, 13, 0, 14]
[4, 5, 14, 13, 7]
[7, 11, 10, 1, 9]
[11, 3, 9, 2, 5]
[9, 4, 11, 10, 5]
[8, 11, 2, 0, 14]
[7, 14, 5, 2, 6]
[5, 10, 12, 1, 14]
[13, 1, 0, 7, 4]
[6, 5, 8, 2, 1]
[7, 6, 8, 0, 2]
[6, 12, 4, 3, 14]
[0, 12, 13, 9, 8]
[13, 3, 10, 8, 12]
[6, 4, 11, 5, 2]
[4, 7, 1, 5, 11]
[12, 14, 7, 2, 5]
[6, 14, 7, 4, 11]
[2, 14, 8, 7, 9]
[2, 8, 0, 14, 7]
[4, 14, 5, 3, 13]
[12, 8, 13, 4, 2]
[13, 7, 0, 12, 8]
[12, 2, 14, 9, 3]
[13, 3, 12, 2, 4]
[10, 6, 12, 4, 5]
[13, 11, 10, 14, 9]
[11, 4, 8, 5, 9]
[9, 2, 4, 13, 6]
[10, 6, 12, 5, 8]
[7, 12, 8, 11, 6]
[3, 5, 0, 4, 1]
[13, 9, 7, 4, 11]
[10, 0, 9, 5, 11]
[9, 6, 2, 8, 14]
[0, 10, 14, 8, 9]
[6, 13, 14, 9, 5]
[14, 11, 2, 8, 5]
[13, 5, 3, 1, 4]
[8, 14, 5, 11, 9]
[2, 3, 12, 13, 1]
[11, 8, 5, 6, 3]
[13, 2, 12, 5, 4]
[7, 5, 11, 2, 13]
[14, 1, 2, 6, 7]
[11, 8, 7, 5, 9]
[4, 6, 8, 9, 10]
[6, 9, 13, 14, 3]
[12, 2, 6, 13, 9]
[14, 0, 6, 10, 2]
[10, 4, 11, 6, 2]
[4, 9, 3, 12, 10]
[14, 11, 7, 1, 6]
[6, 12, 8, 0, 13]
[11, 5, 4, 14, 6]
[6, 3, 2, 12, 0]
[13, 10, 4, 7, 11]
[4, 7, 5, 8, 6]
[4, 7, 0, 5, 11]
[0, 14, 12, 7, 5]
[7, 8, 0, 2, 4]
[3, 5, 10, 14, 0]
[0, 10, 7, 12, 4]
[2, 12, 8, 3, 11]
[0, 1, 6, 12, 3]
[9, 10, 5, 6, 7]
[3, 7, 5, 4, 2]
[6, 12, 10, 1, 8]
[11, 7, 3, 0, 14]
[1, 10, 12, 14, 8]
[8, 2, 12, 6, 0]
