P1,P2,...,Pn
[8, 4, 0, 14, 11]
[7, 2, 13, 0, 5]
[2, 12, 6, 14, 5]
[7, 8, 10, 13, 0]
[4, 7, 8, 6, 10]
[2, 0, 7, 9, 8]
[0, 12, 7, 5, 8]
[13, 9, 8, 2, 14]
[11, 9, 4, 0, 7]
[1, 5, 7, 6, 14]
[0, 7, 8, 5, 12]
[2, 12, 8, 10, 11]
[9, 8, 10, 1, 5]
[4, 13, 0, 1, 9]
[12, 8, 2, 11, 9]
[2, 3, 5, 0, 4]
[7, 13, 8, 10, 14]
[7, 10, 4, 6, 12]
[3, 14, 11, 1, 0]
[1, 5, 14, 7, 6]
[5, 8, 6, 10, 3]
[12, 0, 10, 2, 6]
[2, 0, 12, 14, 7]
[0, 14, 9, 10, 7]
[12, 13, 7, 11, 8]
[13, 0, 14, 6, 11]
[9, 3, 1, 10, 14]
[6, 4, 2, 13, 5]
[2, 3, 12, 13, 11]
[5, 3, 0, 12, 13]
[13, 12, 11, 4, 2]
[5, 11, 10, 14, 3]
[6, 14, 0, 2, 3]
[4, 6, 2, 8, 10]
[7, 5, 3, 9, 8]
[4, 7, 6, 13, 8]
[13, 10, 11, 5, 9]
[12, 14, 5, 2, 4]
[0, 7, 6, 8, 10]
[10, 1, 14, 4, 11]
[11, 5, 14, 3, 8]
[3, 12, 0, 9, 11]
[13, 14, 11, 9, 7]
[7, 10, 2, 5, 6]
[11, 6, 14, 1, 5]
[2, 3, 6, 7, 0]
[13, 10, 3, 7, 0]
[12, 2, 3, 8, 6]
[11, 10, 2, 12, 9]
[14, 10, 0, 11, 7]
[9, 10, 6, 4, 2]
[1, 14, 10, 7, 6]
[14, 10, 1, 2, 5]
[3, 12, 11, 14, 9]
[1, 11, 13, 12, 3]
[3, 11, 14, 2, 5]
[10, 13, 12, 7, 4]
[3, 10, 11, 13, 12]
[13, 8, 12, 14, 5]
[9, 0, 12, 3, 14]
[5, 13, 7, 10, 2]
[13, 12, 11, 1, 5]
[8, 3, 4, 5, 13]
[6, 7, 3, 14, 4]
[7, 11, 0, 12, 6]
[10, 7, 8, 2, 5]
[12, 8, 3, 4, 14]
[4, 2, 14, 8, 10]
[11, 14, 7, 0, 9]
[7, 9, 11, 4, 0]
[12, 6, 10, 9, 2]
[11, 1, 6, 14, 9]
[5, 8, 14, 13, 7]
[1, 12, 9, 11, 13]
[5, 1, 7, 0, 6]
[14, 0, 3, 8, 2]
[14, 4, 8, 13, 6]
[7, 11, 3, 4, 5]
[11, 4, 8, 3, 5]
[12, 2, 9, 0, 5]
[3, 11, 6, 10, 1]
[8, 11, 0, 1, 2]
[11, 6, 9, 4, 1]
[13, 14, 1, 0, 5]
[11, 7, 10, 1, 6]
[2, 6, 9, 11, 3]
[0, 3, 8, 11, 2]
[12, 2, 1, 13, 7]
[11, 12, 8, 5, 10]
[10, 2, 13, 8, 4]
[9, 4, 7, 3, 13]
[8, 0, 4, 3, 12]
[12, 9, 10, 8, 1]
[7, 12, 1, 13, 6]
[14, 0, 10, 7, 4]
[8, 12, 7, 1, 3]
[14, 8, 2, 13, 11]
[4, 14, 10, 8, 9]
[2, 12, 0, 9, 14]
[1, 12, 8, 14, 5]
[2, 4, 11, 7, 6]
[1, 0, 10, 8, 14]
[14, 7, 13, 4, 3]
[8, 7, 14, 4, 6]
[8, 0, 12, 10, 1]
[7, 6, 8, 5, 0]
[3, 7, 12, 10, 9]
[1, 14, 3, 11, 2]
[5, 10, 12, 11, 0]
[8, 1, 5, 4, 3]
[6, 3, 9, 13, 7]
[2, 6, 5, 10, 13]
