P1,P2,...,Pn
[2, 13, 0, 8]
[7, 12, 8, 4]
[1, 2, 3, 11]
[8, 4, 3, 9]
[3, 12, 7, 10]
[1, 3, 13, 10]
[4, 6, 9, 3]
[2, 4, 6, 7]
[8, 7, 6, 4]
[7, 3, 6, 11]
[13, 11, 0, 12]
[0, 4, 10, 1]
[2, 1, 0, 14]
[13, 12, 4, 3]
[6, 0, 2, 12]
[13, 12, 9, 8]
[14, 2, 7, 4]
[3, 2, 8, 14]
[11, 9, 12, 2]
[8, 7, 10, 0]
[7, 12, 13, 9]
[7, 2, 4, 3]
[2, 6, 12, 0]
[3, 12, 6, 5]
[12, 2, 3, 5]
[11, 2, 7, 6]
[11, 6, 7, 4]
[4, 13, 10, 14]
[13, 8, 2, 12]
[6, 8, 3, 0]
[13, 4, 11, 7]
[6, 0, 2, 12]
[0, 11, 2, 3]
[0, 4, 1, 11]
[12, 4, 8, 7]
[13, 0, 7, 10]
[12, 1, 5, 8]
[5, 9, 1, 13]
[8, 11, 9, 0]
[6, 8, 5, 12]
[9, 4, 8, 3]
[4, 14, 6, 7]
[0, 10, 6, 1]
[2, 10, 11, 8]
[7, 6, 0, 14]
[6, 7, 10, 11]
[13, 5, 0, 9]
[5, 13, 9, 8]
[5, 0, 12, 1]
[9, 14, 11, 2]
[4, 13, 6, 2]
[12, 2, 6, 1]
[9, 8, 1, 0]
[2, 3, 12, 4]
[3, 14, 6, 12]
[4, 11, 14, 6]
[4, 2, 9, 5]
[6, 7, 10, 3]
[12, 9, 14, 11]
[9, 1, 6, 5]
[14, 6, 8, 11]
[0, 7, 6, 4]
[6, 10, 11, 3]
[0, 13, 1, 10]
[13, 6, 12, 2]
[5, 13, 9, 7]
[1, 6, 0, 4]
[10, 7, 5, 2]
[8, 4, 9, 3]
[11, 7, 2, 12]
[7, 12, 6, 10]
[6, 4, 0, 2]
[5, 4, 3, 12]
[3, 5, 12, 6]
[1, 14, 4, 3]
[12, 13, 6, 1]
[5, 4, 11, 14]
[7, 5, 3, 2]
[13, 14, 4, 12]
[4, 6, 12, 13]
[10, 12, 0, 2]
[6, 2, 12, 5]
[14, 12, 6, 2]
[9, 12, 2, 5]
[8, 9, 2, 12]
[4, 5, 13, 0]
[8, 11, 9, 1]
[12, 4, 5, 3]
[7, 5, 1, 0]
[9, 10, 12, 4]
[13, 12, 14, 2]
[11, 9, 12, 2]
[8, 0, 11, 3]
[12, 10, 7, 2]
[6, 14, 12, 11]
[4, 13, 5, 8]
[7, 3, 12, 6]
[4, 6, 1, 2]
[2, 13, 0, 5]
[13, 4, 1, 10]
[13, 2, 10, 5]
[5, 2, 3, 12]
[3, 1, 13, 6]
[9, 8, 13, 5]
[7, 14, 10, 5]
[9, 13, 11, 7]
[6, 11, 12, 1]
[6, 4, 10, 2]
[6, 2, 4, 5]
