P1,P2,...,Pn
[7, 3, 4, 5]
[1, 11, 6, 14]
[4, 2, 5, 12]
[4, 8, 3, 13]
[8, 3, 6, 0]
[3, 11, 13, 4]
[6, 0, 13, 4]
[13, 3, 11, 14]
[10, 7, 14, 1]
[11, 10, 2, 1]
[10, 12, 4, 6]
[10, 6, 12, 9]
[10, 8, 6, 3]
[9, 4, 7, 8]
[1, 10, 14, 8]
[3, 5, 14, 2]
[11, 7, 13, 1]
[2, 14, 6, 0]
[11, 3, 0, 9]
[10, 0, 3, 1]
[7, 6, 2, 1]
[0, 1, 11, 2]
[2, 0, 1, 14]
[11, 14, 3, 10]
[6, 10, 4, 13]
[12, 6, 8, 0]
[5, 8, 1, 6]
[10, 12, 0, 7]
[2, 13, 9, 11]
[7, 10, 14, 11]
[14, 4, 5, 6]
[11, 4, 12, 14]
[0, 6, 4, 10]
[14, 10, 4, 2]
[12, 6, 14, 2]
[6, 8, 10, 0]
[5, 4, 1, 2]
[0, 12, 8, 14]
[10, 11, 0, 13]
[13, 4, 0, 1]
[13, 7, 6, 5]
[4, 6, 13, 0]
[9, 5, 4, 13]
[4, 2, 9, 5]
