P1,P2,...,Pn
[6, 2, 0, 12]
[7, 6, 4, 12]
[10, 5, 4, 1]
[14, 6, 5, 0]
[0, 4, 7, 13]
[12, 9, 4, 8]
[4, 8, 3, 5]
[7, 12, 10, 1]
[8, 9, 2, 7]
[10, 13, 8, 0]
[0, 2, 13, 3]
[6, 4, 9, 12]
[1, 14, 12, 5]
[3, 14, 6, 8]
[2, 6, 7, 13]
[0, 8, 2, 3]
[14, 11, 7, 10]
[1, 5, 12, 7]
[1, 7, 8, 11]
[2, 13, 8, 7]
[6, 1, 13, 8]
[9, 13, 10, 12]
[12, 4, 10, 0]
[10, 3, 5, 6]
[3, 12, 0, 14]
[11, 12, 1, 10]
[9, 8, 14, 0]
[7, 14, 8, 11]
[5, 6, 7, 10]
[14, 4, 2, 13]
[0, 4, 3, 9]
[11, 10, 0, 7]
[13, 14, 9, 5]
[1, 9, 14, 4]
[3, 2, 13, 1]
[3, 5, 0, 8]
[11, 13, 8, 7]
[11, 9, 10, 7]
[13, 6, 1, 9]
[11, 7, 13, 1]
[9, 7, 14, 10]
[8, 2, 0, 5]
[9, 7, 13, 12]
[14, 3, 8, 0]
[12, 3, 5, 14]
[10, 11, 0, 6]
[11, 0, 12, 7]
[1, 2, 7, 0]
[6, 2, 0, 3]
[11, 2, 6, 14]
[8, 9, 12, 3]
[9, 4, 10, 12]
[5, 7, 0, 11]
[14, 13, 2, 12]
[12, 9, 0, 13]
[14, 3, 8, 4]
[9, 12, 4, 5]
[2, 12, 8, 0]
[6, 4, 0, 14]
[11, 7, 2, 9]
[11, 5, 4, 14]
[1, 13, 5, 8]
[10, 6, 3, 5]
[5, 10, 6, 3]
[4, 9, 13, 14]
[2, 9, 10, 11]
[14, 0, 7, 6]
[8, 14, 9, 12]
[2, 6, 7, 3]
[4, 13, 7, 11]
[9, 7, 0, 1]
[12, 8, 4, 5]
[13, 4, 1, 3]
[5, 1, 0, 4]
[10, 6, 4, 1]
[8, 7, 11, 2]
[1, 14, 12, 10]
[11, 14, 5, 7]
[11, 13, 0, 8]
[9, 7, 14, 4]
[4, 8, 1, 11]
[13, 4, 6, 3]
[8, 7, 0, 10]
[5, 10, 11, 13]
[2, 6, 5, 12]
[14, 6, 3, 12]
[13, 2, 14, 9]
[12, 7, 4, 5]
[7, 8, 0, 12]
[14, 8, 10, 4]
[14, 6, 3, 5]
[1, 7, 5, 14]
[4, 3, 5, 0]
[6, 8, 13, 14]
[5, 9, 1, 6]
[6, 13, 9, 12]
[13, 2, 7, 14]
[2, 14, 7, 1]
[3, 0, 7, 9]
[12, 3, 6, 2]
[13, 1, 11, 4]
[4, 8, 0, 10]
[2, 1, 0, 7]
[13, 3, 9, 7]
[7, 13, 10, 6]
[7, 6, 12, 11]
[10, 13, 9, 12]
[9, 0, 4, 14]
[13, 2, 14, 3]
[8, 1, 2, 11]
[6, 11, 10, 9]
[4, 11, 2, 7]
[5, 2, 6, 11]
[10, 13, 1, 3]
[3, 8, 11, 9]
[2, 11, 4, 12]
[0, 5, 11, 6]
[14, 7, 3, 11]
[0, 14, 3, 9]
[9, 2, 3, 10]
[12, 4, 5, 1]
[6, 2, 1, 8]
[7, 14, 12, 2]
[7, 13, 11, 6]
[2, 14, 10, 11]
[14, 3, 10, 2]
[10, 11, 5, 2]
[14, 2, 6, 11]
[4, 14, 0, 6]
[12, 10, 0, 13]
[12, 2, 13, 0]
[5, 6, 0, 14]
[14, 6, 1, 0]
[12, 9, 8, 0]
[0, 8, 9, 7]
[9, 5, 10, 2]
[8, 14, 4, 0]
[5, 7, 6, 13]
[6, 9, 10, 4]
[9, 2, 6, 8]
[3, 2, 10, 12]
[14, 13, 5, 3]
[4, 6, 0, 5]
[4, 12, 7, 5]
[7, 5, 8, 12]
[5, 3, 2, 6]
[11, 0, 9, 4]
[0, 7, 14, 10]
[0, 5, 6, 1]
[13, 12, 6, 1]
[7, 11, 12, 9]
[12, 8, 3, 11]
[1, 3, 0, 5]
[9, 8, 6, 0]
[8, 0, 3, 14]
[0, 6, 7, 1]
[8, 0, 6, 7]
[3, 6, 10, 4]
[10, 0, 8, 12]
[14, 6, 9, 8]
[13, 12, 5, 4]
[3, 6, 4, 14]
[11, 5, 10, 9]
[2, 1, 12, 13]
[11, 9, 1, 4]
[1, 7, 8, 3]
[0, 1, 10, 7]
[7, 2, 13, 0]
[2, 10, 11, 14]
[4, 5, 13, 2]
[13, 6, 8, 0]
[4, 2, 0, 3]
[2, 11, 6, 14]
[13, 11, 12, 2]
[0, 1, 4, 10]
[13, 5, 1, 12]
[3, 1, 9, 12]
[10, 6, 4, 8]
[2, 8, 7, 0]
[10, 5, 7, 8]
[6, 7, 13, 10]
[1, 12, 6, 3]
[2, 9, 10, 4]
[14, 4, 10, 7]
[5, 6, 3, 11]
[8, 14, 12, 2]
[10, 11, 3, 2]
[10, 6, 2, 3]
[13, 5, 2, 6]
[9, 12, 4, 1]
[1, 0, 6, 3]
[10, 9, 12, 6]
[6, 10, 12, 4]
[9, 12, 7, 13]
[9, 0, 12, 8]
[11, 1, 6, 5]
[9, 4, 14, 12]
[6, 1, 5, 0]
[10, 9, 8, 4]
[13, 10, 14, 12]
[10, 12, 9, 2]
[2, 6, 14, 7]
[1, 8, 13, 9]
[1, 11, 13, 0]
[11, 14, 13, 8]
[1, 0, 11, 7]
[6, 2, 10, 0]
[6, 5, 14, 8]
[12, 1, 3, 4]
[0, 9, 4, 10]
[2, 9, 11, 6]
[0, 13, 1, 6]
[12, 3, 5, 11]
[2, 1, 5, 12]
[0, 8, 14, 1]
[12, 6, 14, 13]
