P1,P2,...,Pn
[5, 9, 0, 7]
[12, 8, 4, 7]
[12, 13, 4, 0]
[2, 6, 12, 8]
[1, 14, 3, 5]
[9, 3, 7, 5]
[11, 2, 5, 7]
[5, 14, 0, 11]
[12, 11, 0, 13]
[2, 3, 12, 8]
[7, 5, 1, 14]
[1, 2, 8, 0]
[4, 7, 14, 13]
[2, 6, 8, 9]
[2, 7, 3, 14]
[13, 12, 4, 8]
[7, 1, 11, 4]
[9, 11, 7, 5]
[4, 1, 6, 3]
[13, 5, 10, 9]
[5, 3, 4, 10]
[11, 12, 0, 8]
[1, 2, 3, 10]
[3, 0, 9, 1]
[0, 4, 8, 1]
[1, 7, 10, 4]
[5, 0, 10, 2]
[3, 9, 4, 13]
[5, 4, 6, 10]
[13, 6, 12, 10]
[4, 14, 11, 1]
[8, 3, 4, 2]
[6, 9, 0, 5]
[7, 6, 3, 12]
[1, 9, 10, 7]
[9, 14, 6, 4]
[12, 10, 5, 7]
[9, 8, 10, 3]
[4, 8, 14, 2]
[0, 1, 14, 5]
[11, 12, 7, 4]
[0, 2, 4, 8]
[10, 0, 6, 13]
[14, 12, 6, 5]
[11, 3, 0, 6]
[5, 6, 13, 3]
[3, 2, 13, 9]
[10, 14, 13, 2]
[14, 12, 5, 7]
[12, 11, 2, 14]
[4, 3, 13, 2]
[12, 3, 14, 10]
[14, 4, 5, 9]
[2, 13, 14, 8]
[0, 6, 12, 9]
[2, 0, 8, 5]
[5, 1, 7, 11]
[0, 5, 8, 14]
[0, 10, 8, 2]
[3, 5, 8, 6]
[11, 2, 1, 12]
[10, 11, 6, 7]
[1, 9, 8, 13]
[7, 4, 13, 5]
[13, 5, 6, 7]
[0, 3, 4, 2]
[13, 1, 14, 6]
[7, 11, 3, 8]
[6, 9, 12, 2]
[13, 2, 6, 10]
[9, 11, 5, 0]
[13, 10, 1, 9]
[6, 4, 10, 11]
[13, 14, 10, 3]
[13, 14, 7, 6]
[10, 4, 1, 7]
[7, 5, 9, 1]
[0, 12, 1, 8]
[1, 7, 2, 3]
[12, 6, 9, 11]
[0, 4, 10, 5]
[8, 10, 13, 5]
[12, 14, 3, 4]
[5, 8, 12, 9]
[13, 1, 5, 6]
[9, 7, 12, 5]
[6, 13, 4, 0]
[7, 10, 2, 1]
[5, 6, 11, 1]
[8, 4, 2, 1]
[5, 14, 1, 2]
[0, 7, 14, 13]
[1, 6, 12, 9]
[7, 11, 13, 8]
[6, 11, 1, 14]
[7, 12, 9, 1]
[7, 13, 14, 5]
[3, 7, 0, 14]
[3, 5, 12, 14]
[13, 3, 6, 7]
[2, 6, 1, 13]
[0, 12, 2, 3]
[6, 14, 7, 10]
[4, 5, 2, 9]
[6, 4, 14, 10]
[12, 6, 7, 1]
[1, 4, 12, 9]
[14, 1, 6, 5]
[7, 9, 5, 12]
[3, 10, 8, 9]
[7, 13, 10, 0]
[7, 2, 13, 14]
[5, 0, 12, 11]
[13, 8, 3, 1]
[9, 3, 5, 14]
[0, 4, 8, 9]
[0, 10, 12, 2]
[12, 11, 9, 13]
[11, 3, 0, 7]
[0, 14, 12, 13]
[4, 2, 13, 3]
[12, 8, 7, 14]
[10, 4, 8, 12]
[14, 10, 12, 2]
[5, 11, 1, 14]
[8, 14, 5, 10]
[10, 11, 3, 1]
[10, 5, 13, 6]
[14, 4, 7, 6]
[1, 13, 4, 0]
[9, 10, 5, 11]
[10, 3, 13, 11]
[8, 9, 3, 10]
[6, 0, 12, 2]
[14, 2, 4, 11]
