P1,P2,...,Pn
[2, 9, 4, 14, 5]
[0, 3, 5, 2, 11]
[12, 1, 7, 10, 8]
[7, 3, 8, 13, 11]
[14, 10, 4, 12, 1]
[5, 6, 3, 9, 13]
[10, 3, 2, 13, 8]
[5, 10, 8, 11, 3]
[12, 3, 6, 9, 1]
[9, 13, 5, 3, 6]
[4, 1, 0, 11, 5]
[10, 3, 1, 6, 11]
[13, 5, 3, 12, 10]
[9, 12, 7, 3, 5]
[0, 9, 7, 12, 11]
[12, 2, 5, 9, 0]
[3, 8, 9, 11, 6]
[9, 6, 11, 12, 10]
[12, 7, 11, 6, 13]
[8, 9, 14, 2, 13]
[3, 6, 12, 14, 11]
[1, 3, 2, 9, 7]
[4, 11, 0, 8, 7]
[3, 8, 7, 2, 5]
[11, 1, 8, 14, 4]
[1, 8, 13, 6, 10]
[6, 2, 3, 4, 9]
[13, 12, 10, 6, 8]
[10, 0, 4, 14, 13]
[3, 2, 7, 1, 4]
[11, 13, 2, 12, 1]
[5, 2, 4, 13, 8]
[0, 6, 9, 11, 8]
[11, 6, 5, 1, 4]
[3, 7, 6, 10, 13]
[0, 14, 11, 3, 10]
[14, 3, 7, 6, 9]
[12, 14, 0, 11, 3]
[7, 3, 12, 1, 9]
[2, 9, 11, 12, 4]
[10, 14, 1, 7, 12]
[10, 7, 12, 2, 5]
[7, 12, 2, 11, 6]
[14, 10, 9, 0, 3]
[5, 1, 4, 0, 2]
[10, 5, 0, 8, 9]
[14, 3, 13, 0, 11]
[2, 7, 1, 9, 8]
[14, 11, 0, 10, 13]
[10, 0, 13, 12, 14]
[3, 14, 13, 4, 6]
[11, 14, 13, 10, 2]
[12, 14, 7, 1, 13]
[9, 12, 0, 14, 7]
[0, 5, 13, 4, 2]
[6, 4, 11, 2, 8]
[3, 13, 2, 12, 4]
[8, 6, 11, 12, 1]
[13, 9, 11, 1, 3]
[1, 6, 14, 0, 9]
[14, 8, 4, 11, 3]
[11, 14, 0, 13, 3]
[9, 12, 2, 3, 4]
[14, 3, 11, 1, 9]
[8, 6, 5, 14, 10]
[9, 4, 0, 3, 2]
[14, 10, 3, 13, 8]
[1, 12, 4, 14, 11]
[13, 6, 3, 8, 0]
[5, 11, 2, 3, 12]
[6, 3, 7, 10, 8]
[8, 11, 9, 14, 4]
[4, 10, 2, 7, 0]
[0, 14, 10, 3, 7]
[1, 4, 5, 6, 11]
[12, 5, 1, 8, 3]
[7, 11, 10, 1, 9]
[7, 0, 4, 11, 3]
[11, 3, 1, 6, 9]
[14, 7, 2, 13, 4]
[9, 4, 14, 2, 5]
[1, 13, 6, 0, 2]
[13, 8, 2, 4, 5]
[13, 1, 9, 7, 0]
[2, 14, 3, 8, 10]
[0, 7, 14, 4, 6]
[14, 3, 13, 7, 6]
[11, 0, 3, 7, 14]
[6, 9, 8, 12, 2]
[0, 11, 7, 12, 1]
[8, 5, 1, 7, 6]
[12, 14, 6, 7, 5]
[11, 12, 7, 4, 1]
[0, 12, 9, 4, 13]
[14, 0, 12, 7, 6]
[10, 13, 4, 12, 7]
[9, 7, 11, 4, 2]
[2, 5, 3, 12, 8]
[3, 6, 4, 1, 8]
[9, 8, 4, 2, 3]
[5, 3, 7, 2, 0]
[12, 0, 14, 3, 5]
[9, 0, 11, 12, 5]
[11, 12, 6, 1, 8]
[10, 2, 6, 3, 8]
[9, 0, 8, 13, 11]
[1, 9, 4, 12, 8]
[10, 13, 5, 7, 1]
[13, 1, 0, 8, 10]
[5, 13, 7, 6, 14]
[7, 11, 6, 3, 13]
[4, 7, 3, 5, 2]
[2, 6, 1, 14, 0]
[3, 7, 13, 14, 2]
[3, 6, 2, 8, 7]
[7, 2, 8, 11, 4]
[7, 10, 14, 5, 6]
[11, 8, 12, 13, 3]
[8, 1, 13, 4, 2]
[2, 3, 10, 9, 14]
[1, 8, 5, 14, 11]
[8, 2, 9, 12, 10]
[2, 14, 5, 8, 0]
[10, 14, 0, 13, 6]
[6, 10, 8, 11, 14]
[3, 12, 9, 2, 14]
[7, 3, 0, 2, 1]
[4, 6, 9, 14, 7]
[12, 7, 6, 9, 1]
[7, 4, 5, 3, 10]
[3, 1, 14, 4, 6]
[13, 10, 7, 4, 1]
[3, 9, 11, 12, 10]
[9, 13, 0, 1, 12]
[5, 13, 7, 3, 0]
[1, 4, 8, 11, 0]
[12, 14, 6, 8, 9]
[1, 4, 12, 5, 14]
[13, 10, 12, 5, 14]
[2, 4, 6, 5, 3]
[13, 2, 3, 12, 10]
[1, 12, 0, 10, 8]
[4, 1, 3, 12, 9]
[10, 12, 0, 6, 7]
[14, 2, 3, 4, 7]
[0, 2, 1, 5, 9]
[10, 6, 2, 4, 5]
[14, 7, 9, 12, 10]
[13, 5, 2, 3, 8]
[10, 2, 8, 11, 7]
[7, 10, 11, 3, 4]
[9, 0, 3, 12, 1]
[5, 14, 8, 0, 1]
[11, 3, 12, 0, 2]
[8, 3, 10, 12, 5]
[2, 7, 0, 9, 12]
[3, 8, 7, 6, 2]
[12, 3, 11, 6, 0]
[10, 7, 4, 8, 3]
[3, 12, 0, 14, 5]
[6, 7, 3, 13, 14]
[4, 11, 9, 2, 12]
[1, 6, 10, 3, 0]
[2, 6, 4, 3, 7]
[9, 12, 6, 13, 4]
[9, 4, 7, 13, 11]
[8, 1, 6, 11, 4]
[8, 2, 12, 13, 3]
[0, 8, 9, 10, 4]
[6, 4, 14, 10, 2]
[9, 14, 0, 2, 12]
[0, 13, 10, 14, 7]
[9, 1, 7, 13, 2]
[6, 9, 13, 8, 1]
[0, 4, 2, 5, 9]
[0, 8, 2, 12, 4]
[10, 0, 5, 11, 7]
[13, 4, 3, 2, 11]
[9, 7, 3, 1, 13]
[6, 3, 11, 13, 9]
[4, 3, 14, 8, 9]
[7, 10, 3, 4, 9]
[11, 6, 5, 0, 14]
[0, 8, 1, 14, 12]
[3, 7, 5, 1, 4]
[3, 14, 6, 4, 8]
[2, 9, 4, 11, 5]
[14, 1, 9, 3, 11]
[0, 4, 1, 6, 3]
[0, 10, 6, 4, 9]
[1, 12, 8, 5, 6]
[9, 6, 10, 2, 5]
[14, 4, 13, 1, 2]
