P1,P2,...,Pn
[9, 7, 12, 13, 5]
[4, 2, 3, 10, 14]
[1, 11, 2, 4, 0]
[5, 7, 1, 2, 4]
[12, 4, 0, 14, 7]
[9, 14, 1, 8, 6]
[7, 1, 6, 9, 8]
[0, 5, 7, 3, 8]
[13, 9, 4, 11, 0]
[3, 11, 6, 5, 12]
[14, 1, 6, 3, 4]
[5, 9, 3, 14, 7]
[6, 5, 10, 1, 9]
[6, 12, 11, 1, 5]
[12, 14, 10, 0, 5]
[6, 5, 0, 13, 9]
[1, 3, 8, 5, 4]
[11, 8, 3, 7, 2]
[14, 6, 11, 1, 10]
[3, 0, 6, 2, 11]
[13, 12, 11, 6, 1]
[5, 7, 2, 6, 12]
[5, 6, 10, 8, 13]
[14, 0, 9, 10, 12]
[5, 11, 8, 14, 9]
[12, 14, 6, 2, 11]
[12, 5, 6, 3, 2]
[2, 7, 6, 3, 11]
[5, 11, 0, 4, 3]
[1, 6, 4, 7, 8]
[6, 0, 7, 1, 2]
[7, 4, 0, 6, 14]
[2, 4, 5, 1, 7]
[5, 9, 0, 2, 3]
[2, 13, 1, 0, 4]
[3, 8, 0, 10, 4]
[6, 1, 0, 10, 11]
[6, 2, 14, 1, 3]
[8, 0, 7, 11, 10]
[10, 0, 11, 14, 9]
[1, 3, 2, 13, 0]
[8, 2, 14, 10, 4]
[8, 14, 13, 11, 3]
[12, 4, 5, 11, 10]
[2, 7, 14, 8, 5]
[1, 7, 2, 13, 5]
[7, 10, 8, 12, 3]
[12, 7, 13, 14, 6]
[6, 11, 0, 10, 8]
[6, 5, 10, 0, 1]
[4, 12, 6, 10, 1]
[2, 0, 8, 7, 10]
[8, 10, 0, 9, 14]
[13, 14, 12, 2, 7]
[0, 12, 1, 13, 5]
[4, 6, 12, 11, 7]
[9, 6, 0, 10, 12]
[4, 3, 13, 14, 8]
[13, 3, 11, 4, 8]
[7, 11, 13, 10, 3]
[9, 11, 7, 1, 4]
[13, 0, 11, 6, 9]
[8, 3, 1, 2, 12]
[3, 1, 11, 0, 9]
[14, 5, 13, 0, 9]
[3, 14, 1, 13, 6]
[9, 8, 7, 14, 1]
[3, 14, 5, 1, 13]
[2, 11, 3, 6, 13]
[5, 7, 6, 4, 2]
[9, 6, 2, 8, 10]
[9, 11, 5, 8, 2]
[13, 2, 6, 3, 11]
[1, 0, 13, 11, 4]
[5, 13, 10, 9, 1]
[7, 8, 12, 1, 6]
[0, 3, 1, 9, 7]
[2, 11, 14, 5, 3]
[2, 14, 5, 4, 3]
[1, 2, 7, 3, 13]
[6, 2, 5, 11, 1]
[3, 1, 14, 12, 11]
[2, 11, 1, 6, 0]
[11, 0, 1, 12, 6]
[5, 10, 4, 2, 0]
[8, 10, 5, 9, 12]
[2, 6, 13, 14, 3]
[2, 10, 9, 14, 7]
[7, 4, 5, 10, 1]
[0, 7, 10, 12, 9]
[1, 6, 10, 4, 11]
[9, 0, 7, 12, 6]
[5, 2, 12, 13, 6]
[7, 3, 12, 2, 13]
[2, 1, 12, 13, 14]
[7, 2, 5, 4, 1]
[2, 9, 14, 4, 6]
[3, 13, 6, 0, 1]
[6, 1, 13, 14, 5]
[12, 10, 2, 7, 3]
[10, 8, 9, 12, 14]
[6, 13, 4, 12, 9]
[9, 5, 8, 13, 11]
[9, 1, 12, 0, 13]
[14, 6, 11, 3, 9]
[1, 2, 13, 11, 8]
[2, 10, 5, 6, 8]
[3, 9, 1, 0, 2]
[5, 6, 4, 11, 8]
[0, 2, 13, 9, 1]
[5, 14, 6, 2, 8]
[0, 12, 4, 13, 8]
[5, 2, 10, 4, 0]
[12, 4, 13, 5, 9]
[7, 10, 12, 0, 9]
[12, 1, 14, 0, 7]
[1, 6, 7, 0, 13]
[1, 14, 0, 7, 5]
[7, 3, 8, 6, 5]
[8, 7, 3, 5, 13]
[14, 11, 2, 4, 5]
[3, 11, 12, 1, 5]
[10, 0, 14, 3, 6]
[7, 10, 5, 6, 8]
[1, 2, 5, 6, 10]
[3, 14, 11, 6, 7]
[8, 3, 11, 1, 2]
[5, 9, 6, 0, 4]
