P1,P2,...,Pn
[3, 12, 9, 13, 4]
[0, 4, 12, 3, 1]
[5, 6, 8, 11, 13]
[12, 8, 4, 5, 3]
[7, 13, 2, 1, 5]
[4, 5, 1, 0, 10]
[9, 5, 2, 11, 4]
[14, 5, 7, 4, 10]
[6, 12, 10, 7, 0]
[1, 3, 4, 2, 8]
[5, 6, 12, 11, 7]
[1, 12, 7, 13, 11]
[7, 12, 8, 9, 13]
[3, 2, 4, 11, 0]
[2, 3, 5, 7, 13]
[12, 5, 3, 6, 7]
[10, 11, 3, 14, 8]
[0, 13, 7, 12, 2]
[4, 6, 1, 10, 8]
[14, 7, 8, 11, 10]
[3, 7, 12, 8, 14]
[11, 6, 4, 12, 0]
[11, 9, 7, 14, 0]
[12, 3, 5, 0, 6]
[3, 14, 5, 9, 13]
[14, 13, 12, 2, 0]
[12, 1, 6, 14, 10]
[11, 6, 9, 4, 5]
[10, 3, 8, 7, 6]
[11, 5, 8, 14, 0]
[9, 2, 11, 3, 10]
[2, 8, 6, 1, 4]
[8, 1, 5, 11, 12]
[10, 9, 2, 8, 1]
[9, 7, 1, 10, 4]
[10, 0, 4, 3, 14]
[9, 6, 13, 1, 5]
[5, 8, 13, 6, 12]
[1, 9, 13, 12, 8]
[2, 0, 9, 12, 10]
[2, 5, 6, 13, 10]
[7, 9, 4, 1, 12]
[0, 13, 1, 14, 12]
[10, 1, 6, 13, 3]
[2, 9, 5, 12, 14]
[0, 2, 13, 1, 4]
[1, 11, 7, 6, 0]
[3, 9, 14, 8, 0]
[6, 13, 7, 10, 3]
[11, 6, 1, 7, 8]
[9, 10, 5, 1, 3]
[6, 9, 8, 11, 14]
[11, 7, 1, 3, 4]
[0, 13, 11, 14, 12]
[12, 6, 9, 3, 1]
[14, 6, 3, 13, 5]
[3, 6, 4, 12, 13]
[8, 4, 7, 11, 2]
[13, 12, 0, 5, 14]
[5, 6, 8, 7, 13]
[5, 4, 9, 12, 14]
[7, 13, 1, 12, 9]
[10, 5, 9, 11, 6]
[3, 4, 10, 9, 14]
[2, 1, 14, 3, 12]
[0, 4, 1, 8, 9]
[4, 12, 5, 1, 14]
[4, 3, 10, 11, 14]
[3, 9, 10, 2, 8]
[12, 5, 7, 6, 11]
[6, 5, 9, 10, 7]
[9, 11, 2, 3, 10]
[6, 14, 8, 12, 5]
[3, 0, 13, 11, 8]
[6, 9, 10, 3, 0]
[0, 12, 9, 2, 7]
[6, 10, 7, 2, 3]
[7, 4, 9, 13, 0]
[9, 3, 5, 8, 14]
[10, 9, 7, 0, 1]
[12, 7, 2, 8, 0]
[14, 4, 5, 13, 2]
[3, 6, 0, 2, 1]
[6, 0, 10, 13, 5]
[0, 13, 8, 5, 2]
[5, 3, 1, 9, 10]
[14, 3, 0, 10, 7]
[6, 4, 5, 7, 0]
[11, 4, 8, 7, 0]
[13, 2, 12, 9, 14]
[3, 9, 2, 6, 0]
[1, 10, 2, 13, 8]
[14, 12, 5, 3, 6]
[5, 14, 13, 4, 10]
[9, 7, 8, 5, 3]
[1, 13, 9, 0, 5]
[0, 8, 4, 11, 14]
[9, 0, 2, 1, 7]
[12, 13, 5, 8, 4]
[0, 12, 3, 13, 7]
[10, 14, 11, 3, 1]
[3, 11, 13, 14, 2]
[14, 0, 9, 11, 8]
[1, 2, 10, 0, 9]
[2, 9, 0, 1, 10]
[4, 8, 9, 13, 0]
[11, 6, 14, 4, 8]
[6, 3, 10, 5, 8]
[7, 9, 12, 5, 6]
[2, 1, 12, 8, 13]
[10, 1, 12, 2, 7]
[3, 13, 0, 10, 8]
[9, 12, 5, 6, 7]
[4, 11, 1, 6, 0]
[11, 4, 5, 9, 3]
[14, 10, 12, 0, 8]
[5, 8, 12, 3, 0]
[9, 6, 7, 8, 2]
[8, 6, 13, 3, 11]
[2, 8, 4, 6, 12]
[0, 11, 13, 6, 5]
[4, 5, 9, 0, 8]
[10, 9, 4, 1, 6]
[6, 12, 3, 4, 7]
