P1,P2,...,Pn
[11, 13, 12, 2]
[11, 3, 14, 8]
[7, 14, 10, 13]
[10, 13, 7, 5]
[14, 3, 10, 1]
[2, 8, 11, 14]
[10, 7, 14, 9]
[1, 2, 4, 3]
[7, 1, 8, 2]
[4, 3, 14, 11]
[12, 14, 0, 2]
[7, 11, 13, 8]
[4, 8, 5, 12]
[7, 10, 11, 9]
[5, 13, 8, 12]
[14, 8, 10, 12]
[9, 2, 6, 12]
[12, 1, 11, 4]
[9, 5, 2, 11]
[6, 13, 7, 10]
[9, 3, 4, 7]
[10, 14, 13, 11]
[5, 12, 2, 3]
[3, 4, 5, 1]
[1, 14, 6, 5]
[14, 1, 4, 5]
[9, 12, 4, 6]
[2, 9, 0, 3]
[0, 13, 12, 1]
[6, 7, 4, 12]
[6, 2, 4, 14]
[3, 13, 2, 0]
[11, 5, 10, 8]
[0, 4, 13, 9]
[8, 6, 7, 11]
[12, 5, 0, 4]
[14, 3, 2, 13]
[1, 8, 5, 2]
[4, 12, 6, 7]
[14, 1, 6, 5]
[9, 3, 10, 4]
[9, 5, 8, 12]
[2, 12, 6, 5]
[11, 12, 9, 14]
[8, 0, 10, 1]
[7, 3, 13, 5]
[7, 2, 10, 6]
[6, 0, 10, 8]
[1, 11, 6, 14]
[1, 10, 11, 9]
[3, 2, 11, 8]
[6, 4, 12, 9]
[11, 8, 9, 10]
[2, 5, 13, 7]
[14, 4, 1, 12]
[1, 12, 3, 7]
[6, 11, 10, 12]
[5, 8, 4, 13]
[5, 4, 9, 14]
[2, 6, 3, 0]
[14, 11, 2, 5]
[12, 5, 8, 2]
[14, 10, 6, 4]
[6, 1, 14, 12]
[12, 6, 14, 4]
[12, 14, 6, 4]
[11, 8, 12, 10]
[13, 8, 14, 12]
[5, 12, 11, 9]
[11, 4, 10, 2]
[5, 7, 10, 8]
[8, 1, 4, 3]
[9, 8, 11, 7]
[7, 13, 2, 3]
[0, 6, 9, 5]
[8, 2, 3, 10]
[6, 12, 8, 9]
[7, 1, 5, 6]
[9, 14, 3, 2]
[5, 13, 0, 8]
[1, 0, 4, 10]
[12, 13, 9, 3]
[3, 9, 14, 0]
[6, 11, 13, 9]
[14, 11, 8, 7]
[3, 13, 8, 2]
[13, 4, 6, 8]
[6, 7, 2, 14]
[3, 2, 6, 4]
[6, 8, 9, 0]
[5, 3, 14, 6]
[1, 8, 12, 13]
[2, 10, 0, 7]
[0, 5, 6, 4]
[14, 1, 13, 8]
[2, 12, 0, 3]
[2, 13, 9, 10]
[7, 9, 1, 13]
[9, 14, 2, 3]
[9, 6, 10, 1]
[14, 8, 4, 0]
[1, 5, 2, 4]
[7, 1, 12, 11]
[11, 14, 1, 6]
[1, 5, 12, 13]
[11, 4, 5, 9]
[12, 1, 7, 2]
[14, 6, 2, 13]
[1, 4, 5, 13]
[7, 8, 6, 4]
[9, 5, 0, 2]
[13, 7, 8, 10]
[4, 1, 11, 12]
[10, 12, 0, 3]
[5, 13, 9, 14]
[5, 9, 8, 14]
[13, 4, 1, 5]
[11, 13, 10, 3]
[1, 3, 2, 13]
[3, 4, 8, 10]
[2, 0, 9, 3]
[3, 2, 0, 9]
[11, 7, 12, 14]
[7, 2, 14, 4]
[4, 6, 3, 2]
[8, 14, 7, 13]
[12, 14, 13, 5]
[12, 11, 5, 14]
[13, 14, 3, 4]
[12, 11, 3, 0]
[7, 6, 5, 2]
[6, 13, 11, 2]
[10, 4, 5, 0]
[2, 5, 9, 10]
[12, 9, 14, 7]
[14, 12, 3, 1]
[12, 6, 0, 7]
[2, 1, 0, 5]
[13, 1, 14, 0]
[4, 12, 6, 11]
[9, 8, 11, 2]
[6, 9, 11, 8]
[14, 6, 3, 10]
[9, 10, 14, 1]
[14, 1, 12, 6]
[7, 3, 5, 12]
[12, 0, 9, 10]
[11, 5, 7, 8]
