P1,P2,...,Pn
[11, 0, 2, 10]
[10, 6, 9, 14]
[3, 0, 7, 5]
[9, 7, 8, 12]
[4, 3, 10, 9]
[10, 4, 12, 2]
[8, 0, 14, 3]
[7, 6, 1, 9]
[11, 12, 2, 6]
[13, 9, 7, 8]
[12, 0, 11, 6]
[3, 9, 14, 8]
[3, 7, 9, 0]
[3, 1, 7, 2]
[6, 10, 9, 3]
[12, 13, 5, 0]
[9, 7, 3, 0]
[8, 10, 6, 2]
[0, 8, 4, 2]
[7, 8, 5, 11]
[11, 10, 6, 4]
[13, 0, 4, 10]
[12, 3, 7, 1]
[4, 12, 13, 9]
[14, 11, 13, 7]
[9, 4, 2, 8]
[10, 11, 12, 5]
[5, 4, 8, 6]
[0, 2, 11, 3]
[3, 9, 0, 2]
[0, 10, 7, 9]
[1, 2, 7, 13]
[6, 0, 7, 11]
[1, 0, 6, 8]
[0, 13, 10, 7]
[13, 11, 1, 3]
[10, 3, 1, 8]
[11, 0, 5, 8]
[0, 5, 8, 14]
[5, 12, 6, 3]
[11, 10, 6, 14]
[3, 0, 7, 9]
[3, 10, 6, 11]
[0, 8, 12, 3]
[0, 14, 13, 11]
[3, 9, 14, 0]
[11, 10, 6, 13]
[4, 1, 14, 0]
[5, 11, 2, 4]
[9, 10, 0, 11]
[13, 9, 10, 1]
[11, 1, 4, 10]
[2, 11, 1, 3]
[4, 10, 12, 5]
[5, 1, 13, 2]
[6, 13, 1, 3]
[0, 4, 11, 7]
[10, 0, 5, 7]
[0, 5, 11, 14]
[4, 0, 10, 3]
[3, 6, 10, 8]
[10, 12, 1, 7]
[0, 9, 4, 2]
[3, 8, 5, 7]
[1, 11, 0, 2]
[10, 14, 3, 12]
