P1,P2,...,Pn
[7, 8, 9, 6]
[8, 2, 4, 11]
[2, 10, 7, 4]
[6, 13, 8, 0]
[10, 3, 14, 2]
[4, 14, 5, 3]
[9, 1, 2, 8]
[3, 10, 1, 0]
[10, 8, 3, 0]
[1, 6, 8, 9]
[8, 14, 6, 9]
[5, 4, 8, 14]
[0, 9, 14, 13]
[12, 10, 6, 14]
[13, 8, 6, 4]
[2, 11, 14, 4]
[9, 14, 12, 8]
[12, 8, 7, 1]
[11, 13, 9, 8]
[10, 3, 5, 14]
[9, 12, 7, 11]
[2, 1, 7, 13]
[6, 5, 3, 4]
[2, 1, 5, 11]
[0, 8, 12, 3]
[10, 5, 12, 14]
[6, 13, 2, 5]
[1, 10, 0, 5]
[6, 7, 14, 10]
[9, 2, 5, 10]
[7, 4, 9, 12]
[8, 0, 5, 2]
[13, 8, 9, 5]
[1, 11, 12, 14]
[9, 1, 8, 3]
[7, 13, 12, 10]
[13, 11, 12, 3]
[4, 9, 5, 12]
[6, 4, 12, 0]
[0, 14, 4, 3]
[6, 13, 2, 10]
[5, 4, 11, 3]
[1, 8, 6, 0]
[6, 13, 1, 10]
[14, 4, 9, 6]
[9, 10, 3, 7]
[3, 8, 11, 14]
[0, 12, 13, 6]
[5, 6, 10, 0]
[0, 11, 9, 12]
[5, 9, 7, 14]
[1, 11, 0, 3]
[3, 1, 12, 10]
[3, 12, 1, 11]
[8, 11, 2, 3]
[5, 1, 3, 14]
[8, 14, 6, 12]
[1, 14, 13, 8]
[13, 6, 0, 2]
[4, 6, 3, 12]
[5, 2, 7, 11]
[3, 14, 6, 5]
[5, 9, 10, 7]
[13, 4, 14, 9]
[8, 2, 10, 9]
[10, 1, 6, 0]
[9, 13, 14, 5]
[14, 8, 1, 4]
[9, 6, 0, 4]
[0, 8, 9, 12]
[7, 12, 4, 2]
[11, 5, 6, 14]
[3, 2, 14, 10]
[10, 7, 8, 12]
[7, 3, 14, 0]
[6, 8, 12, 14]
[2, 13, 9, 8]
[12, 8, 2, 3]
[1, 3, 11, 12]
[6, 5, 12, 1]
[2, 0, 6, 4]
[6, 12, 11, 10]
[11, 14, 10, 1]
[5, 14, 0, 2]
[10, 2, 13, 1]
[8, 1, 10, 14]
[4, 3, 11, 0]
[12, 1, 0, 13]
[2, 9, 14, 13]
[12, 1, 5, 4]
[6, 11, 2, 4]
[13, 6, 0, 9]
[2, 6, 14, 11]
[2, 5, 3, 10]
[13, 14, 5, 11]
[1, 10, 2, 12]
[0, 5, 7, 1]
[6, 3, 13, 1]
[5, 0, 8, 13]
[1, 13, 14, 11]
[9, 14, 12, 11]
[11, 2, 14, 8]
[0, 2, 6, 9]
[9, 8, 6, 14]
[11, 5, 7, 14]
[5, 3, 4, 14]
[0, 7, 6, 1]
[12, 7, 10, 9]
[9, 0, 8, 1]
[10, 11, 0, 13]
[6, 2, 11, 9]
[10, 5, 12, 14]
[2, 12, 8, 3]
[1, 5, 12, 3]
[6, 12, 9, 5]
[2, 12, 9, 10]
[12, 5, 8, 1]
[4, 11, 3, 2]
[11, 3, 12, 1]
[10, 7, 1, 9]
[0, 14, 5, 11]
[9, 6, 1, 14]
[10, 9, 11, 5]
[6, 12, 5, 0]
[6, 0, 10, 14]
[8, 6, 12, 1]
[2, 0, 7, 1]
[13, 3, 0, 14]
[6, 4, 3, 13]
[8, 14, 4, 13]
[13, 6, 2, 4]
[8, 1, 2, 4]
[4, 13, 14, 11]
[12, 5, 10, 3]
[1, 7, 8, 2]
[9, 5, 0, 7]
[5, 1, 12, 2]
[7, 4, 5, 12]
[9, 13, 5, 2]
[13, 5, 10, 14]
[9, 2, 14, 4]
[0, 5, 2, 4]
[12, 8, 7, 1]
[0, 11, 1, 6]
[6, 13, 14, 0]
[3, 8, 14, 6]
[4, 1, 2, 8]
[14, 4, 13, 3]
[10, 8, 1, 4]
[5, 13, 1, 6]
[14, 5, 13, 7]
[6, 11, 7, 4]
[5, 2, 8, 13]
[3, 9, 14, 10]
[3, 9, 14, 8]
[8, 9, 11, 0]
[6, 9, 11, 10]
[11, 8, 6, 12]
[3, 8, 4, 6]
[2, 9, 13, 14]
[7, 14, 10, 8]
