P1,P2,...,Pn
[5, 12, 1, 6]
[9, 8, 10, 0]
[11, 10, 9, 6]
[11, 1, 2, 14]
[2, 10, 1, 12]
[14, 10, 9, 6]
[3, 11, 14, 13]
[3, 11, 5, 10]
[3, 10, 0, 5]
[3, 7, 8, 9]
[8, 3, 6, 10]
[13, 5, 14, 6]
[0, 10, 11, 4]
[9, 12, 14, 2]
[14, 7, 8, 6]
[3, 10, 8, 14]
[1, 0, 10, 4]
[7, 2, 12, 4]
[9, 5, 10, 4]
[2, 11, 13, 10]
[1, 6, 7, 10]
[4, 11, 12, 1]
[7, 11, 6, 0]
[10, 12, 14, 3]
[2, 9, 13, 7]
[11, 6, 10, 12]
[0, 9, 2, 12]
[4, 5, 9, 6]
[1, 14, 13, 10]
[2, 7, 10, 9]
[0, 13, 11, 8]
[6, 10, 13, 9]
[4, 3, 13, 8]
[12, 0, 7, 4]
[7, 1, 5, 4]
[4, 3, 0, 8]
[13, 6, 5, 12]
[10, 9, 7, 0]
[6, 2, 5, 11]
[1, 4, 8, 2]
[13, 8, 3, 1]
[10, 11, 2, 5]
[9, 3, 14, 1]
[0, 2, 10, 13]
[1, 7, 10, 5]
[7, 11, 8, 0]
[13, 7, 0, 10]
[1, 11, 12, 14]
[6, 11, 14, 0]
[12, 1, 11, 7]
[3, 5, 7, 0]
[14, 8, 11, 12]
[13, 9, 5, 3]
[9, 2, 3, 12]
[13, 0, 7, 4]
[13, 8, 6, 2]
[0, 5, 3, 12]
[6, 14, 3, 0]
[5, 8, 7, 1]
[5, 2, 11, 3]
[13, 12, 3, 2]
[4, 10, 6, 9]
[2, 11, 8, 4]
[6, 5, 0, 3]
[9, 14, 13, 12]
[6, 4, 0, 7]
[14, 4, 6, 11]
[2, 10, 5, 11]
[5, 8, 2, 10]
[10, 7, 6, 8]
[7, 12, 5, 13]
[12, 3, 6, 4]
[0, 13, 4, 8]
[3, 9, 11, 12]
[7, 0, 10, 13]
[9, 1, 7, 3]
[1, 6, 8, 3]
[0, 4, 10, 12]
[1, 8, 9, 7]
[0, 14, 7, 6]
[7, 2, 4, 8]
[4, 7, 2, 12]
[3, 5, 11, 0]
[6, 4, 5, 14]
[8, 9, 1, 14]
[11, 4, 0, 3]
[8, 9, 4, 5]
[10, 13, 8, 6]
[9, 2, 10, 5]
