P1,P2,...,Pn
[0, 1, 3, 10, 12]
[13, 14, 11, 3, 12]
[1, 3, 6, 13, 11]
[12, 14, 6, 7, 4]
[3, 5, 7, 9, 12]
[11, 1, 8, 5, 4]
[12, 8, 9, 6, 14]
[0, 6, 3, 5, 11]
[5, 3, 0, 14, 9]
[5, 7, 4, 10, 14]
[10, 2, 0, 5, 11]
[1, 5, 4, 12, 6]
[6, 9, 2, 14, 13]
[2, 8, 11, 13, 7]
[5, 14, 2, 7, 1]
[1, 2, 8, 11, 13]
[4, 12, 14, 11, 8]
[4, 1, 3, 11, 9]
[6, 3, 1, 2, 13]
[2, 11, 6, 0, 1]
[1, 4, 14, 10, 2]
[7, 0, 10, 1, 2]
[3, 14, 12, 0, 9]
[11, 8, 6, 4, 10]
[7, 6, 9, 3, 4]
[3, 5, 2, 4, 13]
[9, 4, 6, 0, 8]
[12, 8, 5, 14, 11]
[8, 3, 2, 11, 9]
[6, 12, 4, 5, 13]
[1, 4, 2, 7, 13]
[4, 8, 11, 0, 9]
[2, 4, 5, 7, 13]
[13, 9, 2, 3, 12]
[11, 4, 13, 10, 5]
[6, 13, 9, 0, 2]
[0, 11, 14, 1, 3]
[7, 14, 11, 9, 4]
[2, 4, 12, 7, 3]
[6, 3, 0, 13, 5]
[7, 1, 5, 3, 14]
[13, 2, 9, 12, 5]
[13, 5, 0, 9, 1]
[7, 5, 12, 6, 2]
[0, 1, 11, 14, 9]
[10, 7, 1, 8, 12]
[10, 8, 9, 3, 13]
[14, 11, 2, 0, 9]
[8, 1, 13, 12, 14]
[10, 8, 13, 7, 6]
[2, 7, 11, 4, 10]
[2, 12, 6, 3, 10]
[1, 0, 13, 2, 4]
[13, 4, 12, 9, 2]
[13, 2, 3, 1, 0]
[9, 13, 12, 8, 6]
[11, 4, 2, 0, 1]
[8, 11, 10, 3, 0]
[7, 4, 3, 0, 12]
[6, 0, 4, 13, 9]
[5, 11, 9, 2, 14]
[2, 4, 3, 14, 11]
[9, 3, 6, 10, 2]
[10, 14, 8, 4, 3]
[4, 0, 11, 5, 7]
[1, 3, 8, 4, 7]
[9, 8, 11, 6, 1]
[5, 3, 12, 10, 14]
[9, 0, 7, 5, 14]
[1, 13, 4, 8, 10]
[2, 6, 5, 0, 11]
[11, 0, 2, 13, 9]
[14, 6, 3, 12, 11]
[11, 2, 13, 9, 1]
[7, 3, 11, 14, 8]
[11, 14, 1, 13, 7]
[10, 11, 13, 3, 9]
[14, 9, 5, 12, 10]
[12, 3, 5, 8, 6]
[11, 10, 8, 12, 7]
[7, 9, 1, 2, 4]
[4, 9, 10, 7, 3]
[12, 10, 1, 9, 7]
[10, 6, 3, 2, 12]
[3, 12, 0, 2, 8]
[6, 9, 1, 2, 7]
