P1,P2,...,Pn
[10, 2, 0, 12]
[13, 14, 10, 8]
[10, 2, 12, 3]
[13, 12, 5, 14]
[13, 4, 2, 6]
[7, 9, 6, 4]
[9, 12, 11, 8]
[1, 14, 0, 2]
[3, 14, 8, 0]
[6, 11, 8, 9]
[6, 11, 5, 0]
[9, 3, 7, 11]
[12, 10, 6, 4]
[11, 9, 14, 12]
[13, 10, 11, 5]
[14, 0, 3, 4]
[10, 3, 5, 0]
[5, 10, 3, 4]
[3, 2, 13, 12]
[2, 0, 1, 12]
[4, 0, 7, 9]
[7, 5, 8, 2]
[7, 2, 0, 13]
[11, 1, 13, 3]
[0, 5, 11, 2]
[7, 14, 4, 10]
[9, 6, 8, 4]
[6, 11, 7, 0]
[0, 9, 7, 13]
[7, 4, 2, 8]
[4, 2, 11, 12]
[5, 1, 10, 2]
[7, 3, 11, 8]
[9, 0, 3, 1]
[13, 4, 14, 12]
[1, 4, 6, 10]
[7, 1, 9, 0]
[5, 1, 6, 0]
[13, 10, 12, 9]
[14, 5, 6, 7]
[1, 5, 4, 0]
[14, 4, 6, 7]
[12, 5, 2, 11]
[6, 8, 1, 11]
[5, 13, 2, 3]
[14, 13, 7, 6]
[9, 4, 1, 3]
[9, 8, 7, 3]
[4, 14, 11, 5]
[5, 7, 12, 9]
[11, 3, 0, 7]
[5, 3, 1, 4]
[14, 4, 10, 6]
[14, 4, 2, 6]
[5, 4, 13, 14]
[7, 9, 14, 5]
[0, 8, 7, 2]
[6, 5, 11, 1]
[4, 1, 6, 7]
[3, 9, 10, 4]
[2, 12, 14, 4]
[1, 5, 6, 4]
[9, 6, 11, 12]
[14, 7, 5, 2]
[11, 14, 8, 2]
[5, 10, 9, 14]
[7, 10, 9, 12]
[14, 0, 7, 1]
[7, 13, 10, 1]
[3, 14, 10, 9]
[12, 13, 6, 8]
[9, 14, 2, 8]
[10, 1, 4, 6]
[3, 1, 8, 4]
[1, 9, 5, 2]
[11, 0, 4, 2]
[9, 0, 13, 14]
[1, 7, 3, 14]
[1, 12, 11, 2]
