P1,P2,...,Pn
[14, 2, 11, 6, 12]
[4, 8, 14, 7, 1]
[3, 11, 13, 14, 8]
[6, 11, 9, 4, 1]
[2, 13, 12, 10, 9]
[2, 0, 5, 13, 14]
[10, 7, 5, 3, 1]
[0, 2, 14, 6, 12]
[3, 10, 1, 8, 9]
[12, 0, 2, 14, 7]
[10, 4, 13, 2, 6]
[14, 10, 11, 6, 4]
[0, 1, 3, 10, 5]
[6, 1, 2, 12, 14]
[14, 3, 1, 6, 13]
[13, 7, 10, 14, 0]
[3, 6, 4, 1, 0]
[7, 0, 10, 4, 12]
[3, 13, 12, 0, 4]
[0, 12, 11, 14, 13]
[9, 13, 12, 7, 2]
[3, 14, 0, 10, 7]
[1, 7, 0, 10, 14]
[8, 2, 6, 5, 4]
[10, 12, 6, 0, 1]
[5, 6, 8, 10, 11]
[10, 13, 0, 5, 11]
[13, 3, 7, 5, 12]
[9, 6, 2, 12, 4]
[12, 6, 0, 9, 10]
[12, 11, 5, 1, 4]
[13, 4, 6, 7, 2]
[2, 14, 5, 12, 6]
[6, 12, 8, 3, 5]
[13, 4, 7, 12, 3]
[7, 1, 8, 6, 11]
[10, 0, 12, 7, 13]
[3, 8, 0, 2, 9]
[12, 11, 14, 7, 9]
[6, 11, 9, 7, 12]
[2, 10, 9, 11, 5]
[13, 8, 3, 10, 12]
[1, 11, 2, 4, 10]
[12, 8, 4, 14, 11]
[2, 13, 3, 9, 14]
[1, 14, 11, 12, 0]
[14, 10, 12, 11, 5]
[0, 14, 7, 12, 3]
[13, 1, 2, 14, 8]
[14, 7, 13, 2, 5]
[12, 0, 7, 1, 9]
[0, 6, 4, 7, 11]
[13, 11, 12, 1, 14]
[1, 13, 8, 4, 9]
[14, 12, 2, 4, 5]
[0, 8, 10, 4, 7]
[13, 9, 7, 8, 14]
[0, 13, 1, 8, 12]
[4, 6, 5, 14, 7]
[0, 11, 4, 6, 7]
[1, 5, 2, 4, 13]
[4, 5, 8, 9, 0]
[14, 13, 10, 1, 3]
[3, 11, 6, 12, 9]
[10, 14, 8, 3, 6]
[4, 11, 0, 8, 13]
[12, 8, 7, 11, 3]
[1, 6, 13, 10, 11]
[11, 6, 4, 0, 9]
[11, 4, 12, 10, 7]
[14, 13, 6, 12, 9]
[7, 4, 11, 8, 9]
[3, 1, 7, 12, 5]
[13, 6, 11, 3, 10]
[4, 12, 13, 8, 11]
[8, 7, 14, 3, 2]
[1, 5, 3, 4, 8]
[7, 12, 13, 2, 10]
[0, 2, 4, 5, 9]
[13, 7, 6, 1, 10]
[6, 12, 2, 11, 1]
[8, 9, 5, 4, 2]
[13, 10, 9, 1, 0]
[12, 5, 7, 6, 11]
[2, 8, 12, 5, 3]
[11, 13, 2, 10, 1]
[14, 5, 8, 9, 2]
[5, 11, 6, 1, 2]
[1, 3, 4, 13, 6]
[3, 1, 11, 13, 5]
[11, 4, 9, 0, 5]
[14, 7, 2, 12, 4]
[10, 14, 2, 6, 9]
[4, 13, 11, 8, 6]
[3, 4, 13, 8, 14]
[13, 2, 4, 10, 0]
[6, 1, 10, 4, 14]
[2, 6, 9, 8, 4]
[14, 12, 11, 1, 5]
[7, 0, 10, 5, 12]
[7, 10, 12, 0, 3]
[9, 10, 6, 5, 13]
[13, 5, 0, 1, 4]
[1, 12, 4, 13, 5]
[14, 6, 2, 0, 11]
[11, 0, 1, 13, 4]
[3, 1, 14, 12, 6]
[3, 14, 2, 5, 11]
[4, 5, 8, 13, 12]
[0, 10, 2, 14, 11]
[4, 3, 12, 0, 13]
[14, 2, 5, 3, 12]
[7, 3, 14, 1, 2]
[8, 3, 0, 7, 11]
[7, 5, 8, 10, 9]
[7, 14, 6, 9, 13]
[5, 7, 10, 13, 14]
[5, 7, 8, 11, 0]
[9, 4, 5, 6, 7]
[2, 10, 6, 5, 11]
[9, 1, 14, 5, 6]
[5, 3, 13, 11, 8]
[2, 0, 14, 10, 4]
[14, 4, 1, 11, 13]
[3, 14, 7, 4, 12]
[6, 2, 12, 14, 1]
[2, 6, 12, 10, 3]
[3, 1, 9, 0, 13]
[4, 13, 3, 8, 6]
[7, 10, 4, 13, 2]
[11, 2, 0, 5, 10]
[6, 9, 8, 1, 0]
[6, 8, 10, 1, 0]
[6, 13, 8, 7, 4]
[12, 13, 5, 10, 3]
[4, 1, 11, 12, 8]
[3, 2, 5, 12, 14]
[6, 9, 12, 11, 10]
[11, 13, 7, 2, 14]
[7, 4, 1, 11, 8]
[5, 4, 8, 3, 12]
[2, 11, 5, 12, 9]
[6, 9, 11, 4, 7]
[2, 9, 6, 4, 13]
[6, 2, 3, 7, 14]
