P1,P2,...,Pn
[3, 12, 2, 10]
[6, 3, 11, 13]
[13, 11, 14, 3]
[3, 13, 8, 7]
[1, 3, 13, 2]
[4, 8, 6, 3]
[9, 6, 0, 4]
[10, 7, 6, 14]
[0, 13, 12, 6]
[9, 2, 14, 6]
[5, 10, 1, 8]
[8, 10, 12, 11]
[14, 9, 13, 10]
[13, 14, 7, 11]
[13, 14, 11, 9]
[1, 11, 7, 12]
[5, 0, 3, 11]
[9, 2, 0, 10]
[12, 6, 10, 8]
[3, 5, 10, 0]
[9, 12, 1, 11]
[5, 11, 14, 7]
[11, 2, 1, 7]
[5, 1, 7, 2]
[6, 12, 2, 7]
[0, 12, 11, 13]
[14, 1, 13, 10]
[13, 5, 0, 4]
[12, 10, 14, 6]
[7, 5, 14, 0]
[5, 10, 3, 8]
[7, 11, 12, 0]
[4, 9, 0, 13]
[10, 8, 2, 5]
[0, 3, 11, 5]
[6, 9, 3, 2]
[5, 11, 3, 2]
[5, 4, 2, 11]
[11, 2, 1, 10]
[3, 2, 14, 7]
[5, 2, 7, 10]
[4, 0, 7, 3]
[10, 0, 12, 5]
[1, 9, 6, 7]
[4, 3, 7, 12]
[11, 4, 1, 14]
[9, 12, 0, 1]
[5, 13, 11, 8]
[9, 13, 2, 10]
[3, 10, 9, 7]
[3, 6, 9, 13]
[14, 0, 1, 10]
[13, 5, 9, 4]
[7, 14, 3, 8]
[13, 1, 7, 0]
[11, 1, 2, 13]
[11, 3, 4, 9]
[14, 10, 1, 7]
[6, 7, 5, 4]
[12, 3, 7, 0]
[1, 11, 7, 9]
[13, 9, 6, 10]
[8, 13, 6, 10]
[6, 13, 9, 7]
[13, 2, 7, 0]
[7, 3, 9, 8]
[11, 1, 12, 0]
[9, 6, 13, 10]
[8, 5, 0, 9]
[5, 11, 8, 0]
[14, 11, 4, 0]
[8, 3, 10, 13]
[4, 5, 8, 3]
[0, 10, 12, 8]
[13, 11, 5, 14]
[10, 13, 2, 4]
[3, 6, 14, 10]
[8, 0, 3, 11]
[7, 9, 12, 8]
[0, 9, 12, 13]
[1, 5, 10, 6]
[9, 5, 6, 8]
[0, 5, 14, 12]
[14, 2, 10, 3]
[5, 8, 6, 7]
[3, 10, 13, 5]
[6, 13, 5, 9]
[6, 0, 12, 8]
[4, 0, 2, 14]
[9, 10, 3, 1]
[5, 13, 12, 7]
[5, 12, 8, 4]
[7, 9, 10, 12]
[6, 8, 1, 3]
[4, 11, 1, 6]
[5, 11, 6, 13]
[12, 13, 5, 9]
