P1,P2,...,Pn
[9, 6, 5, 4, 7]
[7, 3, 5, 2, 1]
[8, 4, 13, 5, 6]
[13, 14, 1, 8, 0]
[9, 1, 5, 14, 3]
[7, 5, 10, 3, 13]
[8, 13, 11, 1, 10]
[3, 13, 1, 5, 2]
[10, 13, 1, 3, 2]
[10, 3, 8, 5, 14]
[11, 12, 4, 5, 8]
[11, 5, 1, 2, 14]
[14, 6, 13, 7, 1]
[2, 3, 4, 5, 0]
[2, 11, 7, 0, 4]
[3, 2, 7, 1, 6]
[4, 13, 6, 7, 10]
[0, 10, 4, 7, 2]
[12, 6, 9, 11, 3]
[4, 5, 8, 1, 11]
[7, 3, 6, 8, 13]
[3, 11, 9, 14, 8]
[9, 7, 3, 8, 2]
[3, 7, 12, 2, 10]
[13, 14, 3, 8, 5]
[12, 4, 8, 7, 14]
[13, 14, 11, 10, 7]
[12, 7, 11, 1, 0]
[4, 11, 2, 3, 13]
[14, 4, 8, 9, 2]
[8, 10, 7, 4, 2]
[8, 0, 11, 3, 9]
[7, 9, 12, 13, 5]
[1, 4, 6, 9, 12]
[4, 3, 13, 7, 9]
[10, 13, 3, 8, 11]
[12, 5, 10, 6, 13]
[7, 8, 3, 12, 5]
[4, 2, 12, 7, 8]
[11, 3, 2, 12, 5]
[0, 5, 14, 8, 12]
[5, 9, 13, 8, 0]
[7, 4, 5, 11, 8]
[0, 10, 7, 14, 8]
[1, 10, 5, 0, 14]
[8, 14, 11, 7, 13]
[5, 10, 11, 1, 12]
[14, 0, 2, 7, 3]
[8, 11, 3, 1, 9]
[10, 13, 9, 14, 6]
[6, 11, 4, 8, 0]
[9, 3, 13, 12, 6]
[1, 13, 5, 6, 14]
[9, 2, 1, 13, 10]
[3, 5, 6, 7, 14]
[3, 12, 4, 6, 11]
[3, 7, 12, 5, 9]
[11, 7, 14, 6, 2]
[10, 4, 5, 9, 13]
[10, 7, 12, 11, 6]
[3, 8, 5, 12, 10]
[7, 3, 2, 12, 6]
[14, 13, 3, 10, 1]
[11, 4, 10, 14, 6]
[3, 6, 13, 8, 7]
[9, 5, 0, 12, 4]
[12, 8, 1, 3, 7]
[6, 13, 2, 3, 1]
[6, 13, 9, 7, 2]
[4, 6, 14, 1, 11]
[3, 10, 0, 2, 6]
[13, 4, 10, 11, 2]
[3, 8, 4, 12, 0]
[10, 0, 3, 7, 9]
[0, 2, 1, 10, 3]
[13, 1, 4, 6, 9]
[2, 14, 12, 7, 6]
[4, 12, 8, 9, 1]
[9, 3, 12, 0, 6]
[6, 14, 11, 12, 10]
[13, 12, 1, 10, 7]
[1, 2, 4, 13, 6]
[1, 9, 6, 14, 2]
[10, 5, 13, 8, 1]
[12, 0, 4, 11, 3]
[12, 10, 5, 7, 4]
[11, 10, 5, 14, 6]
[12, 13, 10, 0, 6]
[14, 6, 0, 12, 3]
