P1,P2,...,Pn
[8, 7, 13, 1, 0]
[1, 2, 3, 6, 0]
[7, 3, 11, 12, 4]
[14, 7, 4, 12, 5]
[14, 8, 3, 11, 0]
[3, 5, 7, 14, 11]
[9, 12, 6, 2, 0]
[4, 11, 14, 1, 6]
[7, 13, 4, 6, 9]
[8, 1, 2, 3, 12]
[1, 13, 0, 2, 9]
[6, 4, 9, 13, 12]
[13, 14, 10, 4, 3]
[14, 1, 13, 9, 11]
[11, 2, 14, 8, 4]
[11, 4, 0, 9, 12]
[3, 12, 7, 13, 4]
[8, 4, 5, 10, 12]
[10, 9, 13, 3, 6]
[9, 8, 7, 0, 13]
[12, 14, 9, 7, 10]
[10, 3, 11, 12, 14]
[13, 1, 9, 0, 3]
[13, 1, 0, 3, 14]
[9, 1, 14, 2, 12]
[12, 2, 14, 7, 8]
[10, 2, 11, 0, 12]
[14, 10, 5, 1, 9]
[6, 1, 4, 8, 3]
[6, 13, 11, 4, 9]
[2, 4, 0, 8, 6]
[8, 13, 0, 3, 10]
[7, 0, 1, 10, 11]
[13, 10, 5, 7, 9]
[5, 1, 13, 14, 7]
[0, 11, 8, 12, 14]
[14, 4, 6, 9, 8]
[3, 7, 4, 9, 12]
[2, 11, 10, 1, 9]
[8, 7, 3, 10, 13]
[9, 6, 5, 14, 11]
[9, 13, 11, 10, 6]
[0, 12, 6, 2, 3]
[0, 10, 6, 11, 8]
[6, 9, 8, 10, 12]
[0, 3, 4, 10, 9]
[6, 1, 7, 12, 4]
[14, 2, 8, 9, 13]
[13, 1, 0, 10, 3]
[5, 6, 3, 13, 4]
[9, 6, 1, 2, 10]
[5, 12, 8, 11, 7]
[3, 1, 14, 9, 5]
[14, 1, 7, 13, 9]
[14, 7, 5, 6, 10]
[5, 6, 7, 2, 12]
[3, 10, 2, 0, 8]
[7, 2, 5, 12, 9]
[0, 2, 7, 4, 3]
[13, 4, 14, 11, 2]
[11, 9, 14, 0, 3]
[4, 8, 2, 7, 14]
[5, 14, 2, 3, 6]
[10, 14, 13, 12, 3]
[14, 3, 5, 10, 6]
[0, 13, 2, 9, 14]
[10, 8, 1, 9, 4]
[12, 6, 13, 2, 5]
[11, 9, 10, 3, 7]
[7, 10, 2, 1, 13]
[5, 4, 3, 11, 13]
[8, 12, 3, 4, 10]
[5, 14, 3, 9, 2]
[10, 7, 1, 13, 4]
[7, 10, 5, 8, 3]
[7, 8, 3, 0, 4]
[1, 4, 9, 6, 12]
[5, 14, 11, 8, 7]
[6, 11, 3, 4, 7]
[7, 5, 1, 14, 12]
[2, 11, 3, 9, 7]
[2, 11, 9, 5, 0]
[10, 3, 6, 13, 14]
[5, 9, 10, 6, 13]
[10, 14, 1, 7, 13]
[3, 12, 10, 11, 8]
[8, 5, 2, 13, 3]
[5, 2, 11, 0, 7]
[8, 14, 1, 12, 4]
[2, 13, 9, 7, 8]
[1, 8, 12, 7, 13]
[10, 3, 0, 12, 14]
[7, 5, 11, 1, 9]
[13, 6, 3, 0, 14]
[14, 2, 3, 13, 12]
[8, 10, 9, 13, 6]
[10, 8, 3, 12, 13]
[9, 0, 1, 10, 2]
[6, 7, 13, 11, 8]
[5, 8, 2, 10, 4]
[0, 12, 11, 10, 7]
[0, 5, 1, 2, 8]
[7, 2, 3, 12, 6]
[7, 12, 3, 6, 14]
[10, 14, 11, 12, 0]
[9, 3, 1, 5, 6]
[8, 14, 1, 13, 2]
[1, 14, 3, 6, 12]
[7, 14, 9, 13, 10]
[4, 9, 13, 11, 7]
[14, 8, 13, 12, 9]
[10, 12, 13, 7, 9]
[4, 7, 1, 11, 9]
[5, 13, 6, 12, 3]
[11, 10, 2, 12, 1]
[9, 0, 8, 12, 6]
[4, 2, 1, 11, 13]
[0, 8, 12, 10, 1]
[10, 11, 1, 5, 4]
[2, 11, 0, 6, 3]
[6, 12, 8, 9, 14]
[1, 6, 4, 9, 5]
[9, 7, 6, 1, 0]
