P1,P2,...,Pn
[4, 3, 12, 11]
[12, 0, 10, 2]
[12, 5, 8, 11]
[5, 7, 13, 0]
[10, 13, 12, 2]
[1, 9, 2, 6]
[3, 12, 0, 14]
[4, 10, 5, 6]
[12, 10, 14, 3]
[13, 8, 3, 5]
[5, 14, 7, 11]
[11, 4, 0, 6]
[14, 3, 11, 2]
[7, 10, 0, 8]
[2, 10, 12, 7]
[12, 5, 7, 8]
[8, 7, 4, 9]
[2, 3, 1, 6]
[13, 6, 2, 10]
[9, 13, 4, 0]
[5, 14, 6, 1]
[13, 8, 10, 1]
[7, 13, 14, 4]
[5, 14, 0, 2]
[7, 2, 11, 5]
[4, 8, 13, 9]
[1, 9, 14, 6]
[14, 1, 9, 4]
[12, 11, 10, 7]
[9, 5, 2, 8]
[12, 9, 6, 7]
[9, 13, 8, 11]
[8, 14, 9, 12]
[11, 1, 0, 13]
[5, 9, 6, 1]
[13, 1, 14, 11]
[7, 5, 6, 13]
[3, 13, 8, 14]
[2, 1, 12, 6]
[7, 13, 3, 11]
[7, 14, 0, 4]
[1, 14, 6, 5]
[8, 11, 4, 1]
[0, 2, 5, 11]
[0, 12, 9, 1]
[9, 4, 10, 1]
[5, 0, 10, 11]
[13, 4, 5, 0]
[2, 12, 14, 9]
[1, 2, 3, 6]
[7, 6, 3, 11]
[13, 4, 8, 5]
[3, 1, 9, 2]
[8, 4, 2, 3]
[5, 0, 7, 1]
[12, 7, 10, 0]
[2, 0, 8, 3]
[4, 1, 13, 6]
[1, 0, 14, 12]
[11, 0, 1, 6]
[11, 3, 1, 4]
[10, 3, 9, 4]
[11, 8, 12, 2]
[6, 12, 5, 3]
[10, 8, 7, 0]
[0, 8, 1, 2]
[10, 14, 2, 11]
[0, 13, 9, 5]
[2, 4, 13, 5]
[1, 6, 13, 2]
[12, 8, 10, 5]
[4, 10, 12, 13]
[0, 14, 10, 2]
[8, 14, 4, 1]
[2, 3, 5, 12]
[14, 11, 1, 7]
[3, 12, 7, 8]
[7, 3, 2, 9]
[6, 10, 7, 12]
[4, 7, 11, 8]
[7, 5, 12, 3]
[8, 0, 14, 6]
[9, 12, 4, 5]
[13, 1, 4, 5]
[13, 1, 2, 8]
[10, 11, 6, 9]
[6, 3, 4, 9]
[4, 10, 1, 5]
[0, 12, 13, 10]
[11, 3, 8, 12]
[4, 10, 14, 6]
[11, 7, 10, 3]
[4, 2, 5, 11]
[1, 11, 13, 14]
[4, 6, 10, 2]
[0, 5, 4, 1]
[2, 11, 12, 9]
[9, 6, 3, 7]
[7, 6, 10, 2]
[3, 10, 0, 1]
[5, 3, 13, 2]
[0, 1, 6, 13]
[4, 12, 13, 7]
[7, 3, 14, 9]
[4, 6, 13, 10]
[9, 13, 10, 4]
[6, 13, 14, 0]
[13, 2, 14, 4]
[9, 2, 1, 8]
[1, 11, 4, 10]
[8, 12, 1, 4]
[2, 1, 7, 4]
[10, 9, 11, 1]
[4, 0, 8, 7]
[7, 11, 1, 6]
[3, 6, 9, 12]
[6, 7, 8, 11]
[11, 5, 14, 8]
[4, 13, 11, 12]
[14, 0, 6, 3]
[12, 11, 13, 8]
[8, 11, 0, 10]
[3, 14, 13, 2]
[0, 12, 1, 3]
[11, 5, 7, 8]
[1, 5, 12, 11]
