P1,P2,...,Pn
[9, 0, 5, 12, 6]
[11, 2, 10, 7, 14]
[1, 11, 8, 13, 5]
[8, 9, 5, 4, 7]
[0, 14, 10, 7, 1]
[4, 11, 14, 7, 3]
[13, 12, 3, 1, 7]
[2, 4, 1, 10, 13]
[6, 1, 12, 10, 0]
[12, 8, 11, 0, 3]
[1, 13, 3, 14, 8]
[0, 5, 4, 3, 7]
[13, 8, 7, 2, 9]
[5, 13, 6, 10, 8]
[11, 4, 8, 0, 5]
[10, 14, 0, 8, 7]
[2, 11, 6, 4, 14]
[12, 8, 14, 11, 1]
[9, 5, 3, 6, 4]
[6, 5, 12, 0, 9]
[6, 0, 5, 3, 11]
[0, 14, 1, 8, 2]
[14, 3, 1, 9, 5]
[12, 8, 2, 10, 5]
[2, 13, 9, 4, 10]
[5, 12, 7, 11, 6]
[4, 6, 12, 0, 11]
[12, 11, 2, 5, 9]
[7, 14, 3, 10, 9]
[3, 4, 11, 0, 12]
[7, 4, 0, 14, 12]
[10, 4, 9, 0, 1]
[14, 8, 0, 4, 1]
[13, 1, 6, 4, 12]
[12, 11, 9, 4, 14]
[8, 0, 6, 4, 7]
[9, 14, 7, 3, 0]
[0, 8, 11, 12, 2]
[2, 3, 11, 6, 10]
[8, 3, 5, 4, 10]
[12, 13, 7, 0, 14]
[9, 8, 13, 0, 1]
[7, 13, 4, 2, 11]
[8, 12, 10, 14, 4]
[13, 8, 2, 1, 6]
[12, 11, 4, 1, 9]
[14, 3, 10, 6, 4]
[10, 11, 6, 8, 2]
[13, 0, 8, 3, 7]
[0, 2, 5, 7, 14]
[13, 4, 8, 0, 12]
[0, 6, 3, 5, 2]
[7, 5, 12, 1, 8]
[5, 9, 2, 10, 6]
[1, 9, 8, 11, 0]
[7, 6, 11, 3, 8]
[8, 0, 12, 13, 7]
[5, 11, 1, 4, 12]
[8, 12, 11, 9, 10]
[2, 9, 0, 11, 10]
[11, 14, 7, 5, 1]
[4, 1, 5, 9, 10]
[5, 10, 4, 14, 1]
[3, 14, 0, 9, 5]
[3, 12, 4, 13, 0]
[12, 5, 6, 2, 14]
[0, 4, 11, 10, 1]
[9, 14, 1, 10, 0]
[6, 2, 13, 3, 0]
[9, 8, 7, 1, 13]
[4, 11, 9, 13, 1]
[6, 2, 8, 5, 0]
[0, 9, 7, 14, 8]
[4, 7, 14, 10, 2]
[12, 2, 4, 3, 7]
[7, 13, 10, 14, 1]
[4, 9, 13, 10, 2]
[0, 11, 12, 8, 7]
[7, 2, 4, 13, 8]
[14, 7, 9, 3, 6]
[12, 8, 2, 11, 4]
[10, 4, 12, 6, 2]
[14, 1, 10, 9, 13]
[6, 12, 4, 3, 11]
[13, 12, 6, 7, 8]
[13, 0, 3, 8, 5]
[2, 10, 1, 5, 13]
[1, 10, 7, 14, 0]
[3, 10, 6, 0, 7]
[3, 2, 6, 5, 12]
[1, 3, 14, 6, 7]
[4, 14, 2, 11, 13]
[5, 2, 11, 6, 8]
[5, 2, 3, 8, 11]
[9, 6, 1, 5, 4]
[8, 7, 2, 11, 10]
[9, 12, 10, 6, 14]
[13, 9, 5, 11, 6]
[14, 9, 5, 6, 2]
[5, 8, 11, 7, 6]
[6, 7, 4, 11, 10]
[1, 10, 9, 5, 8]
[2, 12, 3, 6, 9]
[10, 3, 13, 5, 7]
[5, 2, 11, 9, 0]
[3, 2, 7, 1, 10]
[10, 9, 2, 14, 5]
[4, 2, 0, 9, 5]
[12, 3, 7, 8, 11]
[7, 11, 6, 12, 3]
[3, 0, 9, 14, 12]
[14, 8, 10, 6, 9]
[1, 10, 0, 8, 11]
[5, 9, 7, 3, 10]
[0, 7, 14, 1, 6]
[0, 8, 2, 10, 7]
[5, 2, 6, 12, 4]
[10, 13, 2, 8, 9]
[5, 13, 10, 12, 0]
[9, 4, 12, 8, 7]
[4, 14, 6, 8, 9]
[3, 2, 0, 10, 6]
[7, 0, 11, 12, 13]
[3, 1, 13, 14, 9]
[5, 13, 10, 2, 4]
[14, 4, 3, 2, 11]
[4, 5, 13, 0, 3]
[9, 5, 11, 1, 7]
[11, 8, 14, 7, 2]
[0, 12, 1, 3, 10]
[2, 7, 8, 3, 10]
[9, 5, 14, 13, 6]
[10, 4, 8, 5, 2]
[2, 9, 12, 7, 13]
[11, 0, 1, 14, 10]
[5, 14, 0, 1, 9]
[1, 13, 7, 9, 12]
[2, 9, 11, 3, 7]
[6, 2, 12, 8, 4]
[10, 6, 5, 11, 1]
[2, 5, 10, 0, 7]
[7, 10, 6, 14, 0]
[10, 12, 6, 0, 13]
[7, 3, 12, 4, 6]
[10, 8, 3, 11, 14]
[1, 11, 6, 4, 7]
[7, 6, 1, 5, 11]
[10, 13, 8, 12, 3]
[11, 5, 3, 4, 1]
[2, 11, 8, 3, 14]
