P1,P2,...,Pn
[3, 4, 14, 13]
[1, 12, 3, 5]
[11, 13, 8, 2]
[8, 10, 5, 12]
[4, 5, 6, 2]
[8, 5, 2, 12]
[0, 9, 4, 5]
[2, 13, 3, 8]
[5, 1, 7, 4]
[4, 7, 5, 13]
[1, 14, 6, 13]
[4, 13, 1, 11]
[12, 7, 0, 2]
[3, 14, 12, 10]
[10, 12, 1, 2]
[2, 8, 14, 13]
[12, 6, 7, 2]
[11, 1, 0, 10]
[9, 4, 10, 8]
[10, 11, 5, 6]
[9, 1, 7, 3]
[12, 10, 14, 5]
[8, 6, 10, 13]
[12, 4, 2, 10]
[7, 2, 1, 12]
[12, 14, 13, 2]
[14, 9, 4, 11]
[1, 0, 11, 7]
[8, 7, 9, 6]
[7, 5, 12, 2]
[6, 3, 13, 10]
[5, 6, 9, 8]
[6, 10, 12, 3]
[8, 7, 10, 12]
[0, 6, 5, 9]
[3, 6, 7, 8]
[8, 5, 12, 7]
[8, 10, 7, 0]
[3, 7, 11, 2]
[1, 6, 8, 9]
[10, 7, 14, 11]
[6, 12, 11, 8]
[6, 11, 7, 1]
[9, 3, 8, 14]
[6, 7, 13, 10]
[14, 10, 13, 2]
[10, 2, 13, 0]
[9, 3, 13, 2]
[13, 8, 1, 4]
[9, 8, 14, 5]
[11, 10, 13, 4]
[0, 3, 1, 5]
[5, 11, 2, 12]
[2, 9, 3, 12]
[8, 5, 9, 0]
[10, 13, 6, 9]
[1, 7, 13, 14]
[11, 13, 7, 5]
[9, 10, 0, 8]
[5, 3, 7, 13]
[4, 1, 10, 14]
[7, 13, 14, 8]
[2, 9, 3, 11]
[5, 0, 8, 11]
[2, 0, 9, 6]
[12, 13, 8, 11]
[2, 10, 1, 11]
[14, 13, 1, 0]
[14, 7, 12, 9]
[1, 6, 8, 11]
