P1,P2,...,Pn
[0, 13, 8, 3]
[8, 0, 4, 2]
[3, 5, 10, 7]
[14, 9, 6, 13]
[1, 2, 9, 10]
[6, 14, 10, 12]
[3, 0, 8, 7]
[6, 7, 14, 4]
[7, 13, 14, 3]
[1, 12, 2, 9]
[8, 1, 12, 13]
[12, 6, 8, 0]
[13, 8, 0, 1]
[9, 5, 10, 3]
[7, 8, 12, 0]
[5, 13, 7, 11]
[7, 9, 8, 6]
[8, 10, 1, 9]
[14, 8, 3, 12]
[3, 13, 12, 10]
[14, 11, 2, 3]
[13, 12, 6, 5]
[3, 4, 5, 0]
[0, 10, 13, 7]
[8, 9, 13, 10]
[6, 5, 4, 11]
[1, 2, 11, 6]
[1, 12, 14, 4]
[5, 10, 4, 3]
[2, 7, 5, 0]
[8, 13, 4, 0]
[11, 4, 14, 6]
[1, 4, 2, 11]
[6, 14, 11, 1]
[7, 9, 1, 12]
[8, 9, 2, 1]
[13, 8, 11, 14]
[13, 4, 12, 9]
[5, 12, 10, 14]
[5, 13, 11, 3]
[11, 7, 1, 12]
[11, 3, 4, 10]
[4, 6, 14, 7]
[11, 1, 3, 10]
[12, 9, 10, 3]
[0, 13, 5, 12]
[12, 5, 13, 9]
[9, 2, 12, 1]
[11, 12, 13, 4]
[12, 10, 3, 8]
[9, 0, 11, 5]
[13, 6, 4, 8]
[7, 3, 11, 6]
[3, 4, 2, 6]
[10, 8, 13, 4]
[14, 9, 12, 13]
[9, 3, 5, 1]
[14, 10, 1, 6]
[11, 3, 9, 0]
[6, 12, 2, 1]
[0, 7, 4, 1]
[4, 14, 13, 11]
[2, 1, 9, 12]
[8, 12, 4, 6]
[11, 13, 2, 6]
[0, 3, 14, 13]
[1, 2, 3, 8]
[1, 10, 12, 0]
[2, 1, 8, 7]
[3, 13, 12, 10]
[6, 4, 3, 11]
[3, 1, 10, 14]
[10, 8, 7, 14]
[3, 8, 0, 6]
[10, 2, 13, 6]
[3, 7, 8, 11]
[7, 4, 9, 13]
[9, 13, 11, 14]
[9, 0, 11, 8]
[6, 10, 5, 7]
[10, 7, 8, 6]
[13, 1, 9, 3]
[9, 12, 10, 4]
[14, 4, 5, 10]
[7, 4, 11, 12]
[8, 0, 2, 3]
[14, 11, 1, 2]
[10, 4, 13, 12]
[9, 8, 13, 6]
[11, 4, 13, 0]
[10, 14, 3, 11]
[8, 7, 10, 2]
[3, 11, 13, 1]
[13, 14, 3, 5]
[4, 2, 11, 0]
[7, 8, 4, 9]
[14, 3, 4, 5]
[9, 0, 10, 7]
[3, 8, 11, 7]
[6, 13, 0, 9]
[7, 11, 9, 5]
[10, 11, 9, 1]
[7, 13, 14, 12]
[5, 7, 1, 12]
[4, 5, 8, 6]
[13, 10, 4, 0]
[6, 5, 11, 12]
[10, 14, 13, 1]
[3, 9, 4, 6]
[11, 6, 13, 4]
[0, 8, 2, 7]
[6, 2, 8, 14]
[12, 8, 7, 10]
[3, 4, 13, 11]
[13, 11, 7, 4]
[7, 0, 10, 4]
[0, 10, 6, 3]
[8, 9, 4, 10]
[7, 3, 5, 14]
[9, 4, 7, 11]
[14, 12, 8, 1]
[8, 10, 6, 9]
[14, 2, 3, 9]
[9, 4, 13, 5]
[2, 0, 8, 9]
[4, 5, 14, 2]
[12, 14, 8, 3]
[6, 3, 9, 13]
[5, 2, 4, 9]
[12, 11, 5, 7]
[0, 5, 9, 6]
[7, 2, 13, 14]
[10, 12, 2, 1]
[0, 1, 13, 6]
[11, 5, 13, 10]
[3, 0, 1, 11]
[8, 4, 7, 5]
[12, 13, 6, 14]
[11, 13, 0, 12]
[6, 14, 8, 9]
[3, 11, 10, 9]
[10, 2, 12, 6]
[0, 6, 9, 5]
[10, 8, 4, 5]
[10, 5, 11, 4]
[10, 13, 8, 1]
[13, 6, 0, 2]
[3, 12, 0, 6]
[11, 4, 3, 0]
[4, 11, 14, 6]
[2, 0, 10, 4]
[8, 2, 1, 12]
[8, 12, 10, 5]
[9, 1, 0, 14]
[4, 2, 12, 7]
[14, 11, 12, 3]
[7, 5, 8, 10]
[8, 11, 6, 9]
[5, 9, 13, 7]
[9, 1, 3, 8]
[1, 2, 12, 4]
[7, 14, 10, 9]
[6, 10, 5, 11]
[3, 4, 10, 8]
[3, 13, 1, 9]
[1, 8, 10, 4]
[2, 10, 12, 13]
[11, 12, 2, 6]
[5, 0, 6, 4]
[9, 11, 5, 4]
[2, 0, 9, 1]
[6, 2, 14, 1]
[9, 13, 1, 5]
[6, 14, 13, 9]
[2, 11, 4, 1]
[8, 4, 1, 11]
[2, 10, 14, 9]
[2, 13, 5, 11]
[13, 9, 6, 0]
[0, 8, 9, 7]
