P1,P2,...,Pn
[11, 7, 5, 3]
[9, 5, 13, 4]
[8, 6, 12, 3]
[10, 3, 11, 5]
[0, 4, 1, 2]
[12, 2, 14, 0]
[6, 0, 1, 7]
[10, 13, 12, 4]
[7, 4, 0, 3]
[6, 4, 14, 10]
[11, 4, 14, 12]
[13, 9, 12, 6]
[6, 11, 14, 1]
[1, 3, 11, 7]
[6, 3, 14, 2]
[2, 10, 8, 13]
[9, 0, 8, 10]
[12, 9, 10, 14]
[11, 13, 2, 7]
[3, 12, 10, 0]
[4, 14, 3, 5]
[5, 12, 4, 1]
[7, 6, 11, 1]
[0, 8, 3, 11]
[11, 3, 6, 14]
[13, 10, 9, 1]
[0, 2, 12, 5]
[7, 3, 10, 5]
[3, 1, 11, 14]
[4, 0, 7, 5]
[5, 7, 14, 13]
[10, 0, 1, 2]
[13, 0, 4, 6]
[4, 8, 13, 10]
[9, 0, 3, 6]
[4, 3, 10, 5]
[12, 2, 11, 10]
[10, 2, 11, 0]
[8, 13, 12, 9]
[9, 7, 10, 3]
[0, 2, 8, 6]
[13, 12, 3, 14]
[12, 5, 9, 13]
[4, 9, 0, 1]
[2, 0, 3, 6]
[14, 9, 13, 10]
[14, 4, 10, 7]
[4, 5, 11, 3]
[6, 2, 10, 7]
[13, 5, 4, 11]
[11, 14, 4, 9]
[8, 13, 3, 7]
[7, 5, 6, 3]
[0, 5, 9, 2]
[10, 3, 4, 5]
[0, 10, 7, 14]
[2, 8, 7, 11]
[7, 14, 0, 2]
[3, 10, 0, 5]
[10, 0, 2, 7]
[5, 0, 1, 9]
[11, 2, 4, 7]
[5, 2, 12, 13]
[4, 2, 6, 10]
[10, 9, 11, 12]
[4, 11, 13, 5]
[10, 8, 1, 3]
[4, 13, 5, 1]
[5, 7, 1, 10]
[6, 10, 13, 3]
[9, 1, 8, 11]
[6, 9, 3, 7]
[3, 2, 10, 11]
[3, 8, 10, 6]
[12, 14, 11, 2]
[6, 13, 4, 7]
[5, 6, 9, 3]
[4, 14, 11, 3]
[9, 0, 3, 12]
[0, 4, 9, 8]
[14, 10, 2, 13]
[6, 7, 4, 10]
[11, 13, 8, 9]
[2, 5, 14, 10]
[4, 13, 9, 1]
[12, 4, 7, 6]
[2, 8, 5, 3]
[6, 5, 8, 2]
