P1,P2,...,Pn
[10, 12, 8, 9]
[12, 9, 14, 4]
[10, 13, 2, 12]
[13, 4, 9, 2]
[10, 14, 8, 12]
[3, 12, 2, 11]
[9, 0, 4, 3]
[6, 10, 2, 0]
[5, 11, 0, 2]
[5, 6, 10, 11]
[10, 11, 7, 6]
[14, 3, 1, 12]
[8, 6, 9, 1]
[1, 8, 9, 14]
[5, 1, 0, 3]
[12, 1, 8, 11]
[10, 11, 8, 2]
[8, 1, 14, 12]
[13, 14, 5, 3]
[12, 3, 10, 2]
[8, 5, 13, 11]
[9, 2, 11, 13]
[7, 12, 14, 6]
[1, 4, 8, 6]
[3, 1, 6, 9]
[8, 4, 9, 11]
[2, 10, 9, 11]
[5, 8, 1, 12]
[3, 2, 13, 4]
[9, 0, 7, 14]
[1, 13, 2, 4]
[1, 3, 12, 7]
[0, 7, 9, 1]
[11, 3, 7, 9]
[3, 4, 2, 8]
[1, 4, 7, 11]
[13, 0, 2, 8]
[6, 2, 3, 14]
[3, 5, 11, 12]
[10, 9, 4, 6]
[0, 5, 11, 6]
[11, 10, 12, 3]
[11, 5, 14, 1]
[12, 13, 0, 8]
[0, 5, 8, 10]
[8, 11, 5, 14]
[3, 14, 7, 8]
[8, 3, 13, 4]
[2, 11, 13, 7]
[8, 2, 0, 5]
[13, 1, 8, 5]
[7, 4, 6, 13]
[5, 2, 6, 7]
[12, 11, 8, 2]
[8, 9, 10, 11]
[2, 4, 13, 12]
[2, 10, 5, 4]
[9, 13, 4, 8]
[7, 4, 14, 11]
[6, 10, 9, 13]
[7, 11, 1, 13]
[7, 10, 14, 9]
[14, 4, 1, 7]
[2, 6, 9, 14]
[6, 7, 10, 2]
[13, 5, 7, 14]
[2, 10, 8, 7]
[12, 11, 7, 3]
[0, 9, 10, 3]
[8, 4, 0, 5]
[11, 12, 4, 9]
[9, 11, 0, 10]
[1, 12, 8, 14]
[12, 0, 7, 10]
[8, 10, 5, 7]
[9, 13, 14, 0]
[3, 9, 14, 5]
[8, 3, 0, 4]
[7, 4, 11, 10]
[11, 0, 1, 7]
[1, 9, 5, 4]
[5, 10, 3, 12]
[11, 12, 1, 5]
[9, 11, 10, 1]
[9, 7, 13, 6]
[6, 0, 10, 5]
[8, 3, 7, 14]
[9, 8, 3, 10]
[8, 13, 11, 2]
[13, 14, 1, 2]
[14, 12, 6, 2]
[7, 0, 5, 1]
[3, 1, 11, 14]
[4, 13, 8, 11]
[6, 11, 0, 13]
[14, 6, 4, 11]
[4, 0, 6, 5]
[5, 1, 9, 10]
[12, 3, 10, 14]
[5, 11, 12, 14]
[5, 4, 0, 13]
[3, 10, 14, 12]
[1, 9, 5, 11]
[11, 6, 5, 3]
[7, 11, 5, 10]
[14, 4, 2, 0]
[14, 9, 1, 8]
[13, 6, 1, 14]
[0, 12, 8, 2]
[8, 13, 14, 10]
[13, 1, 5, 8]
[14, 8, 6, 5]
[2, 4, 1, 12]
[10, 11, 2, 13]
[14, 8, 9, 12]
[8, 4, 13, 5]
[1, 0, 3, 9]
[1, 10, 8, 3]
[1, 13, 0, 12]
[3, 7, 14, 9]
[11, 10, 3, 7]
[8, 9, 7, 11]
[4, 2, 13, 7]
[12, 7, 9, 11]
[7, 14, 5, 6]
[3, 1, 9, 6]
[3, 9, 7, 13]
[10, 12, 5, 0]
[7, 2, 8, 11]
[11, 2, 7, 1]
[14, 12, 0, 4]
[8, 13, 10, 9]
