P1,P2,...,Pn
[3, 6, 5, 0]
[1, 2, 11, 13]
[11, 1, 12, 7]
[5, 1, 13, 9]
[0, 6, 12, 4]
[13, 7, 11, 2]
[14, 5, 0, 12]
[5, 6, 10, 7]
[3, 9, 7, 1]
[9, 4, 1, 5]
[8, 7, 11, 0]
[9, 5, 6, 4]
[0, 13, 1, 3]
[11, 9, 8, 4]
[6, 2, 1, 11]
[4, 12, 6, 10]
[7, 9, 10, 4]
[7, 4, 5, 14]
[0, 2, 9, 11]
[9, 11, 4, 8]
[1, 11, 5, 6]
[1, 0, 2, 14]
[5, 13, 6, 10]
[12, 4, 8, 13]
[3, 8, 4, 2]
[7, 8, 9, 1]
[8, 14, 11, 5]
[12, 8, 10, 0]
[12, 13, 0, 1]
[8, 13, 0, 11]
[2, 12, 1, 10]
[6, 10, 3, 4]
[14, 5, 12, 8]
[0, 5, 3, 1]
[9, 14, 11, 12]
[1, 12, 11, 3]
[4, 0, 12, 11]
[5, 9, 14, 12]
[8, 2, 1, 13]
[7, 14, 12, 13]
[3, 10, 9, 14]
[3, 7, 10, 1]
[6, 3, 4, 5]
[14, 6, 0, 3]
[2, 6, 10, 11]
[6, 9, 2, 0]
[12, 14, 7, 0]
[10, 0, 11, 9]
[3, 5, 7, 8]
[8, 7, 12, 6]
[4, 3, 6, 11]
[11, 8, 0, 7]
[11, 1, 10, 6]
[9, 0, 11, 5]
[4, 2, 0, 12]
[7, 2, 0, 8]
[2, 11, 9, 4]
[6, 7, 12, 2]
[9, 2, 6, 10]
[5, 11, 9, 6]
[8, 12, 6, 7]
[7, 8, 9, 2]
[13, 10, 11, 12]
[12, 2, 7, 1]
[13, 8, 6, 12]
[5, 11, 1, 0]
[4, 14, 2, 0]
[14, 1, 7, 13]
[12, 2, 1, 4]
[13, 14, 10, 9]
[9, 1, 3, 6]
[10, 2, 12, 9]
[12, 7, 9, 13]
[14, 11, 3, 6]
[2, 3, 11, 4]
[5, 14, 8, 1]
[13, 1, 6, 12]
[13, 2, 8, 4]
[13, 3, 10, 11]
[7, 4, 5, 2]
[10, 13, 3, 0]
[3, 4, 12, 1]
[9, 3, 7, 1]
[14, 0, 6, 13]
[5, 14, 8, 2]
[13, 4, 3, 0]
[2, 5, 6, 4]
[14, 3, 11, 10]
[1, 10, 0, 7]
[7, 10, 9, 4]
[12, 9, 2, 13]
[13, 14, 0, 10]
[4, 11, 10, 7]
[3, 4, 14, 12]
[12, 11, 10, 14]
[11, 7, 4, 6]
[3, 5, 2, 7]
[2, 4, 12, 11]
[9, 8, 5, 1]
[7, 3, 0, 6]
[10, 12, 5, 4]
[4, 12, 9, 3]
[3, 2, 1, 11]
[0, 1, 7, 9]
[13, 4, 3, 12]
[11, 13, 2, 9]
[6, 12, 11, 0]
[11, 4, 2, 13]
[4, 5, 0, 2]
[14, 0, 9, 8]
[13, 14, 1, 6]
[9, 5, 10, 0]
[14, 0, 1, 3]
[14, 2, 1, 0]
[2, 8, 12, 1]
[13, 12, 2, 8]
[8, 14, 12, 10]
[8, 0, 12, 14]
[0, 4, 11, 14]
[0, 6, 2, 9]
[0, 5, 12, 6]
[6, 0, 4, 14]
[0, 14, 9, 3]
[14, 5, 6, 3]
[9, 3, 4, 6]
[8, 6, 3, 0]
[10, 3, 13, 14]
[7, 14, 8, 10]
[5, 0, 6, 7]
[5, 0, 11, 7]
[13, 2, 3, 14]
[0, 3, 12, 10]
[12, 13, 8, 14]
[13, 6, 14, 7]
[3, 4, 14, 1]
[8, 9, 2, 6]
[4, 7, 0, 8]
[13, 5, 10, 11]
[0, 4, 14, 7]
[1, 4, 14, 3]
[3, 8, 9, 0]
[8, 5, 1, 9]
[8, 1, 5, 2]
[3, 8, 14, 9]
[1, 9, 0, 2]
[7, 1, 4, 6]
[10, 2, 1, 6]
[3, 6, 0, 5]
[10, 11, 1, 5]
[3, 0, 7, 10]
[8, 7, 14, 10]
[4, 7, 12, 11]
[4, 10, 6, 9]
[13, 10, 3, 6]
[14, 7, 2, 12]
[6, 9, 14, 2]
[9, 0, 3, 6]
[1, 7, 3, 14]
[9, 10, 1, 7]
[0, 10, 14, 8]
[14, 2, 9, 7]
[7, 12, 10, 5]
[7, 4, 2, 6]
[0, 10, 2, 9]
[14, 9, 3, 2]
[7, 3, 0, 10]
[4, 8, 2, 10]
[3, 13, 0, 10]
[3, 14, 9, 12]
[0, 10, 13, 11]
[13, 14, 10, 5]
[2, 12, 7, 3]
[12, 7, 13, 4]
[6, 14, 8, 11]
[14, 1, 11, 9]
[13, 10, 0, 5]
[2, 0, 9, 10]
[10, 8, 9, 6]
[8, 5, 13, 11]
[14, 6, 8, 13]
[14, 2, 5, 9]
[7, 1, 11, 13]
[14, 11, 4, 6]
[12, 14, 5, 2]
[3, 5, 8, 4]
[12, 1, 2, 8]
[2, 5, 9, 1]
[7, 4, 14, 2]
[7, 6, 3, 14]
[0, 7, 11, 13]
[4, 0, 7, 5]
[6, 3, 7, 11]
[10, 14, 3, 1]
[1, 7, 3, 6]
[12, 4, 10, 9]
[2, 12, 13, 1]
[8, 3, 2, 5]
[8, 13, 7, 5]
[7, 9, 4, 3]
[8, 10, 9, 14]
[3, 2, 7, 0]
[0, 2, 14, 1]
[2, 1, 3, 6]
