P1,P2,...,Pn
[9, 7, 6, 14]
[10, 13, 6, 7]
[4, 7, 10, 12]
[4, 8, 0, 10]
[9, 12, 5, 2]
[1, 5, 9, 2]
[3, 10, 6, 9]
[3, 2, 4, 9]
[4, 2, 8, 0]
[4, 7, 1, 3]
[10, 2, 1, 6]
[6, 13, 10, 9]
[12, 0, 2, 8]
[6, 9, 8, 13]
[4, 0, 13, 12]
[0, 10, 12, 13]
[9, 6, 12, 4]
[2, 8, 3, 4]
[2, 8, 12, 3]
[5, 8, 11, 2]
[0, 2, 12, 4]
[0, 10, 12, 5]
[2, 3, 8, 5]
[9, 12, 0, 13]
[14, 13, 9, 10]
[5, 13, 9, 14]
[13, 3, 7, 2]
[6, 1, 8, 14]
[12, 6, 0, 3]
[0, 6, 11, 14]
[6, 3, 7, 4]
[9, 3, 8, 5]
[2, 0, 11, 13]
[8, 1, 14, 2]
[0, 11, 1, 4]
[11, 4, 14, 5]
[10, 13, 14, 8]
[13, 7, 11, 4]
[9, 10, 7, 0]
[3, 10, 4, 6]
[3, 14, 12, 11]
[7, 10, 13, 0]
[4, 5, 2, 12]
[14, 6, 4, 9]
[8, 5, 1, 2]
[11, 8, 13, 12]
[1, 0, 12, 13]
[12, 9, 8, 1]
[4, 8, 10, 13]
[2, 13, 5, 6]
[12, 5, 6, 4]
[9, 1, 5, 4]
[14, 10, 8, 4]
[9, 3, 5, 11]
[14, 8, 9, 4]
[11, 9, 1, 12]
[0, 2, 4, 11]
[1, 0, 5, 13]
