P1,P2,...,Pn
[12, 14, 2, 9, 4]
[12, 6, 14, 3, 4]
[9, 5, 7, 14, 6]
[8, 7, 0, 6, 14]
[12, 6, 1, 10, 2]
[0, 11, 2, 14, 12]
[3, 7, 11, 5, 2]
[7, 9, 8, 0, 11]
[0, 1, 6, 5, 3]
[11, 1, 2, 4, 14]
[12, 1, 7, 11, 2]
[12, 5, 4, 3, 8]
[0, 8, 6, 11, 1]
[4, 2, 1, 11, 0]
[3, 6, 9, 7, 10]
[3, 0, 13, 10, 5]
[7, 13, 6, 9, 12]
[8, 13, 4, 6, 7]
[10, 11, 7, 14, 2]
[11, 0, 13, 9, 8]
[1, 6, 5, 9, 11]
[4, 12, 0, 6, 2]
[0, 3, 9, 6, 11]
[7, 1, 12, 14, 0]
[11, 3, 1, 0, 7]
[7, 4, 6, 3, 0]
[5, 10, 6, 0, 11]
[8, 12, 0, 7, 9]
[2, 9, 8, 10, 0]
[13, 11, 14, 7, 10]
[5, 13, 7, 2, 12]
[4, 13, 12, 7, 9]
[5, 10, 8, 0, 7]
[12, 0, 8, 11, 10]
[10, 6, 8, 14, 0]
[2, 10, 4, 13, 6]
[12, 13, 9, 5, 7]
[1, 12, 8, 10, 4]
[1, 9, 12, 0, 4]
[13, 7, 5, 6, 1]
[5, 11, 12, 0, 3]
[2, 10, 12, 11, 1]
[5, 6, 4, 14, 8]
[4, 12, 10, 2, 8]
[5, 1, 9, 6, 10]
[0, 7, 8, 2, 4]
[7, 14, 11, 13, 0]
[14, 7, 4, 6, 11]
[8, 9, 5, 0, 1]
[13, 3, 1, 2, 4]
[13, 2, 14, 9, 7]
[5, 2, 8, 14, 10]
[8, 4, 12, 7, 5]
[3, 2, 10, 4, 1]
[2, 13, 8, 10, 1]
[1, 9, 10, 3, 12]
[2, 11, 0, 12, 8]
[3, 2, 13, 8, 11]
[10, 1, 6, 7, 2]
[6, 14, 11, 9, 4]
[2, 14, 7, 9, 5]
[5, 1, 9, 10, 11]
[12, 11, 1, 9, 14]
[2, 11, 4, 3, 1]
[3, 8, 7, 10, 9]
[9, 0, 3, 2, 6]
[11, 2, 9, 8, 3]
[2, 5, 11, 0, 14]
[10, 2, 8, 0, 7]
[4, 2, 3, 5, 7]
[11, 10, 9, 3, 13]
[8, 14, 5, 3, 1]
[7, 14, 5, 3, 9]
[6, 4, 13, 12, 11]
[11, 5, 14, 3, 9]
[1, 9, 12, 5, 6]
[6, 3, 1, 10, 11]
[7, 4, 14, 8, 3]
[3, 9, 1, 2, 10]
[12, 0, 11, 14, 5]
[5, 12, 13, 0, 2]
[6, 13, 10, 0, 2]
[0, 9, 3, 7, 13]
[6, 3, 0, 10, 7]
[4, 12, 3, 6, 5]
[13, 2, 0, 10, 6]
[3, 8, 0, 13, 6]
[0, 12, 3, 11, 6]
[14, 9, 2, 5, 10]
[1, 5, 8, 6, 7]
[1, 8, 14, 7, 11]
[8, 5, 9, 4, 7]
[4, 1, 2, 9, 8]
[7, 8, 6, 10, 3]
[3, 14, 11, 10, 2]
[6, 1, 3, 8, 12]
[8, 13, 11, 5, 0]
[11, 12, 4, 14, 1]
[11, 0, 7, 3, 13]
[10, 0, 5, 2, 3]
[5, 12, 8, 6, 10]
[4, 2, 5, 9, 13]
[7, 13, 3, 10, 4]
[0, 7, 6, 5, 9]
[10, 0, 14, 4, 7]
[4, 1, 7, 0, 12]
[2, 0, 4, 5, 7]
[1, 2, 0, 9, 7]
[12, 8, 13, 0, 6]
[8, 7, 3, 9, 2]
[13, 3, 7, 0, 12]
[8, 4, 6, 12, 9]
[5, 10, 4, 12, 0]
[2, 7, 6, 4, 11]
[7, 11, 9, 13, 10]
[2, 14, 13, 7, 9]
[1, 10, 13, 4, 9]
[11, 7, 9, 12, 10]
[11, 5, 6, 2, 4]
