P1,P2,...,Pn
[14, 11, 2, 7, 6]
[6, 11, 8, 1, 14]
[8, 1, 12, 5, 13]
[8, 11, 9, 2, 12]
[5, 12, 13, 7, 2]
[11, 2, 13, 4, 14]
[5, 3, 7, 10, 1]
[13, 1, 10, 3, 6]
[1, 0, 12, 10, 5]
[5, 4, 12, 6, 7]
[10, 13, 9, 3, 2]
[13, 6, 5, 9, 12]
[6, 2, 3, 1, 14]
[0, 8, 13, 5, 7]
[1, 5, 2, 9, 3]
[6, 9, 12, 1, 4]
[3, 12, 0, 5, 1]
[6, 14, 9, 0, 13]
[13, 5, 7, 4, 9]
[9, 10, 6, 14, 11]
[2, 6, 11, 8, 0]
[13, 8, 14, 10, 5]
[5, 13, 1, 11, 10]
[10, 7, 9, 14, 3]
[12, 13, 14, 6, 5]
[9, 1, 12, 10, 7]
[7, 8, 5, 10, 13]
[8, 7, 1, 0, 11]
[6, 1, 12, 3, 10]
[7, 0, 11, 8, 4]
[0, 5, 7, 3, 14]
[0, 10, 9, 7, 11]
[6, 14, 2, 9, 5]
[12, 11, 6, 13, 1]
[2, 6, 11, 13, 5]
[2, 13, 6, 1, 0]
[7, 1, 9, 10, 3]
[12, 3, 10, 2, 0]
[5, 3, 0, 12, 4]
[10, 0, 2, 9, 14]
[8, 2, 3, 6, 4]
