P1,P2,...,Pn
[6, 14, 1, 3, 12]
[11, 3, 2, 8, 10]
[5, 13, 8, 10, 7]
[3, 10, 1, 7, 14]
[4, 11, 10, 0, 2]
[7, 2, 12, 5, 3]
[14, 12, 0, 7, 8]
[6, 5, 4, 10, 7]
[6, 11, 2, 14, 5]
[10, 14, 11, 3, 13]
[1, 10, 2, 5, 3]
[12, 13, 5, 9, 2]
[11, 6, 2, 13, 0]
[14, 0, 8, 13, 12]
[2, 10, 4, 12, 0]
[3, 2, 1, 14, 0]
[10, 6, 11, 3, 13]
[12, 0, 7, 11, 2]
[13, 9, 0, 10, 6]
[6, 7, 12, 4, 14]
[3, 8, 11, 10, 12]
[10, 7, 9, 12, 4]
[12, 6, 0, 11, 8]
[13, 12, 8, 11, 14]
[9, 14, 6, 10, 0]
[10, 11, 14, 9, 3]
[1, 14, 4, 8, 0]
[4, 10, 3, 12, 9]
[7, 0, 13, 12, 8]
[2, 6, 4, 0, 9]
[1, 13, 8, 4, 11]
[9, 12, 11, 2, 1]
[5, 1, 13, 10, 2]
[5, 13, 14, 4, 10]
[1, 3, 11, 7, 10]
[3, 4, 10, 7, 5]
[3, 2, 13, 8, 6]
[13, 9, 8, 0, 5]
[13, 9, 3, 14, 8]
[2, 13, 14, 8, 12]
[14, 2, 12, 10, 1]
[12, 9, 7, 5, 3]
[10, 2, 3, 1, 4]
[2, 12, 1, 7, 0]
[10, 14, 11, 8, 12]
[8, 7, 12, 0, 14]
[14, 2, 9, 1, 11]
[1, 13, 2, 4, 14]
[4, 9, 2, 13, 1]
[1, 0, 6, 3, 8]
[6, 7, 13, 0, 5]
[8, 4, 3, 0, 13]
[14, 0, 10, 4, 12]
[8, 11, 14, 2, 4]
[2, 4, 5, 8, 0]
[4, 2, 13, 9, 14]
[6, 3, 12, 8, 11]
[5, 14, 10, 1, 13]
[13, 7, 8, 10, 2]
[0, 10, 2, 6, 13]
[5, 14, 12, 4, 0]
[8, 14, 3, 6, 7]
[1, 11, 12, 7, 0]
[13, 11, 6, 1, 4]
[4, 5, 1, 13, 2]
[6, 13, 2, 10, 1]
[4, 13, 0, 7, 1]
[6, 9, 0, 4, 7]
[6, 10, 11, 5, 9]
[14, 8, 11, 6, 3]
[13, 1, 14, 11, 12]
[7, 8, 9, 5, 10]
[11, 1, 10, 13, 14]
[0, 1, 4, 11, 9]
[10, 3, 9, 12, 4]
[4, 0, 1, 5, 11]
[9, 12, 1, 2, 10]
[9, 8, 10, 12, 4]
[4, 2, 5, 9, 14]
[11, 4, 14, 12, 3]
[12, 3, 6, 11, 7]
[2, 7, 8, 14, 13]
[5, 11, 3, 8, 0]
[2, 0, 4, 14, 12]
[9, 14, 7, 12, 2]
[13, 4, 5, 10, 12]
[6, 12, 0, 14, 3]
[1, 0, 8, 14, 9]
[0, 4, 12, 10, 8]
[0, 14, 12, 4, 1]
[0, 3, 13, 14, 7]
[0, 3, 12, 5, 4]
[7, 12, 9, 14, 8]
[2, 7, 10, 5, 0]
[9, 8, 14, 11, 2]
[5, 0, 2, 8, 11]
[12, 7, 10, 0, 3]
[9, 14, 3, 4, 6]
[12, 1, 4, 14, 7]
[3, 4, 2, 13, 1]
[3, 7, 4, 5, 12]
[10, 7, 12, 13, 4]
[2, 6, 13, 9, 1]
[7, 4, 6, 3, 0]
[7, 8, 3, 1, 9]
[5, 12, 7, 11, 10]
[0, 10, 8, 1, 4]
[1, 5, 7, 4, 9]
[2, 7, 4, 11, 3]
[10, 11, 6, 8, 13]
[7, 5, 13, 3, 8]
[8, 6, 3, 11, 10]
[0, 9, 2, 12, 10]
[10, 9, 11, 2, 13]
[7, 11, 2, 13, 14]
[12, 7, 14, 3, 8]
[8, 1, 6, 14, 0]
[9, 8, 3, 0, 12]
[14, 11, 7, 9, 3]
[6, 11, 13, 14, 7]
[12, 3, 0, 2, 14]
[2, 14, 0, 1, 8]
[8, 9, 14, 3, 10]
[0, 6, 7, 14, 4]
[14, 13, 4, 3, 7]
[9, 6, 13, 2, 12]
[1, 12, 2, 5, 0]
[3, 7, 10, 12, 14]
[12, 0, 7, 13, 10]
[5, 10, 14, 1, 0]
[3, 6, 14, 10, 7]
[6, 5, 4, 12, 1]
[13, 12, 10, 11, 9]
[1, 0, 8, 12, 6]
[14, 4, 6, 10, 1]
[14, 10, 1, 9, 12]
[5, 3, 14, 6, 1]
[2, 12, 14, 6, 4]
[12, 14, 3, 10, 7]
[3, 11, 13, 6, 2]
[0, 3, 10, 5, 14]
[4, 12, 6, 10, 0]
[13, 0, 4, 1, 6]
[12, 13, 8, 3, 4]
[4, 14, 1, 6, 3]
[11, 1, 3, 2, 7]
[5, 9, 14, 2, 0]
[2, 13, 10, 8, 14]
[12, 4, 14, 13, 3]
[14, 9, 4, 10, 13]
[2, 8, 7, 0, 5]
[0, 7, 3, 1, 2]
[4, 14, 13, 2, 10]
[0, 3, 1, 14, 6]
[9, 12, 1, 14, 3]
[12, 10, 14, 3, 4]
[11, 5, 8, 13, 7]
[9, 12, 3, 8, 2]
[1, 12, 6, 8, 2]
[14, 2, 8, 7, 4]
[12, 7, 2, 10, 3]
[5, 3, 14, 0, 11]
[10, 12, 8, 5, 7]
[14, 13, 10, 9, 2]
[12, 14, 1, 3, 4]
[11, 13, 0, 4, 2]
[1, 11, 3, 2, 7]
[14, 7, 8, 10, 2]
[14, 7, 5, 8, 9]
[2, 4, 7, 12, 3]
[7, 0, 11, 1, 13]
[13, 10, 12, 2, 14]
[9, 2, 4, 0, 1]
[9, 7, 3, 5, 12]
[3, 2, 1, 0, 7]
[9, 1, 4, 12, 13]
[6, 4, 12, 2, 13]
[12, 1, 6, 0, 11]
[5, 2, 14, 6, 9]
[9, 11, 8, 2, 7]
[3, 6, 13, 5, 0]
[1, 4, 7, 13, 0]
[1, 2, 11, 13, 5]
[0, 9, 5, 11, 8]
[11, 8, 4, 14, 10]
[8, 0, 3, 12, 7]
[0, 5, 14, 3, 10]
[2, 11, 13, 5, 10]
[11, 5, 8, 0, 13]
[10, 6, 11, 13, 3]
[2, 0, 6, 11, 9]
[11, 12, 3, 7, 10]
[6, 10, 9, 1, 13]
[14, 11, 2, 4, 5]
[3, 4, 5, 9, 10]
[4, 1, 14, 8, 2]
[7, 8, 9, 13, 5]
[8, 3, 12, 14, 13]
[4, 1, 7, 5, 0]
[14, 5, 8, 10, 2]
[7, 8, 4, 13, 12]
[9, 11, 1, 2, 12]
[13, 6, 1, 7, 4]
[12, 11, 6, 4, 9]
[11, 10, 7, 2, 0]
[0, 8, 3, 10, 12]
[13, 1, 2, 14, 4]
[7, 4, 5, 9, 12]
[8, 12, 13, 3, 4]
[13, 10, 1, 12, 11]
[13, 0, 7, 4, 6]
[11, 9, 7, 8, 14]
[7, 4, 6, 11, 5]
[8, 13, 5, 10, 11]
[3, 11, 8, 12, 6]
[11, 7, 13, 2, 1]
[5, 12, 4, 3, 11]
