P1,P2,...,Pn
[6, 2, 14, 4]
[12, 4, 6, 2]
[7, 0, 3, 13]
[2, 0, 12, 9]
[11, 13, 5, 1]
[3, 0, 11, 12]
[1, 8, 10, 4]
[1, 8, 2, 14]
[7, 5, 1, 6]
[1, 5, 7, 4]
[13, 12, 10, 4]
[3, 6, 7, 2]
[5, 8, 10, 9]
[0, 7, 3, 9]
[13, 11, 5, 10]
[5, 3, 0, 13]
[13, 9, 12, 7]
[1, 13, 2, 11]
[13, 14, 10, 0]
[7, 5, 1, 6]
[6, 3, 7, 8]
[12, 0, 14, 8]
[3, 9, 14, 1]
[1, 4, 11, 3]
[0, 3, 6, 9]
[5, 3, 13, 2]
[5, 14, 4, 6]
[11, 8, 10, 4]
[0, 6, 13, 10]
[4, 12, 9, 1]
[10, 1, 6, 9]
[0, 9, 13, 8]
[12, 8, 11, 7]
[13, 4, 5, 0]
[10, 9, 7, 12]
[2, 1, 3, 0]
[5, 0, 6, 8]
[14, 11, 0, 4]
[13, 0, 1, 6]
[12, 7, 13, 11]
[8, 3, 1, 10]
[3, 14, 13, 4]
[5, 8, 4, 1]
[5, 3, 11, 10]
[6, 13, 5, 9]
[7, 2, 10, 11]
[4, 7, 12, 9]
[14, 7, 5, 9]
[13, 2, 6, 0]
[8, 2, 3, 0]
[2, 9, 4, 0]
[14, 7, 6, 13]
[1, 12, 5, 10]
[11, 14, 4, 7]
[5, 7, 0, 2]
[7, 0, 9, 5]
[7, 12, 6, 8]
[9, 13, 6, 3]
[2, 8, 5, 9]
[9, 1, 7, 4]
[8, 5, 7, 10]
[1, 9, 4, 0]
[14, 0, 7, 6]
[5, 8, 13, 1]
[0, 10, 5, 3]
[5, 7, 10, 12]
[8, 1, 0, 7]
[14, 10, 6, 5]
[12, 9, 11, 3]
[0, 5, 6, 1]
[7, 6, 0, 14]
[9, 14, 13, 8]
[4, 7, 5, 9]
[1, 4, 12, 2]
[6, 3, 8, 4]
[5, 10, 6, 12]
[10, 1, 0, 14]
[8, 3, 13, 2]
[0, 4, 1, 12]
[6, 0, 4, 2]
[12, 5, 11, 14]
[3, 13, 1, 6]
[6, 8, 4, 9]
[13, 4, 8, 14]
[11, 10, 1, 0]
[11, 6, 1, 3]
[8, 12, 9, 2]
[0, 8, 14, 11]
[5, 0, 10, 8]
[9, 12, 6, 7]
[7, 4, 0, 14]
[0, 12, 14, 9]
[13, 9, 0, 14]
[12, 9, 4, 2]
[12, 0, 11, 9]
[10, 4, 9, 5]
[13, 11, 0, 3]
[8, 1, 9, 11]
[5, 9, 12, 10]
[6, 13, 14, 2]
[6, 2, 10, 3]
[4, 13, 8, 10]
[14, 2, 7, 5]
[8, 11, 13, 3]
[1, 12, 2, 3]
[12, 5, 11, 2]
[12, 3, 8, 4]
[9, 3, 13, 7]
[3, 5, 14, 1]
[13, 14, 5, 0]
[9, 4, 1, 13]
[3, 7, 9, 11]
[1, 10, 8, 3]
[7, 8, 14, 5]
[7, 3, 14, 0]
[11, 5, 14, 3]
[2, 6, 3, 7]
[12, 2, 4, 0]
[0, 10, 14, 3]
[4, 8, 11, 12]
[9, 10, 1, 11]
[5, 9, 7, 4]
[12, 8, 7, 6]
[0, 4, 11, 7]
[0, 12, 1, 8]
[13, 12, 9, 4]
[3, 6, 14, 11]
[4, 1, 6, 13]
