P1,P2,...,Pn
[2, 5, 13, 8]
[9, 13, 14, 11]
[12, 1, 2, 9]
[12, 13, 3, 2]
[14, 13, 3, 2]
[6, 13, 11, 7]
[1, 11, 7, 2]
[11, 12, 13, 1]
[8, 5, 0, 2]
[5, 3, 14, 1]
[14, 13, 0, 7]
[11, 2, 1, 0]
[14, 7, 4, 9]
[13, 12, 6, 9]
[13, 12, 4, 2]
[8, 7, 4, 0]
[3, 1, 9, 12]
[2, 8, 4, 6]
[10, 1, 6, 13]
[6, 11, 7, 0]
[12, 6, 2, 0]
[13, 9, 0, 11]
[10, 3, 14, 2]
[1, 13, 9, 6]
[4, 14, 9, 6]
[12, 6, 14, 7]
[2, 12, 11, 4]
[3, 4, 2, 1]
[14, 8, 11, 1]
[2, 9, 8, 10]
[5, 12, 3, 4]
[7, 4, 6, 13]
[0, 2, 4, 6]
[11, 9, 7, 14]
[9, 3, 13, 10]
[2, 5, 12, 0]
[13, 3, 12, 8]
[0, 9, 11, 2]
[0, 10, 2, 4]
[0, 10, 1, 11]
[2, 0, 3, 1]
[6, 11, 14, 9]
[0, 1, 10, 14]
[11, 13, 1, 8]
[3, 5, 7, 14]
[9, 2, 1, 5]
[8, 9, 2, 5]
[1, 10, 8, 12]
[12, 14, 11, 13]
[3, 6, 1, 4]
[9, 0, 10, 8]
[8, 13, 3, 12]
[14, 9, 4, 11]
[3, 6, 14, 7]
[12, 4, 14, 5]
[8, 9, 1, 13]
[5, 13, 14, 7]
[9, 5, 13, 4]
[3, 0, 11, 6]
[1, 0, 5, 10]
[10, 6, 11, 3]
[0, 11, 9, 4]
[12, 9, 3, 11]
[8, 7, 11, 1]
[5, 0, 10, 14]
[14, 3, 9, 4]
[0, 5, 4, 10]
[10, 4, 5, 2]
[7, 1, 12, 0]
[5, 13, 7, 12]
[2, 8, 13, 0]
[14, 8, 3, 1]
[0, 9, 4, 12]
[10, 0, 8, 13]
[10, 6, 2, 5]
[5, 4, 13, 7]
[11, 7, 12, 3]
[10, 3, 5, 11]
[10, 14, 2, 4]
[8, 9, 1, 2]
[3, 13, 7, 9]
[12, 11, 6, 9]
[11, 4, 8, 6]
[9, 7, 10, 5]
[11, 8, 6, 0]
[5, 10, 3, 11]
[11, 14, 1, 2]
[2, 10, 13, 7]
[5, 2, 3, 10]
[7, 5, 8, 2]
[8, 1, 0, 7]
[1, 13, 14, 9]
[2, 5, 12, 11]
[0, 9, 8, 12]
[11, 13, 7, 14]
[1, 6, 7, 13]
[13, 3, 11, 10]
[2, 11, 4, 9]
[10, 6, 12, 3]
[9, 0, 11, 6]
[14, 12, 2, 3]
[8, 10, 3, 13]
[8, 12, 14, 11]
[10, 4, 5, 14]
[0, 13, 8, 9]
[14, 13, 4, 12]
[8, 1, 11, 10]
[3, 6, 1, 7]
[14, 2, 6, 7]
[7, 6, 3, 2]
[8, 10, 0, 13]
[13, 7, 3, 12]
[12, 0, 9, 7]
[11, 5, 13, 7]
[7, 6, 4, 14]
[6, 9, 10, 0]
[11, 10, 8, 6]
[4, 5, 7, 14]
[8, 2, 1, 9]
[6, 0, 3, 4]
[3, 9, 2, 14]
[3, 6, 5, 7]
[2, 1, 12, 0]
[3, 1, 8, 4]
[14, 7, 2, 6]
[2, 7, 3, 14]
[7, 0, 11, 12]
[9, 12, 2, 0]
[4, 13, 14, 5]
[5, 14, 0, 6]
[0, 6, 1, 2]
[12, 4, 14, 3]
[3, 2, 8, 6]
[9, 4, 12, 8]
[3, 13, 11, 10]
[5, 3, 12, 2]
[10, 7, 5, 3]
[9, 7, 1, 12]
[9, 2, 10, 3]
[14, 13, 9, 2]
[14, 7, 4, 0]
[11, 3, 5, 6]
[8, 0, 3, 9]
[0, 9, 8, 14]
[2, 8, 7, 11]
[12, 7, 11, 13]
[9, 14, 10, 0]
[12, 13, 14, 4]
[1, 13, 14, 7]
[0, 6, 11, 1]
[12, 13, 9, 1]
[6, 4, 9, 10]
[2, 3, 14, 8]
[6, 0, 8, 4]
[5, 8, 6, 10]
[13, 11, 4, 8]
[9, 12, 11, 10]
[14, 2, 5, 3]
[13, 1, 7, 10]
[1, 6, 11, 2]
[1, 10, 9, 0]
[13, 4, 7, 10]
[13, 14, 10, 7]
[3, 6, 1, 7]
[6, 8, 5, 4]
[0, 1, 12, 3]
[1, 8, 14, 7]
[5, 4, 8, 9]
[6, 13, 2, 14]
[13, 0, 2, 14]
[14, 12, 5, 11]
[1, 3, 7, 4]
[11, 9, 5, 12]
[9, 4, 0, 13]
[10, 2, 14, 7]
[6, 0, 13, 4]
[4, 14, 0, 3]
[0, 12, 10, 3]
[4, 12, 6, 1]
[4, 11, 2, 0]
[9, 5, 7, 4]
[1, 12, 6, 5]
[11, 8, 7, 0]
[11, 13, 1, 12]
[7, 14, 1, 0]
[9, 1, 8, 4]
[9, 5, 6, 8]
[13, 1, 5, 8]
[2, 5, 14, 6]
[14, 3, 10, 2]
[0, 4, 2, 1]
[10, 12, 14, 13]
[8, 7, 10, 14]
[8, 11, 1, 7]
[7, 14, 2, 0]
[5, 9, 12, 14]
[10, 6, 5, 13]
[4, 9, 3, 1]
[7, 4, 5, 3]
[3, 1, 2, 4]
[4, 5, 7, 1]
[8, 1, 2, 14]
[13, 10, 3, 14]
[8, 0, 7, 13]
[9, 2, 4, 5]
[2, 10, 11, 6]
[8, 5, 12, 4]
[0, 4, 7, 10]
[10, 6, 11, 1]
[12, 1, 5, 8]
[13, 0, 4, 12]
[5, 13, 8, 6]
[13, 9, 11, 7]
[0, 3, 9, 5]
[6, 5, 0, 11]
[7, 11, 13, 4]
[6, 12, 10, 7]
[9, 12, 2, 1]
[14, 3, 9, 8]
[14, 7, 1, 0]
[1, 11, 4, 6]
[5, 12, 7, 10]
[5, 11, 13, 0]
[14, 0, 7, 13]
[8, 2, 14, 12]
[12, 13, 9, 7]
[9, 7, 8, 10]
[2, 14, 7, 5]
[2, 8, 3, 13]
[2, 11, 12, 4]
[0, 10, 14, 9]
[9, 10, 3, 5]
[12, 7, 10, 8]
[10, 3, 0, 11]
[3, 5, 8, 10]
[8, 7, 1, 5]
[12, 7, 11, 14]
[0, 7, 14, 3]
[6, 14, 0, 9]
